,accelerometer_x,accelerometer_y,accelerometer_z,fall
0,-13.0,-255.0,-3.0,0
1,-11.0,-259.0,-7.0,0
2,-13.0,-258.0,-7.0,0
3,-11.0,-257.0,-7.0,0
4,-12.0,-257.0,-1.0,0
5,-9.0,-256.0,-4.0,0
6,-11.0,-258.0,-3.0,0
7,-15.0,-258.0,-2.0,0
8,-10.0,-256.0,-8.0,0
9,-12.0,-257.0,-3.0,0
10,-9.0,-258.0,-6.0,0
11,-8.0,-257.0,-2.0,0
12,-5.0,-259.0,-4.0,0
13,-13.0,-258.0,-4.0,0
14,-10.0,-257.0,-4.0,0
15,-10.0,-257.0,-3.0,0
16,-11.0,-256.0,-2.0,0
17,-8.0,-256.0,-2.0,0
18,-11.0,-255.0,-6.0,0
19,-8.0,-255.0,-1.0,0
20,-11.0,-255.0,-3.0,0
21,-9.0,-256.0,-8.0,0
22,-9.0,-256.0,-3.0,0
23,-12.0,-257.0,-2.0,0
24,-10.0,-253.0,-4.0,0
25,-12.0,-256.0,-5.0,0
26,-9.0,-257.0,-9.0,0
27,-11.0,-258.0,-3.0,0
28,-12.0,-257.0,-7.0,0
29,-13.0,-257.0,-9.0,0
30,-10.0,-259.0,-1.0,0
31,-12.0,-260.0,-5.0,0
32,-10.0,-255.0,-5.0,0
33,-10.0,-257.0,-7.0,0
34,-10.0,-256.0,-2.0,0
35,-10.0,-257.0,-3.0,0
36,-10.0,-257.0,-8.0,0
37,-9.0,-256.0,0.0,0
38,-10.0,-255.0,-3.0,0
39,-13.0,-253.0,-2.0,0
40,-12.0,-254.0,-1.0,0
41,-10.0,-255.0,-6.0,0
42,-9.0,-255.0,-3.0,0
43,-8.0,-254.0,-5.0,0
44,-9.0,-256.0,-6.0,0
45,-7.0,-252.0,-4.0,0
46,-9.0,-254.0,-2.0,0
47,-10.0,-253.0,-7.0,0
48,-4.0,-253.0,-6.0,0
49,-9.0,-254.0,-7.0,0
50,-8.0,-254.0,-7.0,0
51,-10.0,-258.0,-9.0,0
52,-9.0,-253.0,-3.0,0
53,-8.0,-257.0,-4.0,0
54,-7.0,-259.0,-2.0,0
55,-6.0,-257.0,-6.0,0
56,-9.0,-257.0,-8.0,0
57,-6.0,-261.0,-8.0,0
58,-7.0,-263.0,-8.0,0
59,-8.0,-261.0,-10.0,0
60,-13.0,-261.0,-7.0,0
61,-12.0,-262.0,-7.0,0
62,-12.0,-261.0,-9.0,0
63,-14.0,-259.0,-11.0,0
64,-15.0,-256.0,-11.0,0
65,-12.0,-256.0,-15.0,0
66,-13.0,-255.0,-11.0,0
67,-13.0,-255.0,-11.0,0
68,-10.0,-257.0,-13.0,0
69,-13.0,-257.0,-11.0,0
70,-10.0,-258.0,-16.0,0
71,-9.0,-256.0,-15.0,0
72,-13.0,-258.0,-17.0,0
73,-8.0,-260.0,-16.0,0
74,-12.0,-258.0,-13.0,0
75,-13.0,-259.0,-18.0,0
76,-10.0,-258.0,-17.0,0
77,-8.0,-260.0,-21.0,0
78,-11.0,-260.0,-21.0,0
79,-10.0,-259.0,-22.0,0
80,-13.0,-258.0,-24.0,0
81,-7.0,-260.0,-25.0,0
82,-10.0,-260.0,-23.0,0
83,-15.0,-258.0,-24.0,0
84,-8.0,-260.0,-21.0,0
85,-12.0,-258.0,-28.0,0
86,-11.0,-260.0,-25.0,0
87,-12.0,-261.0,-25.0,0
88,-12.0,-261.0,-26.0,0
89,-14.0,-258.0,-27.0,0
90,-14.0,-260.0,-30.0,0
91,-26.0,-259.0,-27.0,0
92,-13.0,-259.0,-26.0,0
93,-16.0,-258.0,-33.0,0
94,-17.0,-259.0,-25.0,0
95,-12.0,-260.0,-31.0,0
96,-13.0,-258.0,-32.0,0
97,-12.0,-260.0,-32.0,0
98,-16.0,-262.0,-30.0,0
99,-15.0,-259.0,-34.0,0
100,-11.0,-261.0,-31.0,0
101,-2.0,-253.0,-40.0,0
102,-10.0,-261.0,-35.0,0
103,-9.0,-261.0,-37.0,0
104,-10.0,-262.0,-34.0,0
105,-13.0,-263.0,-38.0,0
106,-11.0,-262.0,-35.0,0
107,-9.0,-260.0,-40.0,0
108,-15.0,-262.0,-39.0,0
109,-12.0,-260.0,-36.0,0
110,-9.0,-262.0,-34.0,0
111,-16.0,-261.0,-39.0,0
112,-11.0,-264.0,-40.0,0
113,-13.0,-260.0,-38.0,0
114,-12.0,-259.0,-35.0,0
115,-10.0,-265.0,-38.0,0
116,-13.0,-259.0,-37.0,0
117,-11.0,-259.0,-36.0,0
118,-10.0,-258.0,-34.0,0
119,-9.0,-260.0,-39.0,0
120,-11.0,-263.0,-37.0,0
121,-11.0,-257.0,-35.0,0
122,-10.0,-261.0,-41.0,0
123,-9.0,-264.0,-40.0,0
124,-9.0,-260.0,-37.0,0
125,-10.0,-263.0,-39.0,0
126,-8.0,-266.0,-36.0,0
127,-10.0,-260.0,-37.0,0
128,-9.0,-264.0,-38.0,0
129,-8.0,-262.0,-40.0,0
130,-5.0,-266.0,-39.0,0
131,-5.0,-264.0,-35.0,0
132,-10.0,-264.0,-38.0,0
133,-12.0,-263.0,-38.0,0
134,-8.0,-265.0,-39.0,0
135,-12.0,-265.0,-39.0,0
136,-12.0,-262.0,-39.0,0
137,-15.0,-265.0,-32.0,0
138,-16.0,-262.0,-39.0,0
139,-14.0,-265.0,-40.0,0
140,-16.0,-266.0,-37.0,0
141,-19.0,-268.0,-38.0,0
142,-15.0,-266.0,-41.0,0
143,-14.0,-267.0,-38.0,0
144,-16.0,-266.0,-38.0,0
145,-17.0,-265.0,-34.0,0
146,-16.0,-268.0,-34.0,0
147,-17.0,-263.0,-32.0,0
148,-19.0,-268.0,-31.0,0
149,-19.0,-268.0,-28.0,0
150,-20.0,-269.0,-28.0,0
151,-18.0,-265.0,-30.0,0
152,-19.0,-265.0,-26.0,0
153,-19.0,-266.0,-25.0,0
154,-21.0,-262.0,-22.0,0
155,-20.0,-259.0,-21.0,0
156,-17.0,-259.0,-18.0,0
157,-15.0,-262.0,-18.0,0
158,-15.0,-260.0,-17.0,0
159,-15.0,-259.0,-14.0,0
160,-12.0,-266.0,-17.0,0
161,-8.0,-263.0,-21.0,0
162,-7.0,-269.0,-17.0,0
163,-11.0,-270.0,-19.0,0
164,-6.0,-268.0,-21.0,0
165,-2.0,-269.0,-21.0,0
166,-1.0,-266.0,-23.0,0
167,0.0,-263.0,-19.0,0
168,1.0,-261.0,-17.0,0
169,3.0,-262.0,-17.0,0
170,3.0,-261.0,-22.0,0
171,6.0,-259.0,-22.0,0
172,5.0,-261.0,-25.0,0
173,6.0,-256.0,-30.0,0
174,5.0,-258.0,-29.0,0
175,6.0,-253.0,-33.0,0
176,6.0,-254.0,-33.0,0
177,6.0,-252.0,-29.0,0
178,7.0,-254.0,-28.0,0
179,3.0,-254.0,-29.0,0
180,7.0,-254.0,-29.0,0
181,4.0,-256.0,-31.0,0
182,3.0,-256.0,-34.0,0
183,4.0,-258.0,-34.0,0
184,6.0,-257.0,-33.0,0
185,2.0,-258.0,-31.0,0
