,accelerometer_x,accelerometer_y,accelerometer_z,fall
0,-3.0,-168.0,-183.0,0
1,-2.0,-165.0,-185.0,0
2,-1.0,-168.0,-182.0,0
3,-3.0,-164.0,-180.0,0
4,-1.0,-164.0,-181.0,0
5,-1.0,-162.0,-183.0,0
6,-1.0,-164.0,-181.0,0
7,-1.0,-163.0,-181.0,0
8,0.0,-164.0,-187.0,0
9,0.0,-164.0,-183.0,0
10,1.0,-166.0,-183.0,0
11,-2.0,-165.0,-185.0,0
12,-5.0,-164.0,-185.0,0
13,-1.0,-168.0,-184.0,0
14,-3.0,-168.0,-181.0,0
15,-2.0,-166.0,-184.0,0
16,0.0,-167.0,-181.0,0
17,-2.0,-166.0,-187.0,0
18,-4.0,-164.0,-184.0,0
19,-1.0,-167.0,-180.0,0
20,-2.0,-164.0,-180.0,0
21,-5.0,-169.0,-180.0,0
22,-1.0,-168.0,-183.0,0
23,-3.0,-170.0,-183.0,0
24,-3.0,-169.0,-184.0,0
25,-1.0,-163.0,-182.0,0
26,0.0,-170.0,-183.0,0
27,-2.0,-169.0,-183.0,0
28,-1.0,-170.0,-176.0,0
29,0.0,-168.0,-182.0,0
30,-1.0,-173.0,-180.0,0
31,2.0,-171.0,-180.0,0
32,0.0,-170.0,-180.0,0
33,3.0,-176.0,-180.0,0
34,0.0,-170.0,-177.0,0
35,0.0,-168.0,-179.0,0
36,-1.0,-170.0,-177.0,0
37,0.0,-169.0,-183.0,0
38,1.0,-172.0,-180.0,0
39,0.0,-172.0,-177.0,0
40,-3.0,-166.0,-179.0,0
41,0.0,-164.0,-180.0,0
42,2.0,-170.0,-183.0,0
43,0.0,-164.0,-184.0,0
44,0.0,-167.0,-180.0,0
45,0.0,-168.0,-183.0,0
46,0.0,-169.0,-182.0,0
47,-1.0,-170.0,-182.0,0
48,-6.0,-173.0,-177.0,0
49,0.0,-170.0,-180.0,0
50,-3.0,-170.0,-181.0,0
51,-3.0,-171.0,-179.0,0
52,0.0,-172.0,-177.0,0
53,1.0,-170.0,-177.0,0
54,0.0,-169.0,-183.0,0
55,-1.0,-171.0,-174.0,0
56,0.0,-171.0,-177.0,0
57,-1.0,-168.0,-179.0,0
58,-3.0,-177.0,-176.0,0
59,1.0,-171.0,-176.0,0
60,0.0,-173.0,-175.0,0
61,0.0,-171.0,-177.0,0
62,3.0,-171.0,-178.0,0
63,7.0,-173.0,-179.0,0
64,4.0,-171.0,-177.0,0
65,6.0,-173.0,-178.0,0
66,2.0,-172.0,-178.0,0
67,4.0,-173.0,-179.0,0
68,1.0,-172.0,-179.0,0
69,-2.0,-171.0,-180.0,0
70,-3.0,-174.0,-176.0,0
71,-5.0,-172.0,-175.0,0
72,-4.0,-174.0,-177.0,0
73,-5.0,-172.0,-178.0,0
74,-10.0,-172.0,-173.0,0
75,-7.0,-170.0,-180.0,0
76,-4.0,-171.0,-177.0,0
77,-5.0,-172.0,-177.0,0
78,-5.0,-171.0,-179.0,0
79,-7.0,-171.0,-177.0,0
80,0.0,-170.0,-178.0,0
81,-2.0,-170.0,-178.0,0
82,0.0,-170.0,-178.0,0
83,-3.0,-169.0,-182.0,0
84,-1.0,-169.0,-179.0,0
85,-3.0,-168.0,-176.0,0
86,1.0,-172.0,-179.0,0
87,0.0,-170.0,-178.0,0
88,0.0,-168.0,-177.0,0
89,-1.0,-167.0,-177.0,0
90,1.0,-172.0,-177.0,0
91,0.0,-173.0,-177.0,0
92,-1.0,-170.0,-179.0,0
93,1.0,-170.0,-176.0,0
94,-4.0,-171.0,-174.0,0
95,-6.0,-169.0,-175.0,0
96,-3.0,-170.0,-177.0,0
97,0.0,-167.0,-179.0,0
98,-4.0,-172.0,-179.0,0
99,0.0,-170.0,-176.0,0
100,-2.0,-169.0,-181.0,0
101,-2.0,-169.0,-183.0,0
102,-6.0,-167.0,-178.0,0
103,0.0,-169.0,-176.0,0
104,0.0,-170.0,-178.0,0
105,-3.0,-170.0,-180.0,0
106,-2.0,-172.0,-176.0,0
107,0.0,-172.0,-178.0,0
108,-4.0,-172.0,-179.0,0
109,-4.0,-172.0,-178.0,0
110,-4.0,-174.0,-177.0,0
111,-2.0,-171.0,-177.0,0
112,-4.0,-175.0,-175.0,0
113,-1.0,-171.0,-182.0,0
114,1.0,-173.0,-176.0,0
115,2.0,-173.0,-178.0,0
116,0.0,-171.0,-172.0,0
117,0.0,-172.0,-179.0,0
118,0.0,-171.0,-175.0,0
119,0.0,-171.0,-176.0,0
120,-3.0,-174.0,-179.0,0
121,-6.0,-173.0,-176.0,0
122,-3.0,-174.0,-175.0,0
123,-8.0,-175.0,-178.0,0
124,0.0,-175.0,-176.0,0
125,0.0,-171.0,-177.0,0
126,-6.0,-174.0,-174.0,0
127,0.0,-173.0,-176.0,0
128,1.0,-176.0,-177.0,0
129,0.0,-178.0,-177.0,0
130,1.0,-176.0,-179.0,0
131,0.0,-176.0,-179.0,0
132,1.0,-176.0,-180.0,0
133,-1.0,-176.0,-176.0,0
134,0.0,-176.0,-178.0,0
135,0.0,-175.0,-174.0,0
136,-1.0,-176.0,-177.0,0
137,-1.0,-177.0,-176.0,0
138,2.0,-176.0,-180.0,0
139,1.0,-176.0,-179.0,0
140,0.0,-175.0,-173.0,0
141,2.0,-178.0,-174.0,0
142,1.0,-179.0,-174.0,0
143,0.0,-180.0,-173.0,0
144,1.0,-178.0,-176.0,0
145,0.0,-178.0,-176.0,0
146,0.0,-179.0,-174.0,0
147,-1.0,-178.0,-175.0,0
148,-3.0,-179.0,-178.0,0
149,-3.0,-177.0,-176.0,0
150,-2.0,-173.0,-173.0,0
151,-2.0,-180.0,-174.0,0
152,-2.0,-179.0,-177.0,0
153,0.0,-177.0,-174.0,0
