,accelerometer_x,accelerometer_y,accelerometer_z,fall
0,14.0,-228.0,115.0,0
1,13.0,-227.0,121.0,0
2,12.0,-228.0,117.0,0
3,13.0,-226.0,115.0,0
4,13.0,-226.0,119.0,0
5,13.0,-224.0,118.0,0
6,10.0,-226.0,118.0,0
7,11.0,-225.0,119.0,0
8,11.0,-226.0,122.0,0
9,12.0,-224.0,119.0,0
10,12.0,-223.0,118.0,0
11,11.0,-227.0,121.0,0
12,12.0,-225.0,119.0,0
13,10.0,-227.0,122.0,0
14,10.0,-229.0,119.0,0
15,12.0,-226.0,122.0,0
16,14.0,-227.0,120.0,0
17,11.0,-226.0,115.0,0
18,13.0,-227.0,117.0,0
19,14.0,-226.0,117.0,0
20,13.0,-227.0,115.0,0
21,13.0,-229.0,116.0,0
22,7.0,-223.0,118.0,0
23,8.0,-218.0,117.0,0
24,4.0,-228.0,108.0,0
25,15.0,-226.0,114.0,0
26,12.0,-212.0,117.0,0
27,11.0,-228.0,121.0,0
28,1.0,-224.0,122.0,0
29,0.0,-232.0,112.0,0
30,10.0,-233.0,108.0,0
31,12.0,-223.0,120.0,0
32,15.0,-223.0,111.0,0
33,16.0,-222.0,126.0,0
34,15.0,-216.0,107.0,0
35,15.0,-225.0,115.0,0
36,3.0,-217.0,127.0,0
37,7.0,-234.0,113.0,0
38,15.0,-229.0,117.0,0
39,32.0,-211.0,129.0,0
40,7.0,-227.0,119.0,0
41,12.0,-228.0,115.0,0
42,9.0,-226.0,120.0,0
43,8.0,-227.0,119.0,0
44,9.0,-227.0,120.0,0
45,9.0,-224.0,120.0,0
46,10.0,-225.0,117.0,0
47,10.0,-224.0,119.0,0
48,10.0,-224.0,122.0,0
49,8.0,-218.0,116.0,0
50,12.0,-224.0,120.0,0
51,12.0,-224.0,120.0,0
52,11.0,-223.0,120.0,0
53,12.0,-224.0,119.0,0
54,11.0,-223.0,121.0,0
55,13.0,-224.0,117.0,0
56,15.0,-225.0,121.0,0
57,13.0,-226.0,117.0,0
58,15.0,-226.0,119.0,0
59,15.0,-227.0,120.0,0
60,12.0,-224.0,121.0,0
61,15.0,-225.0,123.0,0
62,14.0,-225.0,122.0,0
63,13.0,-224.0,118.0,0
64,13.0,-223.0,123.0,0
65,9.0,-224.0,123.0,0
66,16.0,-227.0,125.0,0
67,10.0,-223.0,120.0,0
68,14.0,-223.0,124.0,0
69,12.0,-221.0,120.0,0
70,12.0,-222.0,124.0,0
71,12.0,-226.0,121.0,0
72,16.0,-224.0,123.0,0
73,14.0,-224.0,123.0,0
74,14.0,-226.0,120.0,0
75,15.0,-225.0,121.0,0
76,15.0,-225.0,123.0,0
77,15.0,-224.0,121.0,0
78,15.0,-226.0,122.0,0
79,15.0,-225.0,116.0,0
80,15.0,-223.0,121.0,0
81,13.0,-224.0,118.0,0
82,15.0,-225.0,120.0,0
83,15.0,-225.0,123.0,0
84,13.0,-226.0,123.0,0
85,16.0,-222.0,127.0,0
86,17.0,-223.0,123.0,0
87,11.0,-221.0,124.0,0
88,10.0,-221.0,121.0,0
89,11.0,-221.0,124.0,0
90,14.0,-225.0,123.0,0
91,13.0,-225.0,124.0,0
92,12.0,-222.0,118.0,0
93,10.0,-224.0,119.0,0
94,10.0,-222.0,120.0,0
95,10.0,-222.0,119.0,0
96,13.0,-224.0,117.0,0
97,12.0,-223.0,117.0,0
98,13.0,-225.0,120.0,0
99,12.0,-221.0,120.0,0
100,14.0,-224.0,122.0,0
101,13.0,-223.0,125.0,0
