,accelerometer_x,accelerometer_y,accelerometer_z,fall
0,5.0,-250.0,-56.0,0
1,5.0,-250.0,-55.0,0
2,4.0,-253.0,-56.0,0
3,1.0,-252.0,-56.0,0
4,8.0,-253.0,-57.0,0
5,3.0,-257.0,-54.0,0
6,7.0,-251.0,-54.0,0
7,4.0,-253.0,-57.0,0
8,3.0,-254.0,-56.0,0
9,4.0,-252.0,-57.0,0
10,5.0,-252.0,-57.0,0
11,2.0,-252.0,-57.0,0
12,3.0,-252.0,-58.0,0
13,4.0,-248.0,-57.0,0
14,2.0,-252.0,-55.0,0
15,8.0,-246.0,-57.0,0
16,3.0,-250.0,-52.0,0
17,5.0,-252.0,-56.0,0
18,6.0,-250.0,-54.0,0
19,5.0,-250.0,-56.0,0
20,7.0,-250.0,-57.0,0
21,2.0,-248.0,-56.0,0
22,3.0,-252.0,-58.0,0
23,4.0,-253.0,-58.0,0
24,2.0,-249.0,-57.0,0
25,3.0,-249.0,-53.0,0
26,4.0,-249.0,-53.0,0
27,1.0,-248.0,-58.0,0
28,3.0,-248.0,-55.0,0
29,6.0,-252.0,-59.0,0
30,7.0,-251.0,-54.0,0
31,2.0,-250.0,-60.0,0
32,5.0,-249.0,-59.0,0
33,2.0,-249.0,-55.0,0
34,7.0,-252.0,-57.0,0
35,5.0,-253.0,-56.0,0
36,6.0,-249.0,-59.0,0
37,6.0,-253.0,-66.0,0
38,4.0,-250.0,-54.0,0
39,3.0,-252.0,-55.0,0
40,7.0,-252.0,-58.0,0
41,3.0,-253.0,-57.0,0
42,5.0,-252.0,-57.0,0
43,3.0,-251.0,-56.0,0
44,6.0,-250.0,-59.0,0
45,6.0,-250.0,-58.0,0
46,5.0,-249.0,-52.0,0
47,5.0,-250.0,-56.0,0
48,6.0,-252.0,-55.0,0
49,6.0,-252.0,-55.0,0
50,6.0,-253.0,-57.0,0
51,4.0,-253.0,-55.0,0
52,4.0,-249.0,-56.0,0
53,5.0,-250.0,-55.0,0
54,7.0,-253.0,-59.0,0
55,10.0,-250.0,-55.0,0
56,5.0,-249.0,-57.0,0
57,8.0,-250.0,-58.0,0
58,7.0,-251.0,-56.0,0
59,8.0,-251.0,-61.0,0
60,6.0,-252.0,-57.0,0
61,5.0,-250.0,-53.0,0
62,6.0,-253.0,-56.0,0
63,7.0,-251.0,-52.0,0
64,8.0,-250.0,-53.0,0
65,7.0,-252.0,-56.0,0
66,7.0,-255.0,-55.0,0
67,9.0,-249.0,-57.0,0
68,8.0,-255.0,-59.0,0
69,7.0,-251.0,-58.0,0
