,accelerometer_x,accelerometer_y,accelerometer_z,fall
0,35.0,-267.0,-47.0,0
1,39.0,-271.0,-48.0,0
2,39.0,-271.0,-52.0,0
3,34.0,-273.0,-50.0,0
4,33.0,-276.0,-53.0,0
5,34.0,-281.0,-52.0,0
6,31.0,-279.0,-51.0,0
7,31.0,-281.0,-54.0,0
8,29.0,-283.0,-52.0,0
9,34.0,-282.0,-48.0,0
10,30.0,-284.0,-52.0,0
11,31.0,-283.0,-46.0,0
12,29.0,-279.0,-49.0,0
13,31.0,-278.0,-46.0,0
14,30.0,-279.0,-47.0,0
15,37.0,-276.0,-37.0,0
16,27.0,-273.0,-42.0,0
17,31.0,-273.0,-52.0,0
18,32.0,-267.0,-40.0,0
19,33.0,-263.0,-40.0,0
20,36.0,-260.0,-38.0,0
21,38.0,-259.0,-40.0,0
22,38.0,-261.0,-36.0,0
23,40.0,-255.0,-32.0,0
24,39.0,-255.0,-30.0,0
25,37.0,-252.0,-33.0,0
26,34.0,-255.0,-36.0,0
27,43.0,-251.0,-35.0,0
28,42.0,-249.0,-35.0,0
29,40.0,-246.0,-31.0,0
30,42.0,-248.0,-33.0,0
31,43.0,-247.0,-29.0,0
32,44.0,-246.0,-28.0,0
33,43.0,-246.0,-31.0,0
34,42.0,-246.0,-29.0,0
35,42.0,-249.0,-30.0,0
36,42.0,-248.0,-31.0,0
37,47.0,-244.0,-26.0,0
38,43.0,-255.0,-28.0,0
39,41.0,-254.0,-31.0,0
40,39.0,-254.0,-27.0,0
41,40.0,-258.0,-34.0,0
42,36.0,-258.0,-32.0,0
43,36.0,-260.0,-33.0,0
44,40.0,-263.0,-30.0,0
45,35.0,-266.0,-35.0,0
46,37.0,-263.0,-32.0,0
47,34.0,-269.0,-38.0,0
48,35.0,-263.0,-37.0,0
49,31.0,-266.0,-35.0,0
50,35.0,-270.0,-38.0,0
51,31.0,-265.0,-34.0,0
52,31.0,-267.0,-35.0,0
53,29.0,-266.0,-41.0,0
54,33.0,-264.0,-38.0,0
55,30.0,-265.0,-43.0,0
56,32.0,-264.0,-39.0,0
57,30.0,-264.0,-39.0,0
58,32.0,-261.0,-34.0,0
59,33.0,-258.0,-38.0,0
60,35.0,-258.0,-40.0,0
61,33.0,-259.0,-42.0,0
62,32.0,-257.0,-38.0,0
63,31.0,-259.0,-36.0,0
64,31.0,-257.0,-32.0,0
65,32.0,-255.0,-32.0,0
66,31.0,-258.0,-31.0,0
67,27.0,-257.0,-31.0,0
68,30.0,-262.0,-27.0,0
69,34.0,-258.0,-30.0,0
70,30.0,-260.0,-26.0,0
71,32.0,-259.0,-24.0,0
72,31.0,-260.0,-22.0,0
73,30.0,-258.0,-25.0,0
74,36.0,-260.0,-25.0,0
75,34.0,-261.0,-28.0,0
76,38.0,-260.0,-22.0,0
77,32.0,-258.0,-21.0,0
78,35.0,-257.0,-27.0,0
79,39.0,-260.0,-28.0,0
80,38.0,-266.0,-31.0,0
81,42.0,-261.0,-22.0,0
82,40.0,-257.0,-25.0,0
83,42.0,-258.0,-28.0,0
84,44.0,-259.0,-28.0,0
85,46.0,-260.0,-26.0,0
86,44.0,-258.0,-28.0,0
87,47.0,-259.0,-27.0,0
88,39.0,-258.0,-28.0,0
89,43.0,-259.0,-30.0,0
90,43.0,-259.0,-26.0,0
91,43.0,-259.0,-28.0,0
92,41.0,-260.0,-29.0,0
93,37.0,-257.0,-27.0,0
94,38.0,-260.0,-25.0,0
95,36.0,-261.0,-27.0,0
96,33.0,-258.0,-28.0,0
97,34.0,-260.0,-26.0,0
98,35.0,-262.0,-27.0,0
99,31.0,-262.0,-30.0,0
100,28.0,-260.0,-23.0,0
101,31.0,-264.0,-23.0,0
102,28.0,-264.0,-25.0,0
103,32.0,-262.0,-23.0,0
104,30.0,-262.0,-23.0,0
105,32.0,-265.0,-26.0,0
106,33.0,-265.0,-26.0,0
107,35.0,-269.0,-20.0,0
108,33.0,-268.0,-23.0,0
109,32.0,-268.0,-23.0,0
110,34.0,-271.0,-23.0,0
111,31.0,-270.0,-21.0,0
112,35.0,-272.0,-22.0,0
113,34.0,-271.0,-18.0,0
114,33.0,-270.0,-24.0,0
115,32.0,-267.0,-20.0,0
116,31.0,-268.0,-19.0,0
117,31.0,-268.0,-22.0,0
118,32.0,-266.0,-21.0,0
119,31.0,-264.0,-18.0,0
120,29.0,-264.0,-19.0,0
121,28.0,-260.0,-20.0,0
122,32.0,-260.0,-21.0,0
123,29.0,-259.0,-10.0,0
124,30.0,-258.0,-18.0,0
125,26.0,-257.0,-14.0,0
126,28.0,-256.0,-19.0,0
127,28.0,-257.0,-15.0,0
128,30.0,-254.0,-16.0,0
129,29.0,-256.0,-15.0,0
130,32.0,-256.0,-13.0,0
131,29.0,-253.0,-15.0,0
132,31.0,-256.0,-14.0,0
133,31.0,-255.0,-8.0,0
134,35.0,-254.0,-15.0,0
135,30.0,-256.0,-15.0,0
136,32.0,-258.0,-15.0,0
137,31.0,-258.0,-11.0,0
138,29.0,-256.0,-9.0,0
139,29.0,-256.0,-13.0,0
140,33.0,-260.0,-18.0,0
141,30.0,-259.0,-14.0,0
142,30.0,-260.0,-14.0,0
143,27.0,-256.0,-13.0,0
144,30.0,-261.0,-13.0,0
145,27.0,-266.0,-19.0,0
146,27.0,-258.0,-13.0,0
147,28.0,-258.0,-15.0,0
148,29.0,-261.0,-13.0,0
149,27.0,-260.0,-18.0,0
150,27.0,-258.0,-18.0,0
151,28.0,-262.0,-14.0,0
152,26.0,-262.0,-13.0,0
153,29.0,-262.0,-14.0,0
154,27.0,-261.0,-18.0,0
155,25.0,-260.0,-9.0,0
156,28.0,-262.0,-13.0,0
157,27.0,-259.0,-11.0,0
158,29.0,-260.0,-11.0,0
159,30.0,-263.0,-15.0,0
160,30.0,-258.0,-14.0,0
161,29.0,-260.0,-12.0,0
162,32.0,-263.0,-15.0,0
163,31.0,-262.0,-10.0,0
164,30.0,-260.0,-11.0,0
165,27.0,-260.0,-21.0,0
166,32.0,-264.0,-14.0,0
167,29.0,-265.0,-6.0,0
168,31.0,-262.0,-16.0,0
169,29.0,-263.0,-19.0,0
170,29.0,-265.0,-14.0,0
171,28.0,-263.0,-16.0,0
172,28.0,-265.0,-19.0,0
173,26.0,-266.0,-18.0,0
174,25.0,-267.0,-20.0,0
175,24.0,-264.0,-24.0,0
176,26.0,-264.0,-20.0,0
177,32.0,-265.0,-20.0,0
178,28.0,-264.0,-18.0,0
179,28.0,-266.0,-23.0,0
180,29.0,-263.0,-20.0,0
181,32.0,-263.0,-18.0,0
182,26.0,-261.0,-17.0,0
183,27.0,-261.0,-16.0,0
184,31.0,-258.0,-19.0,0
185,28.0,-259.0,-21.0,0
186,29.0,-259.0,-14.0,0
187,29.0,-259.0,-18.0,0
188,30.0,-258.0,-27.0,0
189,28.0,-258.0,-18.0,0
190,29.0,-257.0,-18.0,0
191,29.0,-255.0,-16.0,0
192,30.0,-255.0,-14.0,0
193,29.0,-255.0,-19.0,0
194,28.0,-257.0,-19.0,0
195,26.0,-255.0,-19.0,0
196,27.0,-254.0,-21.0,0
197,29.0,-255.0,-14.0,0
198,30.0,-256.0,-22.0,0
199,30.0,-252.0,-20.0,0
200,27.0,-254.0,-18.0,0
201,27.0,-255.0,-22.0,0
202,29.0,-256.0,-15.0,0
203,28.0,-255.0,-17.0,0
204,29.0,-256.0,-19.0,0
205,29.0,-255.0,-23.0,0
206,28.0,-255.0,-14.0,0
207,25.0,-254.0,-19.0,0
208,26.0,-255.0,-18.0,0
209,26.0,-255.0,-18.0,0
210,29.0,-256.0,-20.0,0
211,28.0,-252.0,-14.0,0
212,27.0,-256.0,-12.0,0
213,28.0,-255.0,-14.0,0
214,26.0,-253.0,-12.0,0
215,28.0,-256.0,-15.0,0
216,27.0,-254.0,-17.0,0
217,30.0,-256.0,-12.0,0
218,28.0,-254.0,-14.0,0
219,30.0,-255.0,-12.0,0
220,31.0,-256.0,-17.0,0
221,30.0,-254.0,-14.0,0
222,30.0,-256.0,-16.0,0
223,28.0,-252.0,-17.0,0
224,30.0,-257.0,-15.0,0
225,27.0,-255.0,-17.0,0
226,29.0,-254.0,-16.0,0
227,27.0,-256.0,-12.0,0
228,24.0,-255.0,-14.0,0
229,26.0,-256.0,-9.0,0
230,25.0,-256.0,-10.0,0
231,22.0,-255.0,-15.0,0
232,26.0,-257.0,-12.0,0
233,22.0,-255.0,-16.0,0
234,25.0,-256.0,-12.0,0
235,26.0,-256.0,-16.0,0
236,26.0,-257.0,-13.0,0
237,25.0,-255.0,-13.0,0
238,24.0,-257.0,-12.0,0
239,27.0,-257.0,-16.0,0
240,25.0,-260.0,-13.0,0
241,26.0,-258.0,-16.0,0
242,31.0,-251.0,-12.0,0
243,25.0,-256.0,-15.0,0
244,26.0,-254.0,-13.0,0
245,29.0,-256.0,-15.0,0
246,25.0,-252.0,-13.0,0
247,28.0,-254.0,-9.0,0
248,29.0,-255.0,-15.0,0
249,32.0,-256.0,-10.0,0
250,28.0,-256.0,-10.0,0
251,28.0,-256.0,-15.0,0
252,27.0,-253.0,-8.0,0
253,27.0,-255.0,-12.0,0
254,26.0,-255.0,-11.0,0
255,27.0,-255.0,-12.0,0
256,28.0,-256.0,-10.0,0
257,30.0,-256.0,-12.0,0
258,27.0,-256.0,-10.0,0
259,24.0,-256.0,-11.0,0
260,30.0,-259.0,-14.0,0
261,27.0,-257.0,-7.0,0
262,26.0,-259.0,-7.0,0
263,24.0,-256.0,-2.0,0
264,25.0,-259.0,-8.0,0
265,25.0,-258.0,-5.0,0
266,26.0,-259.0,-3.0,0
267,25.0,-259.0,-5.0,0
268,26.0,-260.0,-6.0,0
269,25.0,-260.0,-3.0,0
270,26.0,-259.0,-6.0,0
271,27.0,-262.0,-7.0,0
272,29.0,-266.0,-2.0,0
273,27.0,-267.0,-7.0,0
274,22.0,-267.0,-5.0,0
275,29.0,-270.0,-2.0,0
276,29.0,-267.0,-5.0,0
277,28.0,-266.0,-2.0,0
278,30.0,-268.0,-8.0,0
279,28.0,-269.0,-8.0,0
280,32.0,-269.0,-6.0,0
281,34.0,-269.0,-3.0,0
282,34.0,-269.0,-1.0,0
283,31.0,-269.0,-4.0,0
284,34.0,-266.0,0.0,0
285,32.0,-268.0,0.0,0
286,33.0,-270.0,-8.0,0
287,37.0,-269.0,-6.0,0
288,32.0,-268.0,-4.0,0
289,36.0,-264.0,-1.0,0
290,36.0,-266.0,-8.0,0
291,33.0,-265.0,-8.0,0
292,32.0,-265.0,-7.0,0
293,31.0,-266.0,-11.0,0
294,30.0,-263.0,-10.0,0
295,28.0,-266.0,-11.0,0
296,30.0,-260.0,-11.0,0
297,31.0,-265.0,-10.0,0
298,27.0,-264.0,-15.0,0
299,29.0,-263.0,-17.0,0
300,27.0,-262.0,-16.0,0
301,33.0,-263.0,-12.0,0
302,28.0,-264.0,-12.0,0
303,34.0,-268.0,-16.0,0
304,29.0,-263.0,-13.0,0
305,29.0,-264.0,-18.0,0
306,31.0,-263.0,-15.0,0
307,37.0,-265.0,-23.0,0
308,31.0,-266.0,-18.0,0
309,30.0,-264.0,-13.0,0
310,33.0,-266.0,-18.0,0
311,29.0,-265.0,-13.0,0
312,31.0,-266.0,-22.0,0
313,31.0,-269.0,-19.0,0
314,29.0,-268.0,-19.0,0
