,accelerometer_x,accelerometer_y,accelerometer_z,fall
0,6.0,-254.0,-3.0,0
1,6.0,-257.0,-7.0,0
2,7.0,-254.0,-8.0,0
3,10.0,-255.0,-4.0,0
4,7.0,-250.0,-6.0,0
5,8.0,-248.0,-3.0,0
6,8.0,-254.0,-2.0,0
7,8.0,-253.0,-4.0,0
8,10.0,-255.0,-6.0,0
9,11.0,-257.0,-5.0,0
10,7.0,-254.0,-7.0,0
11,8.0,-258.0,-7.0,0
12,13.0,-259.0,-9.0,0
13,12.0,-260.0,-8.0,0
14,9.0,-258.0,-7.0,0
15,9.0,-257.0,-6.0,0
16,11.0,-255.0,-10.0,0
17,10.0,-254.0,-8.0,0
18,9.0,-257.0,-11.0,0
19,11.0,-256.0,-7.0,0
20,9.0,-255.0,-8.0,0
21,10.0,-255.0,-9.0,0
22,10.0,-256.0,-6.0,0
23,8.0,-257.0,-5.0,0
24,8.0,-257.0,-7.0,0
25,9.0,-255.0,-8.0,0
26,8.0,-257.0,-5.0,0
27,10.0,-255.0,-7.0,0
28,9.0,-256.0,-6.0,0
29,8.0,-254.0,-4.0,0
30,8.0,-258.0,-7.0,0
31,11.0,-258.0,-8.0,0
32,8.0,-255.0,-7.0,0
33,10.0,-258.0,-6.0,0
34,9.0,-256.0,-9.0,0
35,12.0,-257.0,-7.0,0
36,6.0,-256.0,-8.0,0
37,8.0,-254.0,0.0,0
38,7.0,-252.0,-4.0,0
39,10.0,-255.0,-9.0,0
40,7.0,-252.0,-6.0,0
41,9.0,-254.0,-6.0,0
42,8.0,-254.0,-6.0,0
43,7.0,-255.0,-4.0,0
44,4.0,-253.0,-6.0,0
45,9.0,-254.0,-7.0,0
46,11.0,-254.0,-3.0,0
47,8.0,-257.0,-6.0,0
48,10.0,-259.0,-7.0,0
49,9.0,-256.0,-8.0,0
50,11.0,-256.0,-8.0,0
51,7.0,-255.0,-5.0,0
52,5.0,-255.0,-5.0,0
53,5.0,-257.0,-4.0,0
54,7.0,-256.0,-7.0,0
55,7.0,-256.0,-2.0,0
56,7.0,-256.0,0.0,0
