,accelerometer_x,accelerometer_y,accelerometer_z,fall
0,-26.0,-245.0,-26.0,0
1,-33.0,-244.0,-25.0,0
2,-32.0,-248.0,-24.0,0
3,-29.0,-248.0,-22.0,0
4,-30.0,-246.0,-26.0,0
5,-33.0,-243.0,-26.0,0
6,-32.0,-245.0,-25.0,0
7,-28.0,-245.0,-23.0,0
8,-32.0,-242.0,-23.0,0
9,-32.0,-247.0,-21.0,0
10,-33.0,-244.0,-20.0,0
11,-31.0,-240.0,-32.0,0
12,-33.0,-249.0,-19.0,0
13,-29.0,-246.0,-20.0,0
14,-31.0,-245.0,-19.0,0
15,-33.0,-249.0,-13.0,0
16,-31.0,-248.0,-15.0,0
17,-29.0,-245.0,-16.0,0
18,-31.0,-246.0,-15.0,0
19,-35.0,-242.0,-14.0,0
20,-33.0,-245.0,-16.0,0
21,-32.0,-246.0,-15.0,0
22,-30.0,-246.0,-18.0,0
23,-29.0,-246.0,-17.0,0
24,-32.0,-246.0,-18.0,0
25,-33.0,-249.0,-14.0,0
26,-33.0,-250.0,-14.0,0
27,-35.0,-244.0,-13.0,0
28,-32.0,-245.0,-14.0,0
29,-36.0,-245.0,-18.0,0
30,-34.0,-246.0,-16.0,0
31,-35.0,-244.0,-12.0,0
32,-32.0,-246.0,-13.0,0
33,-36.0,-245.0,-17.0,0
34,-38.0,-246.0,-12.0,0
35,-34.0,-246.0,-19.0,0
36,-38.0,-244.0,-21.0,0
37,-34.0,-243.0,-16.0,0
38,-36.0,-245.0,-17.0,0
39,-38.0,-243.0,-21.0,0
40,-34.0,-244.0,-20.0,0
41,-34.0,-246.0,-21.0,0
42,-36.0,-246.0,-17.0,0
43,-31.0,-243.0,-19.0,0
44,-35.0,-246.0,-19.0,0
45,-35.0,-246.0,-18.0,0
46,-36.0,-244.0,-20.0,0
47,-31.0,-245.0,-18.0,0
48,-36.0,-244.0,-20.0,0
49,-36.0,-248.0,-19.0,0
50,-35.0,-241.0,-19.0,0
51,-32.0,-248.0,-19.0,0
52,-31.0,-245.0,-16.0,0
53,-30.0,-247.0,-19.0,0
54,-31.0,-247.0,-20.0,0
55,-34.0,-245.0,-18.0,0
56,-33.0,-247.0,-18.0,0
57,-35.0,-245.0,-18.0,0
58,-31.0,-247.0,-20.0,0
59,-33.0,-243.0,-17.0,0
60,-36.0,-242.0,-19.0,0
61,-36.0,-245.0,-18.0,0
62,-35.0,-243.0,-19.0,0
63,-35.0,-242.0,-15.0,0
64,-34.0,-241.0,-18.0,0
65,-36.0,-246.0,-17.0,0
66,-32.0,-248.0,-18.0,0
67,-32.0,-245.0,-17.0,0
68,-35.0,-243.0,-11.0,0
69,-34.0,-244.0,-17.0,0
70,-36.0,-244.0,-18.0,0
71,-32.0,-248.0,-19.0,0
72,-34.0,-244.0,-20.0,0
73,-33.0,-245.0,-18.0,0
74,-29.0,-247.0,-20.0,0
75,-31.0,-244.0,-20.0,0
76,-31.0,-247.0,-17.0,0
77,-34.0,-247.0,-22.0,0
78,-30.0,-250.0,-17.0,0
79,-32.0,-243.0,-18.0,0
80,-36.0,-247.0,-20.0,0
81,-33.0,-244.0,-19.0,0
82,-34.0,-247.0,-19.0,0
83,-34.0,-243.0,-23.0,0
84,-33.0,-244.0,-17.0,0
85,-35.0,-244.0,-19.0,0
86,-35.0,-244.0,-20.0,0
87,-32.0,-244.0,-19.0,0
88,-34.0,-244.0,-18.0,0
89,-32.0,-245.0,-21.0,0
90,-34.0,-244.0,-22.0,0
91,-35.0,-244.0,-19.0,0
92,-31.0,-246.0,-18.0,0
93,-34.0,-247.0,-20.0,0
94,-34.0,-245.0,-22.0,0
95,-32.0,-243.0,-21.0,0
96,-33.0,-245.0,-15.0,0
97,-33.0,-245.0,-21.0,0
98,-30.0,-249.0,-20.0,0
99,-31.0,-243.0,-18.0,0
100,-33.0,-245.0,-17.0,0
101,-33.0,-245.0,-17.0,0
102,-31.0,-248.0,-16.0,0
103,-29.0,-245.0,-22.0,0
104,-33.0,-246.0,-18.0,0
105,-34.0,-247.0,-18.0,0
106,-30.0,-243.0,-19.0,0
107,-33.0,-245.0,-16.0,0
108,-33.0,-244.0,-17.0,0
109,-34.0,-244.0,-21.0,0
110,-33.0,-247.0,-18.0,0
111,-30.0,-246.0,-16.0,0
112,-30.0,-246.0,-23.0,0
113,-31.0,-244.0,-16.0,0
114,-31.0,-245.0,-21.0,0
115,-33.0,-248.0,-20.0,0
116,-32.0,-251.0,-18.0,0
117,-31.0,-246.0,-16.0,0
118,-35.0,-246.0,-22.0,0
119,-31.0,-247.0,-17.0,0
120,-35.0,-245.0,-16.0,0
121,-35.0,-245.0,-22.0,0
122,-31.0,-243.0,-21.0,0
