,accelerometer_x,accelerometer_y,accelerometer_z,fall
0,18.0,-245.0,5.0,0
1,19.0,-241.0,8.0,0
2,18.0,-242.0,12.0,0
3,20.0,-242.0,12.0,0
4,22.0,-243.0,10.0,0
5,20.0,-252.0,10.0,0
6,25.0,-243.0,13.0,0
7,23.0,-251.0,8.0,0
8,24.0,-250.0,12.0,0
9,23.0,-248.0,12.0,0
10,21.0,-250.0,9.0,0
11,23.0,-249.0,9.0,0
12,23.0,-250.0,8.0,0
13,26.0,-248.0,7.0,0
14,25.0,-252.0,10.0,0
15,16.0,-254.0,14.0,0
16,22.0,-248.0,5.0,0
17,22.0,-247.0,7.0,0
18,20.0,-248.0,3.0,0
19,17.0,-245.0,11.0,0
20,23.0,-248.0,12.0,0
21,17.0,-246.0,11.0,0
22,17.0,-246.0,7.0,0
23,19.0,-246.0,9.0,0
24,18.0,-246.0,11.0,0
25,16.0,-246.0,6.0,0
26,19.0,-246.0,13.0,0
27,17.0,-245.0,11.0,0
28,18.0,-245.0,10.0,0
29,16.0,-245.0,12.0,0
30,14.0,-244.0,11.0,0
31,19.0,-242.0,13.0,0
32,16.0,-243.0,12.0,0
33,16.0,-243.0,12.0,0
34,17.0,-245.0,15.0,0
35,16.0,-244.0,13.0,0
36,14.0,-244.0,15.0,0
37,15.0,-245.0,26.0,0
38,14.0,-245.0,17.0,0
39,15.0,-245.0,12.0,0
40,17.0,-244.0,12.0,0
41,14.0,-246.0,14.0,0
42,15.0,-243.0,16.0,0
43,14.0,-245.0,13.0,0
44,15.0,-246.0,11.0,0
45,15.0,-245.0,12.0,0
46,15.0,-247.0,13.0,0
47,13.0,-245.0,14.0,0
48,11.0,-246.0,17.0,0
49,15.0,-246.0,14.0,0
50,15.0,-246.0,13.0,0
51,13.0,-246.0,12.0,0
52,13.0,-244.0,12.0,0
53,12.0,-243.0,12.0,0
54,12.0,-245.0,14.0,0
55,14.0,-244.0,14.0,0
56,14.0,-244.0,15.0,0
57,12.0,-244.0,13.0,0
58,12.0,-247.0,10.0,0
59,14.0,-254.0,14.0,0
60,14.0,-247.0,12.0,0
61,13.0,-245.0,13.0,0
62,15.0,-245.0,12.0,0
63,18.0,-248.0,14.0,0
64,16.0,-245.0,15.0,0
65,15.0,-246.0,15.0,0
66,16.0,-245.0,15.0,0
67,16.0,-244.0,12.0,0
68,14.0,-246.0,12.0,0
69,13.0,-244.0,13.0,0
70,13.0,-253.0,13.0,0
71,14.0,-244.0,12.0,0
72,14.0,-247.0,13.0,0
73,13.0,-245.0,12.0,0
74,14.0,-247.0,12.0,0
75,16.0,-248.0,11.0,0
76,13.0,-245.0,13.0,0
77,14.0,-247.0,14.0,0
78,11.0,-243.0,13.0,0
79,14.0,-246.0,12.0,0
80,18.0,-243.0,12.0,0
81,22.0,-243.0,14.0,0
82,18.0,-246.0,12.0,0
83,16.0,-244.0,12.0,0
84,16.0,-244.0,15.0,0
85,17.0,-244.0,18.0,0
86,16.0,-244.0,13.0,0
87,15.0,-244.0,16.0,0
88,16.0,-243.0,15.0,0
89,17.0,-246.0,13.0,0
90,20.0,-248.0,14.0,0
91,18.0,-244.0,14.0,0
92,22.0,-241.0,20.0,0
93,20.0,-243.0,15.0,0
94,19.0,-249.0,14.0,0
95,20.0,-247.0,13.0,0
96,17.0,-247.0,14.0,0
97,17.0,-247.0,13.0,0
98,15.0,-248.0,11.0,0
99,17.0,-250.0,9.0,0
100,17.0,-245.0,12.0,0
101,18.0,-245.0,12.0,0
102,19.0,-245.0,13.0,0
103,17.0,-243.0,14.0,0
104,17.0,-245.0,14.0,0
105,15.0,-245.0,13.0,0
106,17.0,-245.0,10.0,0
107,16.0,-247.0,12.0,0
108,18.0,-245.0,11.0,0
109,21.0,-247.0,14.0,0
110,17.0,-246.0,16.0,0
111,17.0,-247.0,12.0,0
112,19.0,-245.0,16.0,0
113,24.0,-255.0,16.0,0
114,21.0,-247.0,11.0,0
115,19.0,-246.0,13.0,0
116,20.0,-249.0,14.0,0
117,19.0,-247.0,13.0,0
118,16.0,-244.0,13.0,0
119,17.0,-244.0,15.0,0
120,20.0,-246.0,13.0,0
121,20.0,-245.0,12.0,0
122,16.0,-244.0,14.0,0
123,18.0,-246.0,12.0,0
124,16.0,-245.0,9.0,0
125,19.0,-244.0,14.0,0
126,18.0,-244.0,16.0,0
