,accelerometer_x,accelerometer_y,accelerometer_z,fall
0,22.0,-261.0,-32.0,0
1,23.0,-262.0,-26.0,0
2,20.0,-262.0,-27.0,0
3,23.0,-264.0,-33.0,0
4,21.0,-261.0,-29.0,0
5,17.0,-264.0,-26.0,0
6,20.0,-259.0,-31.0,0
7,19.0,-259.0,-29.0,0
8,20.0,-261.0,-31.0,0
9,22.0,-263.0,-33.0,0
10,19.0,-264.0,-31.0,0
11,21.0,-262.0,-28.0,0
12,20.0,-265.0,-31.0,0
13,22.0,-263.0,-28.0,0
14,23.0,-264.0,-30.0,0
15,22.0,-264.0,-29.0,0
16,21.0,-265.0,-26.0,0
17,21.0,-263.0,-28.0,0
18,20.0,-260.0,-28.0,0
19,18.0,-260.0,-29.0,0
20,21.0,-261.0,-31.0,0
21,23.0,-261.0,-30.0,0
22,18.0,-261.0,-37.0,0
23,20.0,-262.0,-28.0,0
24,21.0,-260.0,-29.0,0
25,20.0,-262.0,-34.0,0
26,22.0,-261.0,-26.0,0
27,21.0,-261.0,-30.0,0
28,21.0,-263.0,-26.0,0
29,19.0,-262.0,-30.0,0
30,19.0,-261.0,-30.0,0
31,20.0,-262.0,-30.0,0
32,17.0,-264.0,-33.0,0
33,21.0,-262.0,-29.0,0
34,23.0,-263.0,-32.0,0
35,19.0,-262.0,-33.0,0
36,20.0,-261.0,-29.0,0
37,20.0,-258.0,-28.0,0
38,18.0,-261.0,-28.0,0
39,21.0,-264.0,-31.0,0
40,21.0,-262.0,-32.0,0
41,19.0,-261.0,-29.0,0
42,18.0,-262.0,-31.0,0
43,21.0,-263.0,-29.0,0
44,21.0,-262.0,-28.0,0
45,19.0,-262.0,-31.0,0
46,19.0,-257.0,-32.0,0
47,19.0,-263.0,-32.0,0
48,19.0,-261.0,-34.0,0
49,20.0,-261.0,-32.0,0
50,20.0,-259.0,-29.0,0
51,17.0,-262.0,-34.0,0
52,21.0,-264.0,-36.0,0
53,24.0,-262.0,-32.0,0
54,17.0,-262.0,-28.0,0
55,18.0,-260.0,-27.0,0
56,20.0,-263.0,-30.0,0
57,12.0,-268.0,-15.0,0
58,18.0,-262.0,-33.0,0
59,18.0,-260.0,-33.0,0
60,18.0,-260.0,-30.0,0
61,16.0,-259.0,-32.0,0
62,18.0,-261.0,-28.0,0
63,19.0,-259.0,-28.0,0
64,21.0,-262.0,-25.0,0
65,18.0,-259.0,-28.0,0
66,23.0,-261.0,-35.0,0
