,accelerometer_x,accelerometer_y,accelerometer_z,fall
0,18.0,-251.0,-15.0,0
1,19.0,-249.0,-18.0,0
2,18.0,-253.0,-17.0,0
3,21.0,-254.0,-18.0,0
4,18.0,-253.0,-15.0,0
5,23.0,-255.0,-16.0,0
6,21.0,-250.0,-19.0,0
7,22.0,-250.0,-20.0,0
8,24.0,-248.0,-20.0,0
9,19.0,-250.0,-20.0,0
10,19.0,-250.0,-20.0,0
11,22.0,-251.0,-19.0,0
12,19.0,-252.0,-18.0,0
13,21.0,-249.0,-18.0,0
14,22.0,-249.0,-22.0,0
15,20.0,-250.0,-22.0,0
16,17.0,-250.0,-15.0,0
17,19.0,-249.0,-18.0,0
18,19.0,-251.0,-18.0,0
19,19.0,-252.0,-13.0,0
20,16.0,-248.0,-19.0,0
21,15.0,-253.0,-16.0,0
22,14.0,-250.0,-18.0,0
23,14.0,-253.0,-20.0,0
24,13.0,-254.0,-16.0,0
25,13.0,-253.0,-17.0,0
26,13.0,-253.0,-16.0,0
27,14.0,-256.0,-15.0,0
28,12.0,-255.0,-15.0,0
29,15.0,-251.0,-14.0,0
30,14.0,-253.0,-16.0,0
31,12.0,-254.0,-18.0,0
32,12.0,-251.0,-22.0,0
33,15.0,-253.0,-16.0,0
34,11.0,-248.0,-22.0,0
35,19.0,-254.0,-18.0,0
36,18.0,-255.0,-17.0,0
37,15.0,-254.0,-22.0,0
38,13.0,-254.0,-19.0,0
39,17.0,-256.0,-18.0,0
40,16.0,-259.0,-17.0,0
41,14.0,-256.0,-17.0,0
42,13.0,-255.0,-18.0,0
43,10.0,-258.0,-17.0,0
44,11.0,-255.0,-18.0,0
45,12.0,-255.0,-19.0,0
46,7.0,-252.0,-22.0,0
47,7.0,-253.0,-23.0,0
48,4.0,-250.0,-15.0,0
49,2.0,-251.0,-21.0,0
50,1.0,-250.0,-21.0,0
51,2.0,-249.0,-17.0,0
52,-1.0,-250.0,-16.0,0
53,0.0,-248.0,-11.0,0
54,-4.0,-247.0,-12.0,0
55,-5.0,-248.0,-4.0,0
56,-1.0,-249.0,-12.0,0
57,-2.0,-248.0,-3.0,0
58,-2.0,-248.0,1.0,0
59,-2.0,-247.0,-3.0,0
60,0.0,-249.0,3.0,0
61,1.0,-247.0,3.0,0
62,3.0,-247.0,8.0,0
63,5.0,-250.0,3.0,0
64,2.0,-249.0,9.0,0
65,6.0,-251.0,10.0,0
66,5.0,-250.0,13.0,0
67,5.0,-250.0,9.0,0
68,3.0,-250.0,8.0,0
69,6.0,-247.0,7.0,0
70,5.0,-249.0,11.0,0
71,8.0,-249.0,10.0,0
72,7.0,-253.0,6.0,0
73,10.0,-252.0,3.0,0
74,12.0,-256.0,4.0,0
75,7.0,-254.0,2.0,0
76,5.0,-259.0,3.0,0
77,7.0,-257.0,3.0,0
78,19.0,-257.0,3.0,0
79,6.0,-256.0,1.0,0
80,7.0,-260.0,-3.0,0
81,5.0,-259.0,-4.0,0
82,6.0,-260.0,-6.0,0
83,9.0,-261.0,-2.0,0
84,3.0,-257.0,-5.0,0
85,6.0,-259.0,-6.0,0
86,7.0,-258.0,-5.0,0
87,11.0,-260.0,-11.0,0
88,8.0,-258.0,-12.0,0
89,9.0,-258.0,-10.0,0
90,8.0,-252.0,-16.0,0
91,10.0,-250.0,-11.0,0
92,12.0,-244.0,-14.0,0
93,13.0,-244.0,-15.0,0
94,14.0,-241.0,-13.0,0
95,17.0,-233.0,-14.0,0
96,20.0,-233.0,-9.0,0
97,24.0,-231.0,-12.0,0
98,27.0,-227.0,-14.0,0
99,29.0,-223.0,-12.0,0
100,33.0,-226.0,-14.0,0
101,36.0,-227.0,-10.0,0
102,39.0,-228.0,-10.0,0
103,40.0,-228.0,-10.0,0
104,42.0,-238.0,-2.0,0
105,42.0,-237.0,-1.0,0
106,41.0,-238.0,1.0,0
107,40.0,-239.0,1.0,0
108,40.0,-243.0,6.0,0
109,34.0,-246.0,12.0,0
110,33.0,-254.0,14.0,0
111,30.0,-254.0,13.0,0
112,30.0,-259.0,13.0,0
113,25.0,-261.0,12.0,0
114,23.0,-262.0,14.0,0
115,20.0,-263.0,11.0,0
116,19.0,-262.0,10.0,0
117,19.0,-266.0,5.0,0
118,18.0,-262.0,4.0,0
119,21.0,-261.0,-4.0,0
120,23.0,-261.0,-4.0,0
121,26.0,-258.0,-2.0,0
122,32.0,-258.0,-7.0,0
123,32.0,-249.0,1.0,0
124,35.0,-248.0,0.0,0
125,35.0,-246.0,0.0,0
126,33.0,-244.0,5.0,0
127,33.0,-240.0,5.0,0
128,32.0,-239.0,8.0,0
129,33.0,-241.0,13.0,0
130,28.0,-237.0,8.0,0
131,30.0,-236.0,14.0,0
132,29.0,-238.0,19.0,0
133,24.0,-238.0,21.0,0
134,15.0,-241.0,19.0,0
135,19.0,-235.0,28.0,0
136,16.0,-235.0,25.0,0
137,17.0,-236.0,34.0,0
138,12.0,-235.0,35.0,0
139,-5.0,-238.0,24.0,0
140,-4.0,-241.0,27.0,0
141,12.0,-241.0,37.0,0
142,13.0,-242.0,35.0,0
143,16.0,-247.0,28.0,0
144,25.0,-244.0,28.0,0
145,28.0,-243.0,23.0,0
146,32.0,-245.0,18.0,0
147,67.0,-252.0,51.0,0
148,40.0,-242.0,3.0,0
149,51.0,-246.0,9.0,0
150,57.0,-244.0,18.0,0
151,60.0,-244.0,13.0,0
152,63.0,-245.0,11.0,0
