,accelerometer_x,accelerometer_y,accelerometer_z,fall
0,-2.0,-259.0,28.0,0
1,-6.0,-256.0,25.0,0
2,-6.0,-251.0,31.0,0
3,-5.0,-255.0,34.0,0
4,-6.0,-254.0,28.0,0
5,5.0,-248.0,34.0,0
6,-5.0,-245.0,34.0,0
7,-5.0,-241.0,27.0,0
8,-1.0,-235.0,34.0,0
9,5.0,-232.0,32.0,0
10,5.0,-234.0,29.0,0
11,10.0,-232.0,29.0,0
12,13.0,-237.0,30.0,0
13,13.0,-237.0,28.0,0
14,13.0,-244.0,24.0,0
15,20.0,-248.0,37.0,0
16,20.0,-252.0,28.0,0
17,19.0,-246.0,28.0,0
18,19.0,-245.0,25.0,0
19,22.0,-246.0,21.0,0
20,22.0,-244.0,25.0,0
21,18.0,-246.0,25.0,0
22,18.0,-247.0,24.0,0
23,15.0,-250.0,24.0,0
24,12.0,-247.0,27.0,0
25,13.0,-252.0,23.0,0
26,15.0,-254.0,32.0,0
27,10.0,-250.0,29.0,0
28,10.0,-250.0,30.0,0
29,9.0,-245.0,27.0,0
30,11.0,-244.0,27.0,0
31,13.0,-244.0,26.0,0
32,13.0,-243.0,19.0,0
33,18.0,-244.0,22.0,0
34,19.0,-238.0,23.0,0
35,21.0,-241.0,16.0,0
36,27.0,-238.0,16.0,0
37,23.0,-235.0,17.0,0
38,32.0,-235.0,15.0,0
39,35.0,-235.0,14.0,0
40,37.0,-234.0,10.0,0
41,38.0,-237.0,15.0,0
42,33.0,-237.0,17.0,0
43,33.0,-238.0,15.0,0
44,36.0,-243.0,14.0,0
45,35.0,-243.0,13.0,0
46,34.0,-244.0,12.0,0
47,31.0,-245.0,15.0,0
48,30.0,-249.0,13.0,0
49,29.0,-248.0,12.0,0
50,26.0,-247.0,13.0,0
51,24.0,-245.0,14.0,0
52,23.0,-245.0,18.0,0
53,19.0,-243.0,21.0,0
54,19.0,-241.0,19.0,0
55,20.0,-240.0,25.0,0
56,22.0,-239.0,27.0,0
57,19.0,-236.0,23.0,0
58,20.0,-239.0,26.0,0
59,12.0,-232.0,29.0,0
60,13.0,-236.0,30.0,0
61,10.0,-232.0,30.0,0
62,7.0,-236.0,36.0,0
