,accelerometer_x,accelerometer_y,accelerometer_z,fall
0,9.0,-248.0,-29.0,0
1,6.0,-247.0,-33.0,0
2,9.0,-245.0,-31.0,0
3,11.0,-248.0,-30.0,0
4,6.0,-247.0,-32.0,0
5,6.0,-247.0,-31.0,0
6,3.0,-242.0,-26.0,0
7,7.0,-247.0,-29.0,0
8,12.0,-245.0,-32.0,0
9,6.0,-246.0,-33.0,0
10,8.0,-244.0,-33.0,0
11,9.0,-242.0,-30.0,0
12,11.0,-245.0,-29.0,0
13,5.0,-245.0,-27.0,0
14,13.0,-246.0,-30.0,0
15,10.0,-239.0,-31.0,0
16,9.0,-247.0,-30.0,0
17,7.0,-246.0,-32.0,0
18,7.0,-246.0,-28.0,0
19,6.0,-243.0,-34.0,0
20,10.0,-246.0,-28.0,0
21,6.0,-244.0,-29.0,0
22,7.0,-244.0,-34.0,0
23,10.0,-247.0,-27.0,0
24,6.0,-247.0,-27.0,0
25,7.0,-246.0,-26.0,0
26,10.0,-250.0,-28.0,0
27,8.0,-244.0,-31.0,0
28,7.0,-244.0,-30.0,0
29,7.0,-246.0,-30.0,0
30,3.0,-244.0,-24.0,0
31,3.0,-247.0,-28.0,0
32,0.0,-244.0,-26.0,0
33,0.0,-243.0,-25.0,0
34,2.0,-243.0,-28.0,0
35,0.0,-246.0,-25.0,0
36,1.0,-248.0,-25.0,0
37,2.0,-246.0,-24.0,0
38,1.0,-248.0,-23.0,0
39,5.0,-251.0,-25.0,0
40,2.0,-252.0,-27.0,0
41,3.0,-249.0,-30.0,0
42,3.0,-249.0,-25.0,0
43,5.0,-253.0,-30.0,0
44,4.0,-249.0,-33.0,0
45,5.0,-249.0,-28.0,0
46,7.0,-248.0,-31.0,0
47,5.0,-247.0,-29.0,0
48,11.0,-246.0,-28.0,0
49,8.0,-240.0,-37.0,0
50,10.0,-244.0,-29.0,0
51,5.0,-247.0,-28.0,0
52,6.0,-245.0,-27.0,0
53,5.0,-246.0,-27.0,0
54,6.0,-248.0,-28.0,0
55,3.0,-246.0,-26.0,0
56,2.0,-247.0,-29.0,0
57,0.0,-247.0,-20.0,0
58,1.0,-239.0,-16.0,0
59,1.0,-246.0,-21.0,0
60,-1.0,-247.0,-20.0,0
61,-2.0,-249.0,-20.0,0
62,-1.0,-249.0,-24.0,0
63,2.0,-248.0,-17.0,0
64,3.0,-247.0,-17.0,0
65,3.0,-249.0,-20.0,0
66,8.0,-251.0,-19.0,0
67,4.0,-247.0,-19.0,0
68,5.0,-246.0,-18.0,0
69,3.0,-241.0,-19.0,0
70,7.0,-242.0,-19.0,0
71,3.0,-240.0,-20.0,0
72,5.0,-242.0,-18.0,0
73,4.0,-241.0,-20.0,0
74,-2.0,-242.0,-24.0,0
75,-2.0,-240.0,-25.0,0
76,-3.0,-242.0,-31.0,0
77,-5.0,-239.0,-29.0,0
78,-4.0,-243.0,-28.0,0
79,-1.0,-241.0,-28.0,0
80,-3.0,-243.0,-25.0,0
81,-4.0,-242.0,-30.0,0
82,-4.0,-241.0,-28.0,0
83,-2.0,-246.0,-25.0,0
84,-5.0,-243.0,-27.0,0
85,-3.0,-246.0,-29.0,0
86,-2.0,-242.0,-32.0,0
87,-3.0,-242.0,-29.0,0
88,-3.0,-238.0,-26.0,0
89,-2.0,-240.0,-31.0,0
