,accelerometer_x,accelerometer_y,accelerometer_z,fall
0,3.0,-261.0,-44.0,0
1,4.0,-258.0,-42.0,0
2,5.0,-257.0,-43.0,0
3,5.0,-258.0,-46.0,0
4,6.0,-251.0,-39.0,0
5,8.0,-256.0,-42.0,0
6,7.0,-257.0,-42.0,0
7,7.0,-256.0,-42.0,0
8,7.0,-256.0,-42.0,0
9,7.0,-256.0,-41.0,0
10,8.0,-256.0,-40.0,0
11,7.0,-256.0,-46.0,0
12,8.0,-256.0,-45.0,0
13,12.0,-258.0,-45.0,0
14,15.0,-257.0,-44.0,0
15,19.0,-258.0,-50.0,0
16,22.0,-258.0,-48.0,0
17,24.0,-258.0,-46.0,0
18,29.0,-258.0,-46.0,0
19,28.0,-259.0,-45.0,0
20,28.0,-261.0,-46.0,0
21,30.0,-256.0,-42.0,0
22,30.0,-260.0,-45.0,0
23,33.0,-258.0,-44.0,0
24,32.0,-259.0,-45.0,0
25,34.0,-261.0,-42.0,0
26,34.0,-263.0,-43.0,0
27,35.0,-260.0,-43.0,0
28,33.0,-262.0,-39.0,0
29,35.0,-258.0,-45.0,0
30,41.0,-257.0,-46.0,0
31,40.0,-257.0,-48.0,0
32,41.0,-256.0,-45.0,0
33,44.0,-253.0,-52.0,0
34,49.0,-258.0,-52.0,0
35,50.0,-260.0,-50.0,0
36,53.0,-257.0,-52.0,0
37,55.0,-258.0,-56.0,0
38,50.0,-256.0,-53.0,0
39,49.0,-257.0,-47.0,0
40,40.0,-257.0,-47.0,0
41,34.0,-259.0,-43.0,0
42,32.0,-264.0,-46.0,0
43,27.0,-265.0,-48.0,0
44,28.0,-266.0,-41.0,0
45,22.0,-267.0,-41.0,0
46,23.0,-265.0,-42.0,0
47,19.0,-265.0,-42.0,0
48,19.0,-264.0,-44.0,0
49,16.0,-264.0,-47.0,0
50,22.0,-260.0,-44.0,0
51,22.0,-259.0,-49.0,0
52,25.0,-261.0,-45.0,0
53,24.0,-261.0,-44.0,0
54,26.0,-262.0,-48.0,0
55,28.0,-263.0,-46.0,0
56,32.0,-264.0,-45.0,0
57,34.0,-263.0,-45.0,0
58,36.0,-264.0,-45.0,0
59,37.0,-259.0,-46.0,0
60,38.0,-258.0,-50.0,0
61,42.0,-258.0,-48.0,0
62,47.0,-263.0,-48.0,0
63,43.0,-264.0,-46.0,0
64,47.0,-268.0,-47.0,0
65,45.0,-261.0,-47.0,0
66,48.0,-264.0,-49.0,0
67,48.0,-265.0,-53.0,0
68,44.0,-264.0,-48.0,0
69,43.0,-264.0,-43.0,0
70,45.0,-262.0,-49.0,0
71,44.0,-260.0,-46.0,0
72,41.0,-260.0,-46.0,0
73,44.0,-260.0,-49.0,0
74,41.0,-261.0,-51.0,0
75,39.0,-260.0,-46.0,0
76,36.0,-261.0,-49.0,0
77,39.0,-257.0,-50.0,0
78,35.0,-259.0,-53.0,0
79,32.0,-259.0,-50.0,0
80,34.0,-258.0,-50.0,0
81,32.0,-261.0,-48.0,0
82,33.0,-260.0,-48.0,0
83,30.0,-261.0,-53.0,0
84,30.0,-263.0,-45.0,0
85,28.0,-266.0,-45.0,0
86,28.0,-263.0,-53.0,0
87,25.0,-264.0,-53.0,0
88,30.0,-266.0,-51.0,0
89,28.0,-264.0,-51.0,0
90,31.0,-267.0,-57.0,0
91,31.0,-266.0,-57.0,0
92,32.0,-265.0,-56.0,0
93,35.0,-264.0,-54.0,0
94,33.0,-266.0,-59.0,0
95,35.0,-260.0,-58.0,0
96,34.0,-262.0,-55.0,0
97,34.0,-260.0,-53.0,0
98,34.0,-261.0,-55.0,0
99,33.0,-262.0,-54.0,0
100,35.0,-260.0,-54.0,0
101,27.0,-267.0,-54.0,0
102,28.0,-257.0,-54.0,0
103,31.0,-259.0,-53.0,0
104,30.0,-257.0,-53.0,0
105,24.0,-258.0,-54.0,0
106,23.0,-254.0,-51.0,0
107,24.0,-258.0,-51.0,0
108,22.0,-259.0,-54.0,0
109,20.0,-259.0,-52.0,0
110,17.0,-258.0,-57.0,0
111,20.0,-262.0,-53.0,0
112,18.0,-260.0,-54.0,0
113,21.0,-266.0,-53.0,0
114,24.0,-265.0,-55.0,0
115,19.0,-270.0,-51.0,0
116,19.0,-270.0,-52.0,0
117,16.0,-275.0,-48.0,0
118,15.0,-274.0,-52.0,0
119,14.0,-277.0,-52.0,0
120,9.0,-276.0,-56.0,0
121,7.0,-277.0,-56.0,0
122,5.0,-277.0,-55.0,0
123,6.0,-276.0,-60.0,0
124,6.0,-271.0,-64.0,0
125,8.0,-273.0,-64.0,0
126,6.0,-271.0,-59.0,0
127,6.0,-270.0,-60.0,0
128,4.0,-271.0,-57.0,0
129,6.0,-269.0,-62.0,0
130,2.0,-266.0,-60.0,0
131,3.0,-265.0,-55.0,0
132,1.0,-262.0,-59.0,0
133,0.0,-259.0,-59.0,0
134,0.0,-257.0,-63.0,0
135,0.0,-256.0,-64.0,0
136,0.0,-253.0,-62.0,0
137,1.0,-251.0,-64.0,0
138,2.0,-251.0,-61.0,0
139,1.0,-249.0,-64.0,0
140,1.0,-243.0,-66.0,0
141,4.0,-248.0,-64.0,0
142,5.0,-246.0,-64.0,0
143,4.0,-243.0,-64.0,0
144,4.0,-249.0,-64.0,0
145,3.0,-249.0,-64.0,0
146,8.0,-252.0,-63.0,0
147,4.0,-252.0,-59.0,0
148,6.0,-254.0,-58.0,0
149,3.0,-255.0,-60.0,0
150,1.0,-256.0,-59.0,0
151,-1.0,-251.0,-56.0,0
152,-2.0,-251.0,-52.0,0
153,-3.0,-252.0,-57.0,0
154,-7.0,-251.0,-49.0,0
155,-14.0,-252.0,-50.0,0
156,-15.0,-255.0,-50.0,0
157,-21.0,-252.0,-49.0,0
158,-23.0,-256.0,-49.0,0
159,-24.0,-255.0,-52.0,0
160,-30.0,-253.0,-54.0,0
161,-29.0,-252.0,-57.0,0
162,-32.0,-252.0,-53.0,0
163,-29.0,-251.0,-52.0,0
164,-32.0,-254.0,-50.0,0
165,-28.0,-258.0,-51.0,0
166,-32.0,-260.0,-42.0,0
167,-31.0,-264.0,-37.0,0
168,-30.0,-268.0,-41.0,0
169,-28.0,-269.0,-35.0,0
170,-27.0,-267.0,-35.0,0
171,-30.0,-267.0,-38.0,0
172,-21.0,-264.0,-34.0,0
173,-24.0,-266.0,-34.0,0
174,-21.0,-266.0,-31.0,0
175,-19.0,-262.0,-32.0,0
176,-17.0,-264.0,-27.0,0
177,-12.0,-263.0,-27.0,0
178,-7.0,-263.0,-23.0,0
179,-1.0,-263.0,-29.0,0
180,-1.0,-266.0,-27.0,0
181,1.0,-269.0,-25.0,0
182,0.0,-271.0,-25.0,0
183,1.0,-272.0,-25.0,0
184,0.0,-272.0,-30.0,0
185,3.0,-274.0,-31.0,0
186,4.0,-273.0,-32.0,0
187,1.0,-272.0,-36.0,0
188,1.0,-269.0,-38.0,0
189,1.0,-264.0,-36.0,0
190,1.0,-264.0,-34.0,0
191,3.0,-258.0,-37.0,0
192,1.0,-254.0,-36.0,0
193,2.0,-257.0,-31.0,0
194,0.0,-255.0,-34.0,0
195,0.0,-250.0,-31.0,0
196,1.0,-248.0,-33.0,0
197,-4.0,-247.0,-34.0,0
198,6.0,-236.0,-36.0,0
199,-9.0,-239.0,-31.0,0
200,-10.0,-242.0,-34.0,0
201,-10.0,-244.0,-36.0,0
202,-7.0,-242.0,-34.0,0
203,-8.0,-240.0,-36.0,0
204,-13.0,-242.0,-36.0,0
205,-9.0,-243.0,-33.0,0
206,-9.0,-243.0,-37.0,0
207,-9.0,-241.0,-33.0,0
208,-10.0,-245.0,-32.0,0
209,-10.0,-251.0,-24.0,0
210,-12.0,-248.0,-33.0,0
211,-9.0,-250.0,-30.0,0
212,-8.0,-252.0,-29.0,0
213,-5.0,-256.0,-28.0,0
214,-9.0,-256.0,-30.0,0
215,-4.0,-257.0,-29.0,0
216,-8.0,-257.0,-31.0,0
217,-12.0,-256.0,-33.0,0
218,-8.0,-256.0,-32.0,0
219,-6.0,-259.0,-29.0,0
220,-10.0,-254.0,-31.0,0
221,-4.0,-258.0,-28.0,0
222,-5.0,-256.0,-32.0,0
223,-5.0,-256.0,-30.0,0
224,-5.0,-253.0,-34.0,0
225,-3.0,-252.0,-29.0,0
226,-5.0,-253.0,-30.0,0
227,-3.0,-254.0,-33.0,0
228,0.0,-258.0,-35.0,0
229,-3.0,-256.0,-35.0,0
230,0.0,-260.0,-36.0,0
231,0.0,-261.0,-40.0,0
232,-1.0,-261.0,-37.0,0
233,0.0,-261.0,-34.0,0
234,1.0,-263.0,-37.0,0
235,2.0,-264.0,-39.0,0
236,0.0,-266.0,-35.0,0
237,2.0,-262.0,-33.0,0
238,2.0,-264.0,-33.0,0
239,1.0,-261.0,-36.0,0
240,3.0,-265.0,-37.0,0
241,3.0,-263.0,-33.0,0
242,4.0,-264.0,-30.0,0
243,7.0,-265.0,-32.0,0
244,4.0,-265.0,-29.0,0
245,6.0,-262.0,-33.0,0
246,7.0,-264.0,-34.0,0
247,5.0,-262.0,-37.0,0
248,3.0,-259.0,-37.0,0
249,3.0,-261.0,-41.0,0
250,2.0,-255.0,-37.0,0
251,1.0,-254.0,-38.0,0
252,-3.0,-256.0,-42.0,0
253,-7.0,-255.0,-39.0,0
254,-10.0,-256.0,-34.0,0
255,-10.0,-258.0,-35.0,0
256,-15.0,-259.0,-34.0,0
257,-19.0,-259.0,-30.0,0
258,-17.0,-264.0,-30.0,0
259,-22.0,-268.0,-28.0,0
260,-24.0,-267.0,-23.0,0
261,-25.0,-269.0,-22.0,0
262,-25.0,-269.0,-21.0,0
263,-21.0,-270.0,-15.0,0
264,-19.0,-269.0,-17.0,0
265,-15.0,-273.0,-14.0,0
266,-10.0,-271.0,-14.0,0
267,-9.0,-269.0,-9.0,0
268,-5.0,-272.0,-3.0,0
269,0.0,-278.0,-5.0,0
270,0.0,-274.0,-7.0,0
271,2.0,-276.0,-7.0,0
272,2.0,-271.0,-5.0,0
273,5.0,-269.0,-6.0,0
274,8.0,-268.0,-3.0,0
275,11.0,-267.0,0.0,0
276,13.0,-264.0,-5.0,0
277,9.0,-258.0,0.0,0
278,7.0,-259.0,3.0,0
279,8.0,-256.0,10.0,0
280,8.0,-256.0,12.0,0
281,5.0,-253.0,14.0,0
282,4.0,-250.0,15.0,0
283,3.0,-249.0,17.0,0
284,4.0,-253.0,13.0,0
285,7.0,-256.0,3.0,0
286,2.0,-261.0,-8.0,0
287,0.0,-271.0,-26.0,0
288,-1.0,-285.0,-46.0,0
289,-6.0,-292.0,-66.0,0
290,-17.0,-301.0,-89.0,0
291,-30.0,-312.0,-117.0,0
292,-40.0,-321.0,-134.0,0
293,-60.0,-332.0,-150.0,0
294,-77.0,-339.0,-159.0,0
295,-87.0,-344.0,-157.0,0
296,-97.0,-343.0,-143.0,0
297,-100.0,-338.0,-135.0,0
298,-97.0,-330.0,-117.0,0
299,-80.0,-322.0,-107.0,0
300,-60.0,-312.0,-101.0,0
301,-27.0,-304.0,-96.0,0
302,6.0,-304.0,-94.0,0
303,39.0,-303.0,-97.0,0
304,67.0,-301.0,-94.0,0
305,92.0,-292.0,-95.0,0
306,105.0,-286.0,-100.0,0
307,126.0,-276.0,-95.0,0
308,127.0,-266.0,-95.0,0
309,125.0,-258.0,-88.0,0
310,118.0,-253.0,-89.0,0
311,107.0,-248.0,-89.0,0
312,99.0,-247.0,-82.0,0
313,83.0,-250.0,-79.0,0
314,71.0,-255.0,-77.0,0
315,61.0,-257.0,-77.0,0
316,50.0,-250.0,-79.0,0
317,41.0,-252.0,-77.0,0
318,26.0,-243.0,-83.0,0
319,15.0,-244.0,-83.0,0
320,13.0,-233.0,-87.0,0
321,6.0,-229.0,-92.0,0
322,-3.0,-226.0,-90.0,0
323,-5.0,-224.0,-90.0,0
324,-8.0,-226.0,-90.0,0
325,-14.0,-221.0,-87.0,0
326,-16.0,-217.0,-88.0,0
327,-11.0,-213.0,-82.0,0
328,-11.0,-214.0,-86.0,0
329,-6.0,-211.0,-83.0,0
330,-2.0,-210.0,-78.0,0
331,6.0,-204.0,-73.0,0
332,17.0,-200.0,-77.0,0
333,29.0,-203.0,-76.0,0
334,39.0,-205.0,-78.0,0
335,47.0,-205.0,-77.0,0
336,50.0,-209.0,-76.0,0
337,55.0,-213.0,-70.0,0
338,52.0,-223.0,-67.0,0
339,55.0,-233.0,-62.0,0
340,58.0,-237.0,-60.0,0
341,65.0,-249.0,-53.0,0
342,61.0,-258.0,-49.0,0
343,62.0,-262.0,-45.0,0
344,63.0,-271.0,-46.0,0
345,64.0,-274.0,-47.0,0
346,56.0,-275.0,-45.0,0
347,55.0,-277.0,-48.0,0
348,55.0,-276.0,-50.0,0
349,50.0,-273.0,-49.0,0
350,45.0,-270.0,-58.0,0
351,48.0,-268.0,-54.0,0
352,44.0,-266.0,-51.0,0
353,41.0,-262.0,-50.0,0
354,39.0,-256.0,-50.0,0
355,34.0,-250.0,-50.0,0
356,33.0,-254.0,-47.0,0
357,34.0,-248.0,-42.0,0
358,32.0,-245.0,-45.0,0
359,37.0,-245.0,-49.0,0
360,38.0,-244.0,-46.0,0
361,35.0,-245.0,-49.0,0
362,39.0,-246.0,-46.0,0
363,36.0,-243.0,-49.0,0
364,34.0,-246.0,-44.0,0
365,32.0,-247.0,-45.0,0
366,32.0,-248.0,-48.0,0
367,26.0,-252.0,-44.0,0
368,27.0,-252.0,-47.0,0
369,23.0,-252.0,-44.0,0
370,21.0,-253.0,-41.0,0
371,13.0,-247.0,-40.0,0
372,13.0,-251.0,-46.0,0
373,9.0,-254.0,-41.0,0
374,10.0,-259.0,-40.0,0
375,7.0,-258.0,-41.0,0
376,7.0,-263.0,-42.0,0
377,3.0,-266.0,-39.0,0
378,5.0,-269.0,-38.0,0
379,3.0,-269.0,-37.0,0
380,5.0,-276.0,-35.0,0
381,8.0,-279.0,-33.0,0
382,13.0,-277.0,-37.0,0
383,17.0,-280.0,-34.0,0
384,19.0,-277.0,-27.0,0
385,24.0,-279.0,-28.0,0
386,26.0,-280.0,-22.0,0
387,31.0,-284.0,-25.0,0
388,26.0,-283.0,-23.0,0
389,30.0,-286.0,-21.0,0
390,30.0,-291.0,-16.0,0
391,28.0,-290.0,-16.0,0
392,27.0,-291.0,-13.0,0
393,27.0,-292.0,-15.0,0
394,28.0,-292.0,-11.0,0
395,28.0,-294.0,-9.0,0
396,25.0,-294.0,-7.0,0
397,27.0,-293.0,-3.0,0
398,19.0,-292.0,2.0,0
399,16.0,-290.0,1.0,0
400,14.0,-290.0,6.0,0
401,14.0,-290.0,4.0,0
402,14.0,-288.0,4.0,0
403,20.0,-279.0,-16.0,0
404,16.0,-284.0,0.0,0
405,20.0,-284.0,-12.0,0
406,24.0,-290.0,-24.0,0
407,25.0,-296.0,-44.0,0
408,20.0,-306.0,-59.0,0
409,22.0,-315.0,-83.0,0
410,23.0,-322.0,-104.0,0
411,32.0,-333.0,-121.0,0
412,42.0,-330.0,-128.0,0
413,56.0,-324.0,-130.0,0
414,75.0,-320.0,-135.0,0
415,95.0,-312.0,-140.0,0
416,108.0,-301.0,-155.0,0
417,108.0,-283.0,-169.0,0
418,99.0,-272.0,-178.0,0
419,86.0,-253.0,-183.0,0
420,74.0,-242.0,-188.0,0
421,63.0,-228.0,-183.0,0
422,46.0,-227.0,-178.0,0
423,25.0,-234.0,-159.0,0
424,8.0,-234.0,-141.0,0
425,-8.0,-244.0,-131.0,0
426,-24.0,-251.0,-123.0,0
427,-36.0,-258.0,-111.0,0
428,-43.0,-277.0,-104.0,0
429,-50.0,-281.0,-99.0,0
430,-52.0,-287.0,-96.0,0
431,-46.0,-290.0,-93.0,0
432,-37.0,-289.0,-92.0,0
433,-25.0,-292.0,-86.0,0
434,-8.0,-290.0,-82.0,0
435,1.0,-287.0,-80.0,0
436,13.0,-290.0,-79.0,0
437,23.0,-286.0,-75.0,0
438,30.0,-283.0,-78.0,0
439,32.0,-280.0,-78.0,0
440,42.0,-278.0,-81.0,0
441,43.0,-267.0,-83.0,0
442,48.0,-259.0,-87.0,0
443,50.0,-252.0,-87.0,0
444,51.0,-240.0,-82.0,0
445,52.0,-230.0,-86.0,0
446,49.0,-218.0,-84.0,0
447,50.0,-205.0,-86.0,0
448,46.0,-199.0,-91.0,0
449,48.0,-197.0,-90.0,0
450,45.0,-192.0,-90.0,0
451,44.0,-188.0,-91.0,0
452,32.0,-195.0,-90.0,0
453,28.0,-195.0,-91.0,0
454,19.0,-199.0,-83.0,0
455,15.0,-203.0,-90.0,0
456,10.0,-201.0,-80.0,0
457,8.0,-205.0,-82.0,0
458,1.0,-208.0,-77.0,0
459,0.0,-214.0,-78.0,0
460,-2.0,-220.0,-73.0,0
461,-5.0,-224.0,-69.0,0
462,-12.0,-233.0,-65.0,0
463,-17.0,-241.0,-65.0,0
464,-19.0,-252.0,-65.0,0
465,-24.0,-257.0,-59.0,0
466,-25.0,-265.0,-61.0,0
467,-27.0,-267.0,-62.0,0
468,-32.0,-270.0,-58.0,0
469,-35.0,-273.0,-60.0,0
470,-34.0,-271.0,-57.0,0
471,-34.0,-267.0,-59.0,0
472,-33.0,-263.0,-58.0,0
473,-31.0,-256.0,-54.0,0
474,-30.0,-252.0,-51.0,0
475,-24.0,-248.0,-50.0,0
476,-21.0,-243.0,-45.0,0
477,-16.0,-239.0,-48.0,0
