,accelerometer_x,accelerometer_y,accelerometer_z,fall
0,0.0,-260.0,4.0,0
1,-2.0,-258.0,-1.0,0
2,0.0,-259.0,3.0,0
3,2.0,-260.0,-2.0,0
4,1.0,-262.0,0.0,0
5,5.0,-261.0,1.0,0
6,2.0,-260.0,0.0,0
7,0.0,-261.0,2.0,0
8,1.0,-261.0,4.0,0
9,0.0,-262.0,3.0,0
10,0.0,-257.0,-2.0,0
11,0.0,-262.0,-5.0,0
12,5.0,-261.0,0.0,0
13,1.0,-261.0,0.0,0
14,2.0,-260.0,5.0,0
15,9.0,-262.0,-1.0,0
16,-3.0,-263.0,0.0,0
17,-1.0,-258.0,-1.0,0
18,2.0,-260.0,-1.0,0
19,-3.0,-260.0,0.0,0
20,-1.0,-259.0,1.0,0
21,0.0,-258.0,-1.0,0
22,4.0,-259.0,-4.0,0
23,-2.0,-257.0,-1.0,0
24,4.0,-260.0,0.0,0
25,1.0,-262.0,-4.0,0
26,14.0,-261.0,-2.0,0
27,0.0,-257.0,0.0,0
28,1.0,-259.0,-4.0,0
29,0.0,-258.0,-3.0,0
30,1.0,-258.0,-4.0,0
31,2.0,-261.0,0.0,0
32,4.0,-261.0,-2.0,0
33,1.0,-261.0,3.0,0
34,4.0,-259.0,0.0,0
35,3.0,-261.0,2.0,0
36,4.0,-259.0,4.0,0
37,2.0,-260.0,6.0,0
38,-1.0,-259.0,1.0,0
39,1.0,-259.0,-2.0,0
40,3.0,-261.0,-1.0,0
41,2.0,-258.0,1.0,0
42,1.0,-260.0,0.0,0
43,3.0,-260.0,-2.0,0
44,3.0,-261.0,2.0,0
45,1.0,-260.0,-1.0,0
46,4.0,-261.0,8.0,0
47,-3.0,-262.0,0.0,0
48,-1.0,-259.0,4.0,0
49,3.0,-259.0,1.0,0
50,5.0,-260.0,0.0,0
51,3.0,-260.0,-1.0,0
52,2.0,-259.0,3.0,0
53,0.0,-259.0,4.0,0
54,0.0,-259.0,1.0,0
55,3.0,-257.0,-4.0,0
56,0.0,-259.0,3.0,0
57,0.0,-259.0,-3.0,0
58,2.0,-265.0,8.0,0
59,2.0,-258.0,3.0,0
60,2.0,-258.0,1.0,0
61,1.0,-259.0,-1.0,0
62,2.0,-262.0,0.0,0
63,-1.0,-260.0,5.0,0
64,-1.0,-260.0,-2.0,0
65,5.0,-263.0,0.0,0
66,3.0,-262.0,-2.0,0
67,1.0,-261.0,3.0,0
68,0.0,-260.0,1.0,0
69,2.0,-260.0,1.0,0
70,1.0,-257.0,-1.0,0
71,-1.0,-259.0,2.0,0
72,2.0,-257.0,2.0,0
73,-2.0,-258.0,-2.0,0
74,3.0,-262.0,1.0,0
75,-1.0,-261.0,2.0,0
76,2.0,-261.0,-1.0,0
77,1.0,-260.0,1.0,0
78,0.0,-263.0,-3.0,0
79,6.0,-261.0,-3.0,0
80,-2.0,-259.0,-2.0,0
81,-2.0,-261.0,1.0,0
82,1.0,-260.0,-3.0,0
83,1.0,-258.0,4.0,0
84,-1.0,-259.0,1.0,0
85,1.0,-258.0,1.0,0
86,-1.0,-258.0,-1.0,0
87,0.0,-258.0,1.0,0
88,3.0,-260.0,3.0,0
89,-1.0,-257.0,0.0,0
90,2.0,-254.0,1.0,0
91,1.0,-259.0,2.0,0
92,1.0,-259.0,0.0,0
93,0.0,-260.0,2.0,0
94,1.0,-257.0,0.0,0
95,0.0,-257.0,3.0,0
96,0.0,-261.0,1.0,0
97,2.0,-260.0,1.0,0
98,1.0,-263.0,-6.0,0
99,3.0,-262.0,-1.0,0
100,0.0,-261.0,-4.0,0
101,-3.0,-258.0,2.0,0
102,1.0,-260.0,0.0,0
103,0.0,-259.0,1.0,0
104,2.0,-258.0,-1.0,0
105,3.0,-263.0,1.0,0
106,4.0,-263.0,-1.0,0
107,1.0,-260.0,-3.0,0
108,0.0,-261.0,-2.0,0
109,-1.0,-261.0,4.0,0
110,1.0,-264.0,-1.0,0
111,5.0,-260.0,2.0,0
112,2.0,-261.0,1.0,0
113,2.0,-261.0,1.0,0
114,1.0,-258.0,1.0,0
115,0.0,-258.0,0.0,0
116,1.0,-258.0,-3.0,0
117,2.0,-257.0,-1.0,0
118,0.0,-260.0,0.0,0
119,-1.0,-262.0,0.0,0
120,-1.0,-261.0,-1.0,0
121,3.0,-260.0,1.0,0
122,3.0,-260.0,-3.0,0
123,2.0,-258.0,3.0,0
124,0.0,-258.0,0.0,0
125,1.0,-260.0,3.0,0
126,1.0,-259.0,3.0,0
127,2.0,-262.0,-1.0,0
128,0.0,-261.0,1.0,0
129,2.0,-263.0,-1.0,0
130,1.0,-259.0,-3.0,0
131,3.0,-263.0,-1.0,0
132,3.0,-259.0,3.0,0
133,2.0,-264.0,5.0,0
134,1.0,-258.0,-3.0,0
135,3.0,-260.0,0.0,0
136,0.0,-259.0,1.0,0
137,2.0,-262.0,-2.0,0
138,1.0,-260.0,1.0,0
139,1.0,-259.0,0.0,0
140,-2.0,-258.0,-1.0,0
141,1.0,-261.0,0.0,0
142,3.0,-257.0,-1.0,0
143,5.0,-265.0,1.0,0
144,-2.0,-260.0,-4.0,0
145,-2.0,-257.0,-2.0,0
146,1.0,-261.0,0.0,0
147,1.0,-260.0,2.0,0
148,1.0,-258.0,1.0,0
149,0.0,-260.0,4.0,0
150,-1.0,-258.0,-2.0,0
151,-1.0,-258.0,2.0,0
152,-2.0,-259.0,4.0,0
153,3.0,-259.0,-1.0,0
154,9.0,-258.0,0.0,0
155,3.0,-262.0,0.0,0
156,1.0,-260.0,-3.0,0
157,1.0,-257.0,2.0,0
158,3.0,-257.0,-1.0,0
159,2.0,-258.0,1.0,0
160,2.0,-260.0,3.0,0
161,3.0,-262.0,-3.0,0
162,0.0,-261.0,-2.0,0
163,-1.0,-262.0,-2.0,0
164,1.0,-260.0,-4.0,0
165,9.0,-259.0,3.0,0
166,0.0,-257.0,-3.0,0
167,-2.0,-257.0,0.0,0
168,3.0,-259.0,4.0,0
169,3.0,-260.0,1.0,0
170,4.0,-258.0,-2.0,0
171,0.0,-260.0,-1.0,0
172,3.0,-259.0,1.0,0
173,-1.0,-259.0,2.0,0
174,2.0,-259.0,3.0,0
175,-1.0,-265.0,5.0,0
176,3.0,-258.0,5.0,0
177,0.0,-260.0,4.0,0
178,0.0,-257.0,-2.0,0
179,3.0,-260.0,-2.0,0
180,3.0,-262.0,2.0,0
181,1.0,-257.0,3.0,0
182,-1.0,-259.0,6.0,0
183,1.0,-259.0,3.0,0
