,accelerometer_x,accelerometer_y,accelerometer_z,fall
0,11.0,-246.0,-36.0,0
1,22.0,-243.0,-36.0,0
2,30.0,-244.0,-39.0,0
3,38.0,-246.0,-39.0,0
4,44.0,-248.0,-36.0,0
5,51.0,-238.0,-39.0,0
6,45.0,-250.0,-31.0,0
7,42.0,-253.0,-36.0,0
8,42.0,-253.0,-31.0,0
9,39.0,-251.0,-32.0,0
10,37.0,-254.0,-40.0,0
11,33.0,-251.0,-44.0,0
12,32.0,-248.0,-46.0,0
13,27.0,-251.0,-50.0,0
14,28.0,-247.0,-54.0,0
15,22.0,-242.0,-56.0,0
16,27.0,-245.0,-49.0,0
17,18.0,-246.0,-47.0,0
18,9.0,-247.0,-51.0,0
19,4.0,-250.0,-53.0,0
20,-1.0,-251.0,-49.0,0
21,-6.0,-253.0,-44.0,0
22,-7.0,-254.0,-47.0,0
23,-12.0,-255.0,-50.0,0
24,-12.0,-256.0,-47.0,0
25,-12.0,-257.0,-44.0,0
26,-9.0,-256.0,-50.0,0
27,-6.0,-261.0,-43.0,0
28,-2.0,-260.0,-42.0,0
29,3.0,-264.0,-42.0,0
30,4.0,-259.0,-40.0,0
31,11.0,-258.0,-40.0,0
32,17.0,-257.0,-39.0,0
33,24.0,-256.0,-38.0,0
34,24.0,-252.0,-38.0,0
35,34.0,-253.0,-37.0,0
36,36.0,-251.0,-42.0,0
37,25.0,-234.0,-46.0,0
38,37.0,-243.0,-41.0,0
39,39.0,-243.0,-38.0,0
40,34.0,-240.0,-37.0,0
41,31.0,-241.0,-36.0,0
42,26.0,-240.0,-36.0,0
43,23.0,-242.0,-39.0,0
44,18.0,-243.0,-36.0,0
45,11.0,-245.0,-28.0,0
46,13.0,-247.0,-31.0,0
47,7.0,-248.0,-38.0,0
48,3.0,-249.0,-16.0,0
49,1.0,-251.0,-34.0,0
50,-2.0,-253.0,-32.0,0
51,1.0,-253.0,-34.0,0
52,3.0,-251.0,-35.0,0
53,2.0,-253.0,-34.0,0
54,6.0,-250.0,-34.0,0
55,10.0,-249.0,-37.0,0
56,9.0,-253.0,-36.0,0
57,13.0,-247.0,-35.0,0
58,17.0,-248.0,-40.0,0
59,12.0,-225.0,-45.0,0
60,22.0,-246.0,-35.0,0
61,26.0,-248.0,-37.0,0
62,23.0,-245.0,-35.0,0
63,24.0,-244.0,-35.0,0
64,24.0,-246.0,-37.0,0
65,22.0,-245.0,-35.0,0
66,22.0,-244.0,-38.0,0
67,22.0,-247.0,-32.0,0
68,18.0,-244.0,-37.0,0
69,15.0,-246.0,-41.0,0
70,19.0,-248.0,-47.0,0
71,15.0,-247.0,-39.0,0
72,12.0,-249.0,-41.0,0
73,10.0,-250.0,-35.0,0
74,11.0,-251.0,-36.0,0
75,11.0,-251.0,-40.0,0
76,15.0,-254.0,-40.0,0
77,14.0,-253.0,-40.0,0
78,14.0,-253.0,-41.0,0
79,17.0,-253.0,-40.0,0
80,18.0,-253.0,-45.0,0
81,15.0,-262.0,-23.0,0
82,19.0,-256.0,-41.0,0
83,18.0,-256.0,-42.0,0
84,16.0,-255.0,-46.0,0
85,22.0,-253.0,-38.0,0
86,21.0,-255.0,-43.0,0
87,22.0,-255.0,-42.0,0
88,20.0,-255.0,-42.0,0
89,20.0,-254.0,-47.0,0
90,17.0,-252.0,-41.0,0
91,18.0,-250.0,-41.0,0
92,25.0,-238.0,-43.0,0
93,17.0,-250.0,-41.0,0
94,22.0,-253.0,-44.0,0
95,21.0,-253.0,-41.0,0
96,20.0,-253.0,-39.0,0
97,24.0,-252.0,-47.0,0
98,24.0,-251.0,-44.0,0
99,20.0,-252.0,-43.0,0
100,19.0,-253.0,-39.0,0
101,23.0,-249.0,-43.0,0
102,24.0,-256.0,-25.0,0
103,25.0,-250.0,-38.0,0
104,26.0,-254.0,-38.0,0
105,25.0,-254.0,-40.0,0
106,24.0,-253.0,-38.0,0
107,24.0,-253.0,-39.0,0
108,26.0,-248.0,-37.0,0
109,22.0,-252.0,-35.0,0
110,18.0,-249.0,-39.0,0
111,25.0,-247.0,-35.0,0
112,23.0,-250.0,-38.0,0
113,4.0,-237.0,-43.0,0
114,18.0,-246.0,-38.0,0
115,16.0,-246.0,-34.0,0
116,20.0,-249.0,-39.0,0
117,18.0,-246.0,-35.0,0
118,17.0,-248.0,-37.0,0
119,15.0,-249.0,-38.0,0
120,13.0,-248.0,-39.0,0
121,14.0,-248.0,-40.0,0
122,18.0,-250.0,-43.0,0
123,13.0,-246.0,-41.0,0
124,14.0,-255.0,-32.0,0
125,13.0,-253.0,-40.0,0
126,13.0,-253.0,-36.0,0
127,14.0,-250.0,-41.0,0
128,12.0,-250.0,-38.0,0
129,12.0,-249.0,-38.0,0
130,13.0,-251.0,-40.0,0
131,13.0,-251.0,-36.0,0
132,15.0,-248.0,-40.0,0
133,16.0,-249.0,-40.0,0
134,14.0,-251.0,-39.0,0
135,21.0,-250.0,-28.0,0
