,accelerometer_x,accelerometer_y,accelerometer_z,fall
0,0.0,-254.0,-16.0,0
1,-2.0,-255.0,-16.0,0
2,-2.0,-258.0,-18.0,0
3,-5.0,-260.0,-12.0,0
4,-2.0,-256.0,-16.0,0
5,-2.0,-255.0,-17.0,0
6,-5.0,-254.0,-17.0,0
7,-4.0,-256.0,-12.0,0
8,-4.0,-255.0,-12.0,0
9,-1.0,-258.0,-15.0,0
10,-4.0,-254.0,-11.0,0
11,-1.0,-256.0,-13.0,0
12,0.0,-255.0,-13.0,0
13,-3.0,-257.0,-12.0,0
14,-2.0,-258.0,-15.0,0
15,-4.0,-258.0,0.0,0
16,-5.0,-256.0,-12.0,0
17,-4.0,-259.0,-17.0,0
18,-3.0,-257.0,-13.0,0
19,-6.0,-257.0,-16.0,0
20,-6.0,-255.0,-10.0,0
21,-3.0,-253.0,-16.0,0
22,-4.0,-254.0,-10.0,0
23,-2.0,-256.0,-10.0,0
24,-3.0,-253.0,-15.0,0
25,-6.0,-252.0,-11.0,0
26,-6.0,-253.0,-11.0,0
27,-1.0,-257.0,-12.0,0
28,-6.0,-255.0,-14.0,0
29,-8.0,-253.0,-15.0,0
30,-7.0,-256.0,-11.0,0
31,-11.0,-254.0,-11.0,0
32,-7.0,-257.0,-14.0,0
33,-7.0,-259.0,-11.0,0
34,-9.0,-258.0,-9.0,0
35,-3.0,-263.0,-13.0,0
36,-4.0,-261.0,-9.0,0
37,-5.0,-262.0,-6.0,0
38,-3.0,-264.0,-7.0,0
39,-1.0,-263.0,-6.0,0
40,-2.0,-266.0,-7.0,0
41,-2.0,-265.0,-7.0,0
42,-3.0,-265.0,-10.0,0
43,-3.0,-263.0,-14.0,0
44,-1.0,-263.0,-8.0,0
45,1.0,-262.0,-8.0,0
46,2.0,-262.0,-15.0,0
47,3.0,-257.0,-10.0,0
48,2.0,-255.0,-13.0,0
49,3.0,-254.0,-13.0,0
50,0.0,-251.0,-12.0,0
51,1.0,-249.0,-13.0,0
52,-2.0,-248.0,-10.0,0
53,-1.0,-249.0,-14.0,0
54,1.0,-252.0,-14.0,0
55,0.0,-253.0,-16.0,0
56,1.0,-252.0,-20.0,0
57,0.0,-250.0,-18.0,0
58,-3.0,-256.0,-19.0,0
59,-1.0,-256.0,-21.0,0
60,-2.0,-252.0,-20.0,0
61,-5.0,-255.0,-20.0,0
62,-3.0,-254.0,-20.0,0
63,-9.0,-255.0,-21.0,0
64,-8.0,-254.0,-20.0,0
65,-5.0,-255.0,-21.0,0
66,-4.0,-255.0,-22.0,0
67,-2.0,-255.0,-20.0,0
68,-6.0,-252.0,-21.0,0
69,-5.0,-253.0,-20.0,0
70,0.0,-250.0,-19.0,0
71,0.0,-248.0,-20.0,0
