,accelerometer_x,accelerometer_y,accelerometer_z,fall
0,3.0,-248.0,2.0,0
1,4.0,-250.0,0.0,0
2,5.0,-248.0,0.0,0
3,4.0,-249.0,-1.0,0
4,4.0,-248.0,0.0,0
5,2.0,-244.0,-1.0,0
6,4.0,-251.0,-1.0,0
7,5.0,-248.0,-2.0,0
8,2.0,-246.0,0.0,0
9,3.0,-252.0,-2.0,0
10,1.0,-247.0,1.0,0
11,2.0,-244.0,-3.0,0
12,6.0,-251.0,1.0,0
13,4.0,-248.0,2.0,0
14,5.0,-251.0,1.0,0
15,2.0,-249.0,1.0,0
16,3.0,-246.0,2.0,0
17,2.0,-249.0,-2.0,0
18,3.0,-250.0,-1.0,0
19,2.0,-249.0,-5.0,0
20,0.0,-253.0,-6.0,0
21,-4.0,-247.0,-1.0,0
22,-1.0,-250.0,-3.0,0
23,0.0,-247.0,0.0,0
24,-6.0,-246.0,4.0,0
25,-6.0,-244.0,-1.0,0
26,-5.0,-245.0,-2.0,0
27,-7.0,-244.0,1.0,0
28,-10.0,-242.0,4.0,0
29,-10.0,-245.0,1.0,0
30,-12.0,-248.0,3.0,0
31,-12.0,-249.0,7.0,0
32,-12.0,-249.0,5.0,0
33,-12.0,-254.0,5.0,0
34,-12.0,-255.0,8.0,0
35,-12.0,-251.0,7.0,0
36,-11.0,-256.0,12.0,0
37,-7.0,-258.0,6.0,0
38,-12.0,-256.0,5.0,0
39,-13.0,-257.0,4.0,0
40,-17.0,-255.0,4.0,0
41,-22.0,-254.0,6.0,0
42,-24.0,-255.0,-2.0,0
43,-23.0,-251.0,-3.0,0
44,-20.0,-250.0,0.0,0
45,-29.0,-252.0,-3.0,0
46,-32.0,-249.0,-2.0,0
47,-23.0,-250.0,1.0,0
48,-32.0,-252.0,1.0,0
49,-33.0,-248.0,1.0,0
50,-35.0,-250.0,3.0,0
51,-36.0,-242.0,4.0,0
52,-31.0,-243.0,7.0,0
53,-29.0,-243.0,6.0,0
54,-29.0,-242.0,7.0,0
55,-31.0,-242.0,10.0,0
56,-25.0,-243.0,12.0,0
57,-27.0,-241.0,13.0,0
58,-26.0,-239.0,11.0,0
59,-22.0,-242.0,14.0,0
60,-17.0,-244.0,12.0,0
61,-18.0,-245.0,18.0,0
62,-14.0,-245.0,15.0,0
63,-14.0,-247.0,14.0,0
64,-15.0,-247.0,13.0,0
65,-20.0,-240.0,5.0,0
66,-17.0,-246.0,3.0,0
67,-17.0,-246.0,8.0,0
68,-18.0,-249.0,3.0,0
69,-23.0,-239.0,0.0,0
70,-23.0,-244.0,4.0,0
71,-27.0,-241.0,7.0,0
72,-28.0,-240.0,3.0,0
73,-32.0,-241.0,8.0,0
74,-31.0,-244.0,3.0,0
75,-32.0,-245.0,2.0,0
76,-33.0,-243.0,5.0,0
77,-29.0,-244.0,4.0,0
78,-29.0,-241.0,1.0,0
79,-28.0,-237.0,-2.0,0
80,-24.0,-242.0,0.0,0
81,-23.0,-244.0,-3.0,0
82,-23.0,-244.0,-1.0,0
83,-21.0,-242.0,1.0,0
84,-23.0,-246.0,1.0,0
85,-18.0,-244.0,0.0,0
86,-22.0,-240.0,-4.0,0
87,-21.0,-241.0,1.0,0
88,-18.0,-244.0,-1.0,0
89,-20.0,-243.0,-1.0,0
90,-22.0,-242.0,-4.0,0
91,-15.0,-242.0,-2.0,0
92,-15.0,-243.0,-4.0,0
93,-15.0,-244.0,-5.0,0
94,-11.0,-237.0,0.0,0
95,-7.0,-245.0,-1.0,0
96,-4.0,-243.0,-1.0,0
97,-7.0,-245.0,-1.0,0
98,-4.0,-245.0,-5.0,0
99,-4.0,-247.0,0.0,0
100,-3.0,-250.0,-8.0,0
101,-1.0,-251.0,-6.0,0
102,1.0,-250.0,-5.0,0
103,1.0,-248.0,-9.0,0
104,4.0,-251.0,-10.0,0
105,10.0,-251.0,-12.0,0
106,12.0,-251.0,-12.0,0
107,15.0,-254.0,-9.0,0
108,20.0,-253.0,-12.0,0
109,29.0,-256.0,-9.0,0
110,28.0,-255.0,-8.0,0
111,29.0,-251.0,-6.0,0
112,25.0,-253.0,-7.0,0
113,36.0,-252.0,-3.0,0
114,38.0,-250.0,-1.0,0
115,38.0,-248.0,-4.0,0
116,40.0,-249.0,0.0,0
117,40.0,-251.0,3.0,0
118,40.0,-246.0,3.0,0
119,38.0,-247.0,3.0,0
120,37.0,-246.0,3.0,0
121,31.0,-243.0,7.0,0
122,30.0,-239.0,0.0,0
123,33.0,-242.0,3.0,0
124,37.0,-243.0,3.0,0
125,35.0,-244.0,0.0,0
126,27.0,-246.0,0.0,0
127,32.0,-250.0,1.0,0
128,24.0,-251.0,4.0,0
129,33.0,-255.0,10.0,0
