accelerometer_x,accelerometer_y,accelerometer_z,fall
3968,541,612,0
3967,542,611,0
3968,541,606,0
3967,544,609,0
3968,542,616,0
3964,543,617,0
3963,549,612,0
3960,555,605,0
3954,563,604,0
3949,570,597,0
3947,578,588,0
3944,588,581,0
3946,594,574,0
3947,587,581,0
3953,585,594,0
3960,586,598,0
3964,588,603,0
3971,591,604,0
3979,597,598,0
3988,602,582,0
3994,605,564,0
3999,605,552,0
4001,605,550,0
4004,604,551,0
4004,604,560,0
4003,604,572,0
4003,601,578,0
4000,602,575,0
3999,601,571,0
3999,599,561,0
4004,590,547,0
4009,579,534,0
4015,568,524,0
4023,560,513,0
4028,553,507,0
4026,554,513,0
4028,548,534,0
4026,547,552,0
4022,552,569,0
4021,554,578,0
4017,553,576,0
4019,547,571,0
4018,539,563,0
4015,530,560,0
4012,527,557,0
4008,524,561,0
3998,524,561,0
3989,520,566,0
3984,520,569,0
3983,516,569,0
3981,518,569,0
3984,519,566,0
3994,518,562,0
4002,520,562,0
4006,528,564,0
4008,530,571,0
4005,531,581,0
4004,531,584,0
4007,526,584,0
4007,522,583,0
4006,519,576,0
4007,515,569,0
4007,514,564,0
4001,514,564,0
4001,514,564,0
4004,520,561,0
4000,514,559,0
4002,517,554,0
4002,517,550,0
4004,515,551,0
4007,510,551,0
4005,512,550,0
4003,511,547,0
4002,514,549,0
3996,513,547,0
3998,510,551,0
4004,505,554,0
4007,500,553,0
4009,503,549,0
4006,501,545,0
4003,502,541,0
4003,504,539,0
3995,504,539,0
3989,500,537,0
3985,497,540,0
3984,499,537,0
3984,501,534,0
3984,502,530,0
3986,506,530,0
3991,511,528,0
3999,518,521,0
4006,527,520,0
4010,537,522,0
4020,548,528,0
4025,558,534,0
4025,567,539,0
4027,570,545,0
4029,567,546,0
4021,563,541,0
4019,559,538,0
4017,551,535,0
4008,546,531,0
3998,541,531,0
3989,547,531,0
3983,553,534,0
3977,557,539,0
3977,563,542,0
3979,563,546,0
3985,563,552,0
3995,562,553,0
4003,560,548,0
4014,559,544,0
4020,559,537,0
4022,553,536,0
4023,548,533,0
4019,546,530,0
4013,546,531,0
4006,541,526,0
3992,535,522,0
3979,528,523,0
3975,526,521,0
3972,527,522,0
3974,526,522,0
3980,527,525,0
3988,527,522,0
3998,532,512,0
4011,538,507,0
4017,544,500,0
4028,551,496,0
4033,559,503,0
4029,566,517,0
4021,569,541,0
4014,567,563,0
4006,568,585,0
4001,563,594,0
3997,550,590,0
3994,540,577,0
3988,528,555,0
3982,524,540,0
3975,516,524,0
3971,513,522,0
3970,516,525,0
3968,517,536,0
3965,520,546,0
3964,521,555,0
3961,526,563,0
3964,525,564,0
3964,526,558,0
3966,519,548,0
3968,518,538,0
3975,513,529,0
3983,511,523,0
3983,513,526,0
3990,516,531,0
3998,518,540,0
4004,517,544,0
4014,519,545,0
4021,517,543,0
4023,518,536,0
4023,522,529,0
4017,522,519,0
4015,523,516,0
4014,526,514,0
4009,533,508,0
4009,539,507,0
4011,546,511,0
4016,553,512,0
4020,562,517,0
4025,564,523,0
4021,570,524,0
4021,568,529,0
4019,571,531,0
4015,576,534,0
4011,576,531,0
4011,574,529,0
4011,570,522,0
4010,563,513,0
4010,560,508,0
4010,556,506,0
4008,558,506,0
4002,560,503,0
4001,564,505,0
3998,569,507,0
3993,574,508,0
3995,580,513,0
3992,583,523,0
3997,584,531,0
4004,584,541,0
4010,584,549,0
4018,587,552,0
4023,589,557,0
4028,590,555,0
4029,590,555,0
4026,592,553,0
4018,593,550,0
4009,591,553,0
3996,585,552,0
3982,581,554,0
3968,578,548,0
3960,572,547,0
3959,560,544,0
3962,550,541,0
3961,539,535,0
3962,529,528,0
3964,517,526,0
3972,507,526,0
3976,500,520,0
3979,493,518,0
3987,495,513,0
3990,492,510,0
4000,494,507,0
4005,499,507,0
4006,507,508,0
4009,515,512,0
4009,530,518,0
4009,544,523,0
4004,556,530,0
4005,570,534,0
4005,583,534,0
4007,595,528,0
4010,602,525,0
4013,610,525,0
4014,614,522,0
4020,618,522,0
4022,622,521,0
4021,623,524,0
4020,622,531,0
4014,616,542,0
4006,606,557,0
4002,597,558,0
4000,585,555,0
3999,577,544,0
3993,571,534,0
3987,568,524,0
3984,564,521,0
3974,560,521,0
3965,558,520,0
3958,558,515,0
3951,554,517,0
3949,555,522,0
