accelerometer_x,accelerometer_y,accelerometer_z,fall
4366,1742,-350,1
4619,1464,-269,1
4754,1183,-219,1
4954,900,-237,1
5143,705,-267,1
5301,612,-349,1
5421,621,-418,1
5542,677,-462,1
5664,823,-437,1
5671,1163,-259,1
5593,1533,-130,1
5547,1725,-185,1
5440,1886,-272,1
5310,1909,-429,1
5159,1787,-553,1
5019,1550,-652,1
4849,1298,-705,1
4655,1090,-734,1
4446,963,-682,1
4240,893,-550,1
4049,803,-393,1
3888,694,-246,1
3797,590,-114,1
3734,595,85,1
3746,701,296,1
3795,818,451,1
3866,896,535,1
3994,965,634,1
4192,1023,699,1
4499,1052,728,1
4826,1120,806,1
5142,1145,837,1
5379,1107,784,1
5595,997,661,1
5690,945,560,1
5669,935,415,1
5610,940,227,1
5501,1016,110,1
5478,1033,-68,1
5467,1068,-163,1
5456,1136,-219,1
5360,1265,-192,1
5133,1436,-169,1
4915,1547,-188,1
4710,1631,-209,1
4490,1711,-176,1
4263,1807,-76,1
4029,1895,-8,1
3813,1956,52,1
3651,1965,66,1
3504,1958,95,1
3373,1943,110,1
3262,1918,95,1
3183,1865,87,1
3155,1901,51,1
3066,1887,99,1
2931,1804,55,1
2849,1675,2,1
2762,1566,-34,1
2689,1492,-13,1
2617,1469,29,1
2616,1457,57,1
2635,1467,105,1
2661,1455,170,1
2679,1427,203,1
2705,1401,222,1
2695,1405,218,1
2667,1424,181,1
2639,1445,146,1
2645,1375,155,1
2671,1281,148,1
2684,1250,131,1
2697,1248,115,1
2694,1249,142,1
2673,1261,171,1
2657,1276,165,1
2640,1294,175,1
2633,1311,193,1
2586,1350,241,1
2577,1310,207,1
2601,1282,133,1
2550,1459,247,1
2497,1530,286,1
2550,1401,239,1
2612,1322,214,1
2752,1321,278,1
2659,1588,472,1
2676,1469,376,1
2749,1254,291,1
2797,1167,295,1
2827,1168,314,1
2865,1192,292,1
3013,1102,213,1
2865,1520,405,1
2828,1650,367,1
2906,1499,231,1
2974,1383,200,1
2986,1410,214,1
2964,1512,215,1
2939,1606,196,1
2968,1483,134,1
2735,1916,280,1
2682,2174,268,1
