accelerometer_x,accelerometer_y,accelerometer_z,fall
3816,1286,861,0
3829,1280,857,0
3831,1269,852,0
3835,1263,852,0
3840,1253,844,0
3847,1244,844,0
3847,1235,845,0
3849,1223,849,0
3846,1217,851,0
3843,1214,855,0
3838,1209,851,0
3832,1203,853,0
3826,1198,853,0
3816,1191,854,0
3807,1186,855,0
3798,1182,853,0
3793,1181,854,0
3790,1174,847,0
3784,1163,850,0
3786,1152,852,0
3786,1139,859,0
3788,1122,864,0
3788,1104,863,0
3792,1083,862,0
3797,1065,865,0
3797,1047,870,0
3803,1031,870,0
3807,1013,868,0
3813,992,862,0
3819,980,861,0
3819,978,865,0
3817,983,865,0
3819,989,866,0
3817,1006,868,0
3811,1020,875,0
3814,1037,882,0
3819,1053,888,0
3819,1068,894,0
3823,1078,897,0
3827,1085,899,0
3830,1085,902,0
3837,1081,908,0
3844,1073,909,0
3848,1059,906,0
3852,1046,901,0
3860,1028,897,0
3868,1010,890,0
3874,996,880,0
3879,986,871,0
3884,980,867,0
3890,978,867,0
3901,977,870,0
3910,983,870,0
3913,989,874,0
3914,1003,878,0
3914,1017,883,0
3909,1030,887,0
3901,1040,893,0
3888,1041,894,0
3864,1040,888,0
3847,1046,879,0
3837,1054,868,0
3840,1051,862,0
3845,1041,864,0
3845,1038,878,0
3847,1024,900,0
3849,1003,908,0
3846,1005,893,0
3832,1017,872,0
3820,1014,862,0
3817,989,861,0
3821,962,856,0
3824,950,847,0
3824,954,840,0
3819,977,847,0
3816,1014,867,0
3817,1034,887,0
3815,1042,915,0
3814,1048,936,0
3808,1043,930,0
3797,1036,911,0
3784,1033,886,0
3767,1036,865,0
3774,1020,851,0
3793,988,850,0
3805,957,861,0
3802,951,851,0
3797,981,827,0
3794,1004,831,0
3815,1002,838,0
3835,983,829,0
3866,958,797,0
3898,941,775,0
3937,916,764,0
3974,856,770,0
4027,776,789,0
4065,689,815,0
4075,654,851,0
4056,637,846,0
4015,628,820,0
3965,633,798,0
3913,653,792,0
3852,698,791,0
3781,760,799,0
3724,828,822,0
3688,897,854,0
3668,962,891,0
3656,1023,920,0
3653,1077,941,0
3656,1122,954,0
3669,1148,962,0
3686,1159,960,0
3721,1135,957,0
3760,1094,943,0
3803,1044,920,0
3834,1009,894,0
3861,979,874,0
3886,947,866,0
3899,911,875,0
3903,888,885,0
3895,867,890,0
3890,839,894,0
3886,802,891,0
3882,756,887,0
3882,719,878,0
3878,698,872,0
3877,685,867,0
3871,683,871,0
3863,686,873,0
3854,701,877,0
3840,730,875,0
3819,764,869,0
3804,804,861,0
3783,847,855,0
3769,885,856,0
3758,913,846,0
3746,936,841,0
3743,958,848,0
3751,969,857,0
3771,969,869,0
3794,963,875,0
3815,955,874,0
3842,951,870,0
3874,950,871,0
3901,947,873,0
3932,946,876,0
3958,955,881,0
3984,962,889,0
4004,972,899,0
4021,981,913,0
4034,992,925,0
4043,1000,933,0
4056,997,947,0
4055,985,959,0
4049,967,962,0
4034,940,963,0
4011,912,961,0
3980,886,954,0
3945,857,948,0
3910,821,941,0
3865,784,932,0
3831,744,918,0
3800,710,907,0
3776,677,899,0
3755,646,892,0
3740,617,886,0
3730,595,887,0
3723,578,884,0
3726,563,873,0
3737,551,860,0
3754,550,852,0
3779,550,845,0
3811,555,836,0
3846,563,831,0
3884,569,832,0
3921,582,833,0
3953,602,839,0
3984,622,837,0
4011,643,835,0
4035,667,840,0
4055,689,841,0
4069,711,850,0
4076,733,855,0
4074,752,856,0
4060,775,845,0
4034,788,828,0
3999,812,808,0
3961,836,799,0
3926,857,792,0
3893,879,800,0
3867,905,812,0
3846,932,827,0
3833,958,841,0
3825,981,846,0
3811,1007,853,0
3797,1033,849,0
3792,1064,852,0
3794,1089,853,0
3794,1109,858,0
3801,1124,862,0
3811,1138,867,0
3825,1151,869,0
3838,1159,870,0
3857,1155,870,0
3870,1155,875,0
3882,1145,872,0
3886,1135,868,0
3890,1117,867,0
3890,1098,863,0
3887,1077,856,0
3884,1054,852,0
3875,1028,846,0
3868,1001,839,0
3854,988,833,0
3848,977,835,0
3847,961,843,0
3851,944,855,0
3860,935,863,0
3869,925,868,0
3876,916,862,0
3879,910,858,0
3885,907,855,0
3895,899,856,0
3897,887,854,0
3901,878,849,0
3904,878,850,0
3905,875,847,0
3904,868,843,0
3908,858,840,0
3911,855,841,0
3908,860,845,0
3898,866,847,0
3889,881,845,0
3882,893,843,0
3874,901,846,0
3870,914,850,0
3867,922,853,0
3867,927,855,0
3879,927,859,0
3891,928,864,0
3898,928,867,0
3905,927,868,0
3903,932,870,0
3894,934,865,0
3885,935,860,0
3881,936,863,0
3868,940,864,0
3858,940,862,0
3846,937,862,0
3841,929,862,0
3838,928,861,0
3833,921,860,0
3829,914,858,0
3828,907,854,0
3833,897,856,0
