accelerometer_x,accelerometer_y,accelerometer_z,fall
2791,269,-354,0
2719,213,-277,0
2669,158,-234,0
2640,101,-229,0
2649,46,-262,0
2690,-14,-313,0
2757,-58,-351,0
2838,-90,-380,0
2937,-105,-394,0
3058,-115,-400,0
3187,-106,-396,0
3324,-66,-394,0
3469,-13,-404,0
3624,65,-394,0
3782,144,-375,0
3936,222,-348,0
4084,302,-298,0
4233,380,-241,0
4370,433,-189,0
4502,477,-157,0
4625,512,-160,0
4748,529,-168,0
4861,519,-173,0
4969,488,-186,0
5074,453,-223,0
5139,351,-262,0
5219,304,-298,0
5293,272,-352,0
5348,241,-410,0
5355,199,-441,0
5323,181,-451,0
5255,150,-450,0
5156,117,-441,0
5020,127,-466,0
4845,149,-491,0
4651,158,-502,0
4441,156,-511,0
4234,143,-504,0
4026,149,-492,0
3825,187,-471,0
3648,235,-417,0
3494,294,-344,0
3371,369,-263,0
3274,453,-175,0
3203,538,-93,0
3154,631,-22,0
3131,727,44,0
3130,814,109,0
3147,903,166,0
3182,982,217,0
3227,1057,250,0
3290,1093,283,0
3373,1119,285,0
3448,1139,278,0
3532,1144,275,0
3606,1153,261,0
3677,1121,267,0
3755,1066,242,0
3824,1039,199,0
3878,1003,138,0
3927,963,76,0
3967,906,32,0
3989,861,-3,0
3996,824,-37,0
3992,797,-82,0
3960,797,-134,0
3916,781,-160,0
3858,741,-143,0
3789,699,-115,0
3702,662,-97,0
3598,634,-91,0
3483,615,-87,0
3365,600,-68,0
3252,596,-41,0
3154,605,-19,0
3072,610,-2,0
3004,604,7,0
2951,588,22,0
2913,567,38,0
2888,536,52,0
2877,519,82,0
2890,500,124,0
2936,477,198,0
3030,448,297,0
3165,393,345,0
3317,328,343,0
3480,252,331,0
3641,198,356,0
3781,176,417,0
3889,163,503,0
3960,159,574,0
4022,145,597,0
4097,107,538,0
4197,53,415,0
4296,2,244,0
4361,-30,63,0
4376,-16,-88,0
4383,52,-172,0
4402,158,-180,0
4457,280,-124,0
4555,403,-41,0
4673,510,48,0
4793,597,112,0
4906,654,155,0
5005,688,188,0
5090,696,223,0
5155,681,263,0
5170,653,324,0
5135,621,401,0
5050,598,478,0
4917,587,546,0
4745,588,597,0
4546,623,627,0
4330,717,673,0
4133,852,758,0
3983,1013,899,0
3919,1176,1049,0
3958,1320,1118,0
4088,1426,1067,0
4288,1459,917,0
4529,1426,698,0
4748,1388,444,0
4941,1401,270,0
5134,1453,227,0
5387,1475,286,0
5735,1415,319,0
6124,1295,270,0
6480,1167,164,0
6705,1070,36,0
6775,978,-129,0
6711,854,-335,0
6486,728,-531,0
6065,634,-639,0
5501,601,-610,0
4959,599,-517,0
4551,575,-432,0
4316,495,-365,0
4188,370,-299,0
4108,235,-184,0
4037,130,-71,0
