accelerometer_x,accelerometer_y,accelerometer_z,fall
3866,-684,1184,0
3868,-685,1181,0
3863,-687,1181,0
3861,-689,1181,0
3863,-689,1177,0
3861,-694,1177,0
3855,-698,1177,0
3855,-700,1177,0
3860,-702,1180,0
3859,-704,1181,0
3860,-703,1183,0
3862,-703,1182,0
3865,-701,1176,0
3859,-697,1174,0
3857,-696,1167,0
3856,-691,1165,0
3861,-687,1163,0
3863,-686,1163,0
3870,-690,1165,0
3871,-691,1169,0
3873,-697,1176,0
3874,-705,1180,0
3873,-706,1184,0
3868,-710,1183,0
3861,-711,1183,0
3858,-713,1182,0
3854,-715,1184,0
3854,-715,1184,0
3853,-717,1185,0
3854,-714,1188,0
3853,-713,1188,0
3854,-711,1189,0
3852,-711,1189,0
3853,-707,1189,0
3854,-705,1191,0
3857,-707,1192,0
3852,-704,1195,0
3855,-699,1191,0
3859,-702,1193,0
3859,-701,1193,0
3862,-701,1190,0
3861,-698,1189,0
3861,-697,1191,0
3864,-695,1186,0
3862,-693,1185,0
3860,-693,1186,0
3859,-691,1179,0
3858,-693,1175,0
3859,-689,1175,0
3863,-687,1175,0
3859,-688,1171,0
3859,-682,1172,0
3859,-680,1174,0
3861,-681,1175,0
3860,-685,1173,0
3861,-686,1175,0
3861,-686,1174,0
3861,-688,1173,0
3864,-686,1171,0
3862,-687,1166,0
3860,-687,1164,0
3862,-691,1162,0
3861,-692,1162,0
3861,-696,1161,0
3857,-698,1156,0
3853,-701,1159,0
3856,-699,1158,0
3858,-700,1165,0
3866,-704,1175,0
3873,-705,1183,0
3864,-701,1191,0
3860,-705,1194,0
3855,-708,1190,0
3858,-719,1183,0
3860,-693,1192,0
3861,-698,1194,0
3859,-699,1195,0
3859,-698,1195,0
3856,-701,1195,0
3863,-699,1196,0
3868,-700,1190,0
3876,-703,1185,0
3878,-708,1181,0
3872,-706,1181,0
3865,-703,1182,0
3858,-704,1182,0
3859,-705,1182,0
3863,-707,1177,0
3865,-705,1177,0
3870,-704,1174,0
