accelerometer_x,accelerometer_y,accelerometer_z,fall
2065,837,527,0
2028,776,469,0
1956,703,451,0
1866,622,469,0
1772,542,518,0
1690,462,575,0
1627,396,639,0
1588,352,713,0
1594,325,786,0
1638,317,863,0
1725,320,932,0
1860,344,993,0
2027,374,1033,0
2229,405,1047,0
2445,446,1040,0
2671,474,986,0
2909,496,908,0
3136,536,822,0
3350,593,755,0
3534,651,698,0
3672,684,629,0
3768,677,564,0
3836,623,529,0
3877,537,523,0
3910,451,545,0
3927,392,601,0
3923,357,659,0
3895,374,793,0
3848,428,1025,0
3759,496,1297,0
3605,572,1586,0
3427,660,1935,0
3321,676,2262,0
3412,585,2449,0
3733,434,2407,0
4229,266,2173,0
4793,132,1810,0
5304,52,1367,0
5717,24,938,0
6016,60,650,0
6177,126,576,0
6174,137,598,0
6011,60,576,0
5706,-73,526,0
5303,-223,553,0
4875,-339,704,0
4515,-389,858,0
4228,-301,791,0
3912,-5,564,0
3646,404,393,0
3643,662,346,0
3935,715,364,0
4420,781,387,0
4986,1012,402,0
5584,1307,422,0
6150,1547,477,0
6633,1761,624,0
7041,1918,792,0
7399,1984,907,0
7646,2004,977,0
7676,2028,967,0
7453,2039,904,0
7034,2034,832,0
6521,1988,793,0
6017,1901,848,0
5570,1767,906,0
5210,1613,922,0
4962,1460,913,0
4851,1310,868,0
4806,1165,786,0
4775,1026,664,0
4728,917,523,0
4670,844,434,0
4609,832,427,0
4558,879,470,0
4515,960,543,0
4485,1047,618,0
4440,1154,663,0
4404,1284,714,0
4372,1416,772,0
4343,1536,827,0
4294,1636,856,0
4217,1710,849,0
4116,1740,802,0
3982,1730,724,0
3839,1681,632,0
3694,1611,557,0
3571,1528,512,0
3469,1441,502,0
3387,1351,520,0
3329,1258,553,0
3278,1168,585,0
3229,1088,601,0
3193,1034,597,0
3170,996,578,0
3160,964,558,0
3166,929,532,0
3178,893,501,0
3203,855,462,0
3217,829,415,0
3211,815,367,0
3191,804,322,0
3153,794,276,0
3095,791,222,0
3025,802,202,0
2952,806,205,0
2876,806,226,0
2792,821,254,0
2711,849,290,0
2638,891,345,0
2578,941,412,0
2527,1009,485,0
2487,1099,575,0
2474,1187,682,0
2481,1243,789,0
2505,1286,856,0
2543,1340,890,0
2589,1373,887,0
2650,1389,854,0
2703,1384,798,0
2745,1373,723,0
2770,1366,643,0
2790,1357,557,0
2803,1345,468,0
2807,1349,378,0
2796,1381,289,0
2779,1403,262,0
2741,1465,252,0
2698,1531,260,0
2636,1588,290,0
2559,1644,364,0
2476,1675,466,0
2389,1668,553,0
2289,1634,609,0
2173,1575,646,0
2073,1464,688,0
1975,1318,702,0
1885,1166,674,0
1833,1026,643,0
1836,920,603,0
1906,848,580,0
2033,822,561,0
2200,836,526,0
2376,890,486,0
2568,974,455,0
2764,1091,444,0
2974,1218,466,0
3186,1336,487,0
3370,1443,500,0
3506,1521,471,0
3597,1542,385,0
3642,1512,298,0
3666,1465,242,0
3659,1420,206,0
3619,1361,138,0
3575,1275,32,0
3563,1169,-15,0
3601,1064,30,0
3708,965,189,0
3861,868,420,0
4049,756,655,0
4285,638,882,0
4566,523,1095,0
4891,422,1254,0
5224,314,1341,0
5529,196,1342,0
