accelerometer_x,accelerometer_y,accelerometer_z,fall
3837,-3,12,0
3868,-16,3,0
3897,-43,2,0
3930,-91,27,0
3966,-156,67,0
4005,-228,128,0
4050,-315,188,0
4089,-413,230,0
4142,-528,270,0
4198,-655,317,0
4254,-792,366,0
4299,-940,425,0
4346,-1094,481,0
4381,-1253,522,0
4399,-1411,564,0
4406,-1559,604,0
4401,-1699,651,0
4387,-1822,695,0
4375,-1914,725,0
4361,-1971,731,0
4349,-1986,707,0
4346,-1956,658,0
4342,-1885,590,0
4339,-1778,505,0
4334,-1636,408,0
4318,-1467,312,0
4310,-1282,222,0
4308,-1099,134,0
4331,-913,59,0
4367,-732,-9,0
4419,-554,-81,0
4477,-377,-153,0
4532,-205,-228,0
4587,-46,-292,0
4640,108,-356,0
4693,247,-399,0
4737,358,-424,0
4774,426,-436,0
4808,441,-436,0
4822,396,-441,0
4825,298,-451,0
4809,160,-461,0
4771,1,-486,0
4716,-170,-522,0
4641,-352,-570,0
4553,-525,-614,0
4443,-696,-656,0
4311,-860,-688,0
4176,-1005,-703,0
4020,-1135,-704,0
3851,-1253,-702,0
3678,-1361,-692,0
3506,-1458,-677,0
3339,-1535,-652,0
3172,-1594,-621,0
3023,-1635,-581,0
2879,-1650,-537,0
2745,-1649,-494,0
2626,-1630,-449,0
2527,-1598,-412,0
2449,-1558,-390,0
2396,-1513,-389,0
2370,-1478,-401,0
2369,-1454,-414,0
2391,-1446,-407,0
2438,-1460,-382,0
2512,-1489,-342,0
2613,-1532,-284,0
2737,-1582,-207,0
2879,-1626,-118,0
3035,-1652,-28,0
3206,-1654,74,0
3393,-1625,168,0
3593,-1568,245,0
3811,-1486,298,0
4039,-1381,335,0
4284,-1247,365,0
4533,-1097,364,0
4779,-931,333,0
5014,-760,262,0
5235,-592,171,0
5447,-424,89,0
5634,-269,23,0
5790,-136,-28,0
5906,-33,-51,0
5958,28,-47,0
5930,41,-40,0
5829,13,-53,0
5668,-59,-67,0
5470,-159,-78,0
5244,-274,-83,0
5007,-397,-86,0
4766,-518,-88,0
4523,-624,-91,0
4301,-715,-90,0
4093,-786,-79,0
3910,-840,-67,0
3756,-888,-57,0
3629,-921,-45,0
3533,-950,-38,0
3470,-976,-32,0
3437,-994,-24,0
3420,-1003,-11,0
3423,-1006,-3,0
3443,-1005,2,0
3475,-1009,5,0
3514,-1017,8,0
3567,-1020,1,0
3613,-1019,-17,0
3655,-1009,-38,0
3693,-990,-55,0
3719,-963,-75,0
3739,-920,-87,0
3749,-867,-91,0
3745,-805,-85,0
3727,-739,-79,0
3702,-682,-77,0
3671,-631,-69,0
3632,-586,-54,0
3589,-556,-41,0
3548,-541,-22,0
3500,-533,8,0
3456,-528,47,0
3420,-537,99,0
3394,-553,157,0
3379,-576,222,0
3377,-609,278,0
3384,-650,328,0
3401,-695,375,0
3426,-740,418,0
3454,-789,452,0
3487,-837,472,0
3523,-883,474,0
3563,-920,469,0
3609,-945,463,0
3649,-962,463,0
3687,-964,464,0
3728,-955,455,0
3773,-936,447,0
3816,-910,450,0
3866,-880,452,0
3907,-847,442,0
3948,-814,429,0
3981,-786,407,0
3995,-766,355,0
3986,-756,273,0
3959,-758,180,0
3925,-770,89,0
3881,-784,15,0
3833,-793,-37,0
3788,-800,-64,0
3756,-802,-69,0
3738,-806,-53,0
3729,-811,-33,0
3729,-823,-10,0
3732,-842,13,0
3737,-869,38,0
3744,-914,72,0
3750,-969,109,0
3747,-1030,131,0
3735,-1087,139,0
3714,-1140,139,0
3692,-1192,133,0
3669,-1240,133,0
3654,-1267,128,0
3641,-1280,117,0
