accelerometer_x,accelerometer_y,accelerometer_z,fall
4037,-324,730,0
4040,-329,727,0
4041,-332,727,0
4039,-331,726,0
4036,-331,723,0
4037,-334,721,0
4042,-333,719,0
4043,-334,717,0
4042,-334,713,0
4039,-340,707,0
4036,-345,706,0
4031,-341,701,0
4031,-342,702,0
4031,-340,700,0
4034,-345,695,0
4028,-347,689,0
4023,-350,687,0
4020,-351,681,0
4020,-355,677,0
4018,-355,679,0
4016,-356,677,0
4017,-357,676,0
4016,-354,673,0
4014,-351,679,0
4023,-351,677,0
4018,-350,679,0
4021,-349,680,0
4024,-346,679,0
4021,-345,680,0
4018,-337,675,0
4015,-342,673,0
4016,-345,675,0
4019,-344,677,0
4017,-343,675,0
4014,-346,673,0
4019,-346,671,0
4026,-342,678,0
4022,-348,682,0
4026,-350,685,0
4021,-352,690,0
4019,-347,690,0
4018,-346,690,0
4018,-346,689,0
4027,-338,695,0
4040,-333,700,0
4050,-330,693,0
4055,-326,690,0
4059,-326,688,0
4066,-330,685,0
4068,-334,681,0
4070,-340,675,0
4070,-346,668,0
4072,-350,664,0
4076,-353,666,0
4072,-351,671,0
4073,-346,675,0
4066,-342,674,0
4059,-337,681,0
4050,-334,683,0
4048,-333,684,0
4035,-326,684,0
4026,-324,684,0
4024,-323,679,0
4020,-323,681,0
4017,-322,687,0
4019,-322,686,0
4021,-323,692,0
4021,-327,693,0
4018,-331,691,0
4016,-333,691,0
4016,-336,687,0
4013,-340,687,0
4009,-344,679,0
4014,-345,681,0
4017,-344,681,0
4021,-344,680,0
4024,-346,682,0
4031,-351,683,0
4033,-347,680,0
4037,-348,674,0
4039,-350,677,0
4040,-349,680,0
4041,-355,682,0
4042,-352,678,0
4035,-357,676,0
4033,-355,675,0
4032,-355,673,0
4034,-353,672,0
4034,-353,671,0
4030,-352,674,0
4032,-354,671,0
4032,-353,671,0
4035,-352,673,0
4039,-346,671,0
4037,-345,669,0
4034,-345,662,0
4034,-345,665,0
4035,-344,667,0
4039,-344,669,0
4043,-341,664,0
4042,-340,659,0
4041,-342,657,0
4039,-338,662,0
4039,-337,660,0
4042,-333,665,0
4042,-335,663,0
4042,-337,661,0
4044,-340,662,0
4043,-342,663,0
4042,-344,658,0
