accelerometer_x,accelerometer_y,accelerometer_z,fall
4609,963,363,0
4558,920,429,0
4511,853,489,0
4461,764,527,0
4424,652,543,0
4397,514,543,0
4372,363,515,0
4327,183,458,0
4286,4,401,0
4238,-155,353,0
4178,-302,317,0
4118,-438,290,0
4037,-553,274,0
3962,-640,279,0
3893,-705,312,0
3815,-744,348,0
3739,-758,383,0
3671,-743,413,0
3600,-685,451,0
3531,-603,478,0
3451,-506,503,0
3378,-405,533,0
3326,-303,571,0
3291,-195,614,0
3257,-100,651,0
3235,-1,694,0
3240,95,736,0
3252,184,773,0
3274,260,812,0
3299,324,831,0
3326,373,844,0
3371,415,858,0
3415,451,871,0
3451,482,881,0
3483,503,889,0
3505,519,890,0
3520,513,895,0
3538,493,905,0
3552,463,908,0
3563,429,910,0
3579,385,910,0
3598,331,901,0
3617,281,877,0
3633,231,845,0
3640,186,827,0
3648,146,814,0
3638,110,810,0
3629,75,810,0
3623,47,812,0
3620,36,811,0
3623,29,801,0
3634,26,768,0
3641,25,734,0
3662,19,711,0
3702,23,723,0
3761,44,809,0
3829,83,963,0
3898,130,1139,0
3958,172,1283,0
4005,206,1348,0
4039,235,1331,0
4052,274,1266,0
4053,326,1195,0
4040,371,1157,0
4020,412,1159,0
3990,438,1196,0
3950,452,1247,0
3894,447,1305,0
3825,427,1351,0
3747,401,1392,0
3663,382,1413,0
3579,370,1422,0
3503,369,1420,0
3436,384,1415,0
3385,412,1407,0
3349,442,1385,0
3328,464,1357,0
3309,494,1328,0
3285,525,1300,0
3268,557,1279,0
3258,580,1248,0
3256,594,1220,0
3262,604,1210,0
3282,608,1211,0
3314,607,1212,0
3355,604,1212,0
3405,593,1214,0
3463,576,1251,0
3536,548,1303,0
3625,514,1357,0
3746,465,1408,0
3904,409,1458,0
4122,362,1484,0
4415,312,1456,0
4756,263,1359,0
5108,216,1229,0
5424,175,1084,0
5671,136,949,0
5825,109,844,0
5895,84,749,0
5916,50,645,0
5909,1,517,0
5878,-64,386,0
5824,-111,319,0
5729,-112,363,0
5571,-67,489,0
5334,-5,621,0
5039,60,701,0
4698,140,754,0
4357,241,788,0
4037,326,791,0
3755,387,787,0
3530,410,811,0
3378,389,875,0
3310,327,958,0
3315,235,1004,0
3391,136,977,0
3544,37,905,0
3735,-40,822,0
3921,-94,757,0
4105,-151,736,0
4283,-224,735,0
4442,-317,703,0
4568,-434,654,0
4649,-557,635,0
4691,-688,617,0
4691,-800,554,0
4646,-891,448,0
4582,-965,323,0
4498,-1029,213,0
4416,-1078,142,0
4339,-1108,124,0
4255,-1115,146,0
4173,-1080,200,0
4076,-1017,283,0
3965,-900,388,0
3834,-727,456,0
3711,-526,492,0
3604,-307,507,0
3506,-87,469,0
3416,100,358,0
3335,255,227,0
3276,389,110,0
3237,489,-7,0
3208,554,-117,0
3185,610,-206,0
3176,642,-280,0
3179,649,-330,0
3206,635,-339,0
3260,608,-295,0
3333,576,-211,0
3413,523,-107,0
3504,453,7,0
3592,356,114,0
3675,251,207,0
3753,128,278,0
3834,-7,342,0
3926,-137,396,0
4011,-259,426,0
4080,-372,437,0
4134,-462,436,0
4174,-538,441,0
4218,-598,438,0
4243,-632,423,0
4256,-630,412,0
4252,-606,439,0
4240,-536,498,0
4223,-439,570,0
4214,-334,624,0
4220,-245,656,0
4228,-140,679,0
4237,-24,681,0
4239,100,672,0
4250,210,678,0
4260,306,697,0
4274,389,700,0
4272,462,686,0
4262,517,667,0
4246,538,656,0
4202,558,653,0
4141,577,645,0
4077,586,631,0
4029,585,619,0
3997,578,611,0
3982,561,593,0
3979,539,576,0
3987,516,564,0
4000,495,562,0
4007,460,577,0
4011,416,583,0
4008,370,584,0
4002,314,592,0
3996,253,602,0
3982,203,602,0
3962,164,581,0
3941,131,561,0
3934,114,573,0
3934,104,598,0
3931,92,598,0
3924,82,586,0
3920,76,578,0
3914,82,569,0
3902,97,568,0
3890,125,592,0
3886,162,629,0
3887,194,636,0
3890,213,610,0
3898,227,598,0
3905,241,609,0
3905,259,634,0
3905,269,646,0
3898,269,653,0
3889,260,666,0
3879,247,674,0
3868,232,688,0
3856,234,731,0
3840,236,769,0
3831,224,783,0
3818,204,766,0
3798,173,723,0
3771,141,674,0
3733,114,641,0
3681,82,613,0
3633,40,606,0
3594,-7,590,0
3569,-72,544,0
3559,-147,495,0
3561,-222,489,0
3572,-288,516,0
3573,-334,549,0
3566,-354,592,0
3543,-349,627,0
3512,-327,651,0
3468,-304,665,0
3430,-286,671,0
3395,-271,676,0
3362,-258,674,0
3332,-226,627,0
3314,-208,579,0
3295,-191,543,0
3270,-161,529,0
3227,-122,520,0
3182,-95,486,0
3134,-83,434,0
3091,-70,387,0
3049,-54,371,0
3010,-27,398,0
2975,8,451,0
2951,46,501,0
2945,92,551,0
2945,141,599,0
2953,194,617,0
2971,230,596,0
2995,247,547,0
3016,259,486,0
3034,261,429,0
3042,259,402,0
3051,255,411,0
3058,244,416,0
3054,228,395,0
3047,208,372,0
3034,170,353,0
3025,115,341,0
3017,52,349,0
3005,13,376,0
3000,10,381,0
2996,59,347,0
2986,148,286,0
2972,259,236,0
2957,359,217,0
2941,441,224,0
2929,504,246,0
2923,548,277,0
2924,568,307,0
2930,570,326,0
2941,563,329,0
2956,552,337,0
2966,538,376,0
2976,517,438,0
2989,497,509,0
3003,495,536,0
3011,538,471,0
3018,630,346,0
3021,738,250,0
3046,854,255,0
3090,953,348,0
3182,1004,462,0
3305,988,527,0
3463,898,528,0
3643,725,585,0
3843,513,726,0
4078,266,829,0
4369,-17,805,0
