accelerometer_x,accelerometer_y,accelerometer_z,fall
4019,-542,564,1
4014,-542,564,1
4016,-544,556,1
4015,-539,551,1
4012,-534,539,1
4005,-542,535,1
3986,-536,527,1
3989,-532,531,1
3972,-532,532,1
3961,-533,536,1
3970,-518,537,1
3975,-517,551,1
3963,-525,546,1
3970,-517,547,1
3972,-522,548,1
3980,-509,547,1
3984,-511,544,1
3980,-507,546,1
3983,-497,556,1
3992,-498,563,1
3998,-491,563,1
3999,-485,564,1
4001,-483,552,1
4005,-476,558,1
4001,-478,559,1
4007,-482,555,1
4006,-484,559,1
4003,-484,558,1
4007,-492,563,1
4010,-494,564,1
4014,-497,566,1
4014,-500,557,1
4005,-511,552,1
4002,-502,546,1
4010,-501,541,1
4009,-508,556,1
4010,-513,558,1
4017,-512,556,1
4017,-515,541,1
4029,-524,543,1
4019,-516,552,1
4014,-511,549,1
4017,-517,559,1
4013,-511,560,1
4010,-520,559,1
3999,-507,552,1
4006,-517,560,1
4007,-523,553,1
4004,-521,550,1
4007,-520,541,1
4005,-517,543,1
4007,-512,544,1
4013,-522,549,1
4016,-528,544,1
4012,-528,539,1
4011,-532,545,1
4012,-536,544,1
4000,-528,546,1
4006,-523,545,1
4001,-511,549,1
4005,-499,550,1
3990,-502,544,1
4003,-493,559,1
3994,-488,551,1
3995,-485,557,1
4007,-454,568,1
3995,-470,548,1
3999,-478,556,1
4007,-489,549,1
4011,-490,550,1
4013,-491,551,1
4013,-491,541,1
4016,-502,532,1
4021,-500,526,1
4017,-505,541,1
4012,-497,547,1
4008,-506,549,1
4006,-505,548,1
4003,-507,559,1
3997,-497,560,1
3996,-498,558,1
4018,-519,552,1
4018,-510,563,1
4004,-509,556,1
4010,-510,552,1
3994,-497,542,1
3993,-505,527,1
3996,-493,523,1
3990,-503,534,1
3984,-506,538,1
3987,-495,537,1
3986,-505,530,1
3986,-510,542,1
3983,-512,540,1
3989,-519,541,1
3998,-519,546,1
3992,-515,543,1
3984,-512,541,1
3991,-506,543,1
4001,-511,545,1
3997,-513,545,1
4000,-503,552,1
4000,-500,556,1
4006,-499,552,1
4007,-494,555,1
4013,-503,555,1
4008,-496,556,1
4007,-497,556,1
4003,-506,559,1
4004,-495,551,1
3988,-496,547,1
3995,-495,556,1
3997,-506,557,1
3991,-504,555,1
3999,-505,564,1
4001,-504,554,1
3998,-497,553,1
4006,-501,548,1
4000,-500,547,1
4001,-505,547,1
4004,-505,551,1
4001,-500,551,1
4008,-503,542,1
4005,-512,547,1
4008,-511,545,1
4006,-516,554,1
4006,-511,552,1
4005,-517,545,1
4008,-518,558,1
4007,-515,561,1
4005,-514,557,1
4004,-507,553,1
4006,-506,550,1
3994,-502,550,1
4001,-504,547,1
4002,-504,545,1
3991,-499,543,1
3997,-494,542,1
3994,-491,541,1
3989,-489,545,1
3988,-484,538,1
3988,-487,552,1
3990,-485,547,1
3996,-487,542,1
3998,-502,540,1
3998,-495,548,1
4002,-501,543,1
4007,-504,548,1
4006,-504,551,1
4003,-511,551,1
4004,-504,547,1
4012,-506,554,1
4011,-506,547,1
4012,-499,545,1
4006,-499,553,1
4009,-500,550,1
4005,-501,546,1
4012,-489,548,1
4014,-492,555,1
4016,-497,555,1
4016,-497,556,1
4004,-497,554,1
4010,-500,555,1
4010,-495,558,1
4009,-493,557,1
4003,-497,557,1
4007,-499,546,1
3999,-490,557,1
4002,-492,557,1
3999,-490,548,1
3999,-487,550,1
4003,-492,539,1
3991,-483,539,1
3991,-481,538,1
4004,-486,541,1
3998,-500,532,1
4027,-509,555,1
3992,-483,570,1
3983,-481,541,1
3989,-482,537,1
3991,-496,542,1
3996,-492,541,1
3996,-493,547,1
3993,-501,535,1
4006,-501,545,1
4001,-501,538,1
4003,-495,550,1
4006,-509,529,1
4012,-497,537,1
4013,-510,533,1
4005,-507,529,1
3998,-513,527,1
4005,-519,524,1
4003,-510,536,1
4005,-511,538,1
4002,-507,545,1
3993,-506,541,1
3997,-509,540,1
3993,-504,533,1
3995,-508,534,1
4007,-509,534,1
4011,-517,539,1
4011,-515,538,1
4016,-509,534,1
4013,-510,537,1
4028,-510,539,1
4016,-501,531,1
4014,-514,530,1
4012,-508,534,1
4017,-507,531,1
4000,-517,533,1
3975,-519,539,1
4007,-512,529,1
3995,-520,547,1
4003,-511,558,1
4004,-515,550,1
3994,-503,546,1
4004,-511,535,1
4000,-507,535,1
4005,-500,542,1
3995,-504,532,1
3993,-499,544,1
4001,-500,531,1
4011,-487,542,1
4029,-481,556,1
4003,-496,547,1
4018,-493,548,1
4012,-494,545,1
4015,-471,538,1
3995,-533,517,1
3974,-508,530,1
3981,-515,528,1
3997,-506,524,1
4006,-513,530,1
4027,-516,527,1
4012,-514,527,1
4003,-508,544,1
4016,-510,531,1
4019,-500,531,1
4022,-509,531,1
4020,-528,531,1
3998,-515,532,1
4007,-509,530,1
4014,-512,528,1
4015,-507,534,1
4016,-498,526,1
4017,-504,529,1
4012,-504,539,1
4014,-495,530,1
4012,-497,543,1
4005,-495,539,1
4014,-499,537,1
4009,-489,536,1
4019,-496,532,1
3966,-486,551,1
4011,-491,515,1
4027,-484,534,1
4035,-487,547,1
4025,-497,545,1
4011,-492,542,1
4001,-491,542,1
4003,-490,546,1
4006,-492,545,1
3999,-494,540,1
3992,-490,533,1
4006,-490,534,1
4009,-503,539,1
4007,-486,548,1
4007,-486,547,1
4010,-479,544,1
4013,-481,541,1
4018,-477,546,1
4011,-474,545,1
4008,-481,545,1
3999,-472,548,1
4006,-482,541,1
4013,-484,529,1
4055,-440,586,1
3995,-498,526,1
3986,-477,540,1
3990,-497,539,1
3996,-486,542,1
4006,-494,541,1
4006,-493,536,1
4011,-483,538,1
4007,-487,526,1
4013,-490,532,1
4015,-493,530,1
4014,-492,534,1
4012,-495,535,1
4013,-492,530,1
4013,-489,535,1
4013,-484,531,1
4010,-487,533,1
4007,-487,539,1
4010,-475,540,1
4011,-474,527,1
4005,-478,529,1
4004,-473,529,1
4001,-475,537,1
4006,-477,536,1
4002,-477,533,1
4001,-476,535,1
4006,-487,543,1
4005,-485,535,1
4004,-491,538,1
4002,-485,541,1
3997,-488,537,1
