accelerometer_x,accelerometer_y,accelerometer_z,fall
3642,143,853,0
3562,-43,807,0
3484,-200,793,0
3407,-357,788,0
3331,-485,801,0
3268,-604,810,0
3210,-694,817,0
3162,-740,820,0
3123,-778,801,0
3100,-798,777,0
3074,-793,758,0
3046,-787,734,0
3022,-772,717,0
3000,-742,699,0
2976,-705,677,0
2957,-654,661,0
2953,-608,657,0
2964,-562,668,0
2995,-523,693,0
3040,-482,729,0
3090,-430,781,0
3153,-374,848,0
3211,-332,920,0
3254,-297,984,0
3278,-277,1038,0
3291,-278,1065,0
3292,-291,1094,0
3261,-306,1130,0
3216,-313,1170,0
3166,-325,1206,0
3119,-330,1238,0
3060,-329,1257,0
3009,-311,1266,0
2974,-301,1253,0
2950,-303,1219,0
2929,-303,1159,0
2914,-294,1090,0
2908,-287,1033,0
2897,-289,980,0
2900,-291,943,0
2922,-322,919,0
2967,-406,890,0
3043,-521,850,0
3148,-650,813,0
3272,-792,773,0
3408,-938,728,0
3559,-1090,679,0
3719,-1242,623,0
3881,-1398,582,0
4020,-1527,567,0
4162,-1640,558,0
4317,-1747,584,0
4479,-1808,688,0
4635,-1831,859,0
4796,-1816,1097,0
4948,-1802,1357,0
5086,-1794,1581,0
5197,-1801,1742,0
5252,-1797,1841,0
5239,-1751,1877,0
5147,-1632,1900,0
4992,-1476,1942,0
4791,-1289,1961,0
4562,-1089,1931,0
4326,-875,1859,0
4099,-675,1729,0
3909,-535,1541,0
3773,-457,1309,0
3697,-430,1042,0
3709,-459,757,0
3866,-577,477,0
4182,-842,238,0
4622,-1137,76,0
5127,-1352,21,0
5688,-1517,12,0
6299,-1699,-16,0
6925,-1922,-93,0
7511,-2180,-204,0
7982,-2432,-296,0
8287,-2631,-331,0
8397,-2783,-347,0
8280,-2869,-341,0
7927,-2821,-287,0
7343,-2559,-189,0
6633,-2226,-166,0
5883,-1912,-182,0
5180,-1686,-222,0
4562,-1525,-261,0
4028,-1389,-252,0
3571,-1258,-206,0
3176,-1130,-126,0
2838,-1002,-17,0
2561,-863,108,0
2323,-724,211,0
2112,-579,283,0
1914,-437,271,0
1721,-283,155,0
1556,-138,-27,0
1438,5,-224,0
1400,150,-404,0
1461,273,-536,0
1607,330,-622,0
1842,338,-628,0
2153,272,-586,0
2509,162,-518,0
2885,19,-432,0
3250,-148,-322,0
3598,-330,-223,0
3904,-522,-127,0
4169,-736,-49,0
4392,-983,25,0
4584,-1283,79,0
4716,-1602,122,0
4776,-1909,149,0
4775,-2193,178,0
4709,-2421,212,0
4587,-2569,266,0
4430,-2623,352,0
4239,-2560,460,0
4051,-2475,543,0
3873,-2381,602,0
3708,-2314,630,0
3555,-2275,633,0
3415,-2248,615,0
3289,-2204,583,0
3175,-2146,530,0
3067,-2072,454,0
2972,-1979,360,0
2913,-1854,275,0
2883,-1701,209,0
2881,-1530,164,0
2908,-1347,127,0
2968,-1161,108,0
3060,-989,95,0
3166,-835,97,0
3267,-709,110,0
3375,-639,103,0
3482,-606,94,0
3582,-599,77,0
3675,-610,63,0
3750,-636,59,0
3804,-657,67,0
3851,-684,69,0
3883,-716,70,0
3909,-746,96,0
3929,-774,154,0
3942,-789,238,0
3946,-807,320,0
3932,-810,418,0
3897,-794,501,0
3839,-781,563,0
3762,-758,599,0
3663,-740,617,0
3566,-719,626,0
3464,-669,629,0
3359,-592,622,0
3258,-479,614,0
3164,-352,603,0
3081,-222,588,0
3014,-111,543,0
2958,3,509,0
2932,130,515,0
2943,243,548,0
2981,350,612,0
3051,408,662,0
3140,412,698,0
3243,375,726,0
3353,322,769,0
3463,253,810,0
3578,185,856,0
3698,115,915,0
3834,52,1012,0
3975,-12,1126,0
