accelerometer_x,accelerometer_y,accelerometer_z,fall
4682,98,1681,0
4630,161,1686,0
4579,198,1699,0
4517,238,1706,0
4455,253,1685,0
4368,310,1697,0
4272,370,1691,0
4183,436,1671,0
4102,490,1636,0
4017,545,1603,0
3934,591,1567,0
3865,637,1530,0
3816,664,1499,0
3765,687,1465,0
3733,698,1438,0
3724,713,1433,0
3691,716,1406,0
3693,661,1383,0
3689,618,1374,0
3696,577,1366,0
3690,523,1356,0
3694,458,1345,0
3700,402,1349,0
3713,363,1361,0
3700,342,1362,0
3682,317,1358,0
3680,289,1357,0
3656,278,1345,0
3637,274,1340,0
3601,295,1337,0
3570,316,1334,0
3540,331,1333,0
3533,339,1342,0
3516,353,1357,0
3498,349,1371,0
3488,343,1379,0
3478,353,1389,0
3476,353,1383,0
3485,320,1382,0
3490,287,1386,0
3504,257,1397,0
3518,229,1401,0
3541,213,1398,0
3568,202,1396,0
3597,190,1389,0
3621,187,1378,0
3649,185,1364,0
3679,184,1355,0
3711,184,1350,0
3736,181,1341,0
3761,188,1340,0
3786,196,1331,0
3812,203,1327,0
3836,206,1319,0
3857,208,1308,0
3879,208,1298,0
3902,215,1289,0
3920,218,1278,0
3934,222,1271,0
3946,224,1271,0
3960,236,1266,0
3973,251,1262,0
3985,256,1255,0
3994,263,1256,0
4013,259,1255,0
4028,254,1256,0
4040,266,1259,0
4051,261,1259,0
4062,253,1259,0
4075,242,1257,0
4087,223,1251,0
4094,208,1247,0
4103,180,1243,0
4120,170,1243,0
4126,178,1239,0
4114,176,1234,0
4098,159,1220,0
4095,142,1219,0
4084,145,1219,0
4063,170,1220,0
4036,186,1221,0
4011,194,1232,0
3995,204,1245,0
3982,200,1252,0
3973,199,1252,0
3964,199,1249,0
3953,202,1249,0
3938,220,1252,0
3910,239,1248,0
3894,238,1251,0
3888,229,1253,0
3883,235,1256,0
3863,239,1261,0
3853,237,1265,0
3845,235,1276,0
3846,241,1283,0
3850,241,1296,0
3856,244,1299,0
3853,240,1295,0
3853,235,1295,0
3850,230,1300,0
3854,212,1300,0
3854,201,1300,0
3857,194,1295,0
3855,175,1289,0
3852,156,1280,0
3849,131,1271,0
3848,110,1264,0
3847,97,1265,0
3840,91,1268,0
3833,92,1270,0
3825,92,1261,0
3820,87,1255,0
3824,93,1259,0
3828,95,1254,0
3832,95,1248,0
3843,101,1248,0
3855,96,1248,0
3863,83,1245,0
3867,84,1241,0
3865,93,1234,0
3863,98,1228,0
3865,96,1223,0
3869,84,1218,0
3874,82,1215,0
3875,59,1206,0
3876,46,1199,0
3874,46,1200,0
3875,40,1196,0
3884,37,1194,0
3896,40,1189,0
3906,49,1185,0
3913,47,1186,0
3930,37,1183,0
3940,41,1182,0
3947,45,1181,0
3951,42,1179,0
3959,30,1176,0
3965,26,1177,0
3968,32,1178,0
3973,29,1176,0
3973,21,1168,0
3973,12,1162,0
3973,11,1159,0
3975,8,1158,0
3972,16,1160,0
3962,24,1161,0
3955,31,1167,0
3945,39,1173,0
3943,40,1176,0
3945,42,1183,0
3943,56,1186,0
3941,59,1183,0
3940,62,1182,0
3941,67,1184,0
3944,60,1189,0
3944,57,1195,0
3943,63,1199,0
3941,77,1195,0
3946,74,1197,0
3952,70,1198,0
3952,67,1198,0
3952,69,1194,0
3949,83,1189,0
3946,87,1193,0
3946,86,1201,0
3953,67,1200,0
3955,60,1203,0
3951,66,1200,0
3950,75,1200,0
3948,72,1206,0
3948,73,1216,0
3942,71,1212,0
3933,74,1207,0
3929,76,1207,0
3925,76,1217,0
3928,77,1223,0
3937,81,1236,0
3942,78,1258,0
3946,82,1284,0
3940,95,1292,0
3931,89,1281,0
3906,92,1265,0
3874,89,1245,0
3834,84,1227,0
3812,88,1220,0
3812,80,1222,0
3820,71,1227,0
3840,71,1238,0
3861,66,1239,0
3873,59,1239,0
3878,43,1223,0
3878,39,1209,0
3881,29,1197,0
3883,15,1187,0
3890,11,1177,0
3899,5,1172,0
3908,2,1174,0
3921,-1,1178,0
3933,-5,1178,0
3942,-9,1182,0
3947,-7,1178,0
3950,-19,1172,0
3952,-24,1172,0
3953,-33,1174,0
3955,-42,1180,0
3950,-45,1184,0
3948,-53,1190,0
3944,-50,1197,0
3938,-50,1197,0
3929,-57,1196,0
3925,-59,1197,0
3921,-66,1198,0
3918,-63,1194,0
3909,-53,1190,0
3908,-50,1187,0
3912,-45,1193,0
3922,-40,1198,0
3933,-35,1205,0
3943,-33,1201,0
3949,-34,1206,0
3954,-31,1209,0
3962,-29,1207,0
3967,-19,1205,0
3968,-16,1203,0
3965,-10,1208,0
3964,4,1213,0
3967,10,1214,0
3964,13,1218,0
3959,20,1216,0
3956,27,1211,0
3951,34,1206,0
3942,36,1202,0
3939,32,1197,0
3930,34,1196,0
3926,29,1200,0
3924,28,1199,0
3925,24,1197,0
3927,19,1194,0
3927,24,1188,0
3930,16,1188,0
3932,17,1189,0
3925,10,1182,0
3923,6,1176,0
3919,0,1171,0
3914,-5,1167,0
3911,-10,1163,0
3913,-20,1158,0
3910,-29,1160,0
3914,-40,1157,0
3911,-46,1159,0
3899,-52,1158,0
3890,-56,1158,0
3885,-53,1159,0
3877,-52,1163,0
3867,-43,1168,0
3862,-44,1176,0
3863,-44,1176,0
3864,-39,1176,0
3871,-43,1179,0
3876,-35,1178,0
3880,-36,1182,0
3890,-34,1183,0
3906,-32,1180,0
3921,-30,1182,0
3937,-28,1183,0
3947,-30,1177,0
3958,-36,1174,0
3968,-34,1172,0
3971,-37,1166,0
3967,-39,1165,0
3958,-31,1163,0
3952,-28,1160,0
3948,-21,1161,0
3942,-21,1165,0
3941,-29,1171,0
3932,-28,1176,0
3925,-33,1182,0
3922,-42,1188,0
3920,-49,1195,0
3916,-51,1194,0
3921,-60,1192,0
3920,-69,1189,0
3919,-77,1182,0
3921,-79,1175,0
3920,-88,1168,0
3921,-86,1165,0
3923,-88,1160,0
3928,-88,1156,0
3935,-84,1155,0
3943,-82,1152,0
3947,-75,1153,0
3951,-76,1146,0
3948,-75,1139,0
3948,-72,1132,0
3947,-68,1128,0
3950,-68,1127,0
3945,-64,1126,0
3945,-64,1126,0
3945,-57,1125,0
3948,-56,1126,0
3948,-53,1128,0
3948,-56,1119,0
3949,-58,1115,0
3956,-40,1122,0
3955,-39,1119,0
