accelerometer_x,accelerometer_y,accelerometer_z,fall
4026,210,286,1
4000,222,289,1
3995,229,303,1
4003,264,304,1
4057,216,286,1
4072,256,297,1
4077,253,297,1
4063,268,319,1
4052,265,333,1
4060,257,343,1
4050,285,344,1
4079,227,329,1
4049,252,320,1
4042,275,309,1
4058,289,298,1
4042,312,286,1
4074,261,281,1
4076,279,284,1
4065,274,255,1
4037,296,276,1
4050,313,286,1
4061,313,292,1
4047,325,306,1
4074,256,316,1
4073,282,303,1
4094,274,313,1
4061,268,276,1
4091,275,306,1
4083,282,321,1
4053,272,311,1
4018,266,285,1
4040,266,307,1
4039,266,263,1
4020,249,239,1
4023,275,252,1
4023,237,227,1
4037,247,221,1
4044,253,235,1
4085,249,232,1
4101,241,232,1
4101,243,230,1
4099,234,233,1
4087,235,246,1
4094,221,242,1
4097,237,245,1
4092,247,250,1
4049,279,262,1
4057,224,234,1
4067,267,245,1
4077,256,245,1
4083,284,237,1
4090,268,204,1
4077,277,188,1
4078,258,182,1
4035,287,177,1
4082,230,176,1
4094,252,190,1
4143,275,221,1
4099,252,164,1
4148,239,206,1
4099,251,182,1
4041,259,183,1
4020,249,198,1
3983,340,214,1
4016,249,215,1
4016,289,219,1
4013,322,222,1
4046,282,184,1
4050,271,199,1
4062,288,215,1
4044,284,207,1
4049,306,198,1
4062,296,177,1
4076,300,167,1
4086,281,200,1
4084,297,198,1
4070,314,187,1
4099,239,182,1
4414,297,354,1
4009,328,157,1
4095,190,130,1
4034,296,179,1
4014,263,163,1
4014,261,198,1
4044,267,179,1
4063,250,200,1
4068,271,198,1
4097,192,172,1
4083,188,157,1
4094,220,158,1
4050,231,187,1
4027,203,136,1
4048,213,121,1
4062,205,128,1
4062,218,136,1
4049,255,169,1
4084,235,197,1
4065,258,194,1
4035,317,223,1
4078,260,196,1
4078,243,215,1
4078,240,205,1
4083,261,204,1
4094,266,194,1
4086,231,169,1
4086,232,173,1
4085,242,211,1
4067,232,202,1
4079,206,191,1
4072,206,196,1
4077,198,166,1
4034,268,173,1
4081,198,143,1
4088,240,192,1
4088,236,195,1
4092,248,196,1
4088,252,165,1
4077,272,148,1
4087,274,133,1
4078,289,143,1
4089,292,140,1
4070,307,137,1
4073,332,148,1
4080,358,162,1
4095,357,176,1
4100,366,195,1
4101,365,207,1
4101,342,207,1
4102,331,209,1
4104,326,192,1
4097,310,170,1
4085,300,161,1
4030,385,188,1
4057,265,83,1
4071,313,158,1
4052,295,128,1
4043,286,108,1
4041,281,124,1
4007,285,98,1
4029,269,123,1
4054,301,118,1
4051,268,101,1
4041,282,106,1
4029,345,146,1
4070,271,138,1
4070,310,117,1
4058,297,132,1
4263,210,161,1
3968,348,-92,1
3908,235,87,1
4007,311,156,1
4051,315,145,1
4007,317,74,1
4021,338,74,1
4039,404,101,1
4051,371,61,1
4026,405,72,1
4035,410,97,1
4023,363,88,1
4036,386,137,1
4020,381,122,1
4041,359,167,1
4071,334,185,1
4074,351,197,1
4058,316,182,1
4052,337,191,1
