accelerometer_x,accelerometer_y,accelerometer_z,fall
3150,-544,-173,0
3162,-539,-196,0
3181,-543,-238,0
3226,-568,-262,0
3278,-595,-282,0
3334,-613,-306,0
3408,-631,-311,0
3495,-643,-309,0
3558,-644,-336,0
3590,-639,-392,0
3602,-637,-467,0
3613,-632,-532,0
3624,-612,-564,0
3641,-572,-564,0
3657,-527,-532,0
3674,-474,-473,0
3674,-405,-413,0
3664,-321,-349,0
3640,-245,-287,0
3600,-173,-225,0
3561,-108,-188,0
3516,-55,-165,0
3488,-26,-131,0
3472,-9,-88,0
3458,3,-60,0
3441,15,-55,0
3434,28,-38,0
3443,27,-10,0
3481,2,29,0
3529,-55,62,0
3582,-138,67,0
3621,-234,57,0
3661,-342,52,0
3701,-454,52,0
3746,-568,51,0
3790,-679,59,0
3849,-784,86,0
3897,-869,103,0
3941,-926,102,0
3986,-972,82,0
4027,-1004,44,0
4060,-1041,4,0
4081,-1062,-21,0
4092,-1062,-24,0
4101,-1049,-1,0
4104,-1036,48,0
4095,-1008,87,0
4057,-982,110,0
4016,-955,137,0
3967,-933,146,0
3914,-898,144,0
3872,-849,157,0
3849,-792,182,0
3835,-722,191,0
3846,-654,204,0
3886,-586,225,0
3946,-523,226,0
4028,-460,217,0
4136,-394,204,0
4269,-318,184,0
4430,-232,156,0
4608,-142,133,0
4781,-52,74,0
4948,31,-26,0
5105,92,-188,0
5250,118,-412,0
5417,84,-631,0
5626,-3,-789,0
5891,-149,-838,0
6198,-344,-772,0
6492,-585,-653,0
6712,-887,-542,0
6819,-1221,-461,0
6802,-1535,-418,0
6686,-1757,-418,0
6511,-1850,-436,0
6326,-1786,-441,0
6153,-1541,-414,0
6015,-1108,-327,0
5924,-543,-199,0
5878,86,-64,0
5852,727,65,0
5838,1336,157,0
5821,1860,206,0
5783,2284,211,0
5722,2576,187,0
5641,2732,137,0
5537,2756,56,0
5401,2658,-80,0
5239,2475,-265,0
5074,2243,-446,0
4929,1996,-587,0
4813,1763,-652,0
4735,1548,-635,0
4694,1339,-582,0
4673,1088,-520,0
4671,828,-461,0
4650,553,-435,0
4632,260,-427,0
4601,-48,-448,0
4576,-332,-446,0
4562,-585,-386,0
4543,-801,-320,0
4516,-1001,-264,0
4472,-1190,-255,0
4404,-1364,-283,0
4323,-1501,-314,0
4229,-1567,-332,0
4140,-1573,-329,0
4049,-1525,-298,0
3971,-1434,-225,0
3919,-1305,-115,0
3874,-1160,-8,0
3825,-1023,73,0
3769,-915,100,0
3692,-843,81,0
3628,-792,61,0
3590,-745,53,0
3569,-696,49,0
3573,-651,65,0
3589,-606,84,0
3608,-556,104,0
3621,-502,119,0
3626,-441,135,0
3627,-366,148,0
3598,-278,133,0
3547,-180,100,0
3475,-76,82,0
3401,35,95,0
3319,156,137,0
3238,279,185,0
3153,402,231,0
3070,513,283,0
2995,612,340,0
2933,680,386,0
2866,726,404,0
2813,745,405,0
2767,743,404,0
2723,739,413,0
2680,715,438,0
2644,671,454,0
2623,599,452,0
2618,501,443,0
2627,376,431,0
2634,248,428,0
2635,139,421,0
2632,58,411,0
2614,-17,412,0
2586,-75,417,0
2552,-112,418,0
2514,-113,427,0
2472,-79,450,0
2445,-33,483,0
2441,5,534,0
2466,47,590,0
2512,88,653,0
2570,138,718,0
2640,173,770,0
2716,198,788,0
2802,204,788,0
2895,191,776,0
2999,169,771,0
3116,138,778,0
3245,112,812,0
3380,95,865,0
3519,82,930,0
3643,75,1002,0
3753,74,1067,0
3855,76,1127,0
3928,78,1172,0
3971,73,1203,0
3991,63,1218,0
3986,52,1236,0
3968,46,1259,0
3940,35,1275,0
3887,26,1292,0
3816,9,1299,0
3751,-30,1307,0
3707,-79,1322,0
3691,-138,1366,0
3709,-190,1448,0
3739,-243,1525,0
3768,-319,1581,0
3796,-415,1608,0
3814,-515,1618,0
3830,-617,1621,0
3838,-719,1632,0
3841,-813,1659,0
3835,-894,1697,0
3822,-953,1734,0
3786,-995,1765,0
3744,-1032,1793,0
3690,-1074,1822,0
3624,-1103,1846,0
3552,-1137,1871,0
3479,-1176,1891,0
3407,-1220,1898,0
3329,-1260,1900,0
3269,-1295,1905,0
3243,-1342,1922,0
3228,-1375,1907,0
3203,-1384,1833,0
3183,-1371,1710,0
3199,-1360,1591,0
3309,-1363,1607,0
3522,-1340,1736,0
