accelerometer_x,accelerometer_y,accelerometer_z,fall
2472,-3220,-698,0
2472,-3223,-701,0
2471,-3228,-702,0
2473,-3231,-706,0
2475,-3236,-706,0
2473,-3237,-706,0
2471,-3233,-700,0
2468,-3234,-703,0
2466,-3236,-700,0
2465,-3230,-695,0
2466,-3227,-700,0
2467,-3233,-699,0
2464,-3235,-701,0
2469,-3234,-703,0
2468,-3234,-706,0
2467,-3235,-708,0
2470,-3240,-707,0
2468,-3242,-704,0
2473,-3238,-704,0
2475,-3248,-716,0
2472,-3259,-731,0
2469,-3262,-738,0
2467,-3258,-738,0
2462,-3254,-736,0
2454,-3254,-738,0
2448,-3253,-738,0
2443,-3252,-734,0
2443,-3247,-731,0
2446,-3247,-722,0
2446,-3252,-726,0
2446,-3259,-729,0
2450,-3258,-730,0
2452,-3256,-733,0
2451,-3251,-730,0
2454,-3251,-726,0
2458,-3248,-718,0
2458,-3245,-713,0
2461,-3240,-705,0
2459,-3237,-699,0
2459,-3242,-698,0
2454,-3241,-701,0
2448,-3238,-703,0
2441,-3238,-702,0
2436,-3236,-707,0
2434,-3233,-708,0
2432,-3235,-712,0
2434,-3231,-713,0
2434,-3233,-714,0
2436,-3234,-714,0
2438,-3235,-713,0
2437,-3239,-711,0
2437,-3241,-715,0
2441,-3244,-716,0
2443,-3244,-720,0
2443,-3244,-719,0
2442,-3244,-719,0
2440,-3245,-723,0
2440,-3264,-731,0
2445,-3269,-736,0
2440,-3262,-736,0
2439,-3255,-729,0
2437,-3251,-729,0
2439,-3254,-728,0
2439,-3260,-732,0
2440,-3268,-735,0
2439,-3283,-746,0
2439,-3287,-749,0
2439,-3277,-744,0
2439,-3266,-736,0
2435,-3262,-735,0
2429,-3263,-738,0
2430,-3268,-748,0
2433,-3271,-754,0
2434,-3274,-759,0
2437,-3271,-759,0
2438,-3264,-753,0
2439,-3257,-749,0
2440,-3252,-744,0
2446,-3253,-740,0
2449,-3250,-732,0
2452,-3248,-722,0
2453,-3245,-714,0
2451,-3246,-712,0
2447,-3249,-708,0
2444,-3247,-706,0
2441,-3246,-705,0
2437,-3245,-706,0
2437,-3247,-708,0
2438,-3245,-704,0
2438,-3247,-706,0
2435,-3251,-715,0
2434,-3250,-717,0
