accelerometer_x,accelerometer_y,accelerometer_z,fall
1031,-1115,101,1
759,-1072,217,1
482,-975,412,1
196,-815,587,1
-89,-684,657,1
-314,-619,651,1
-468,-547,591,1
-550,-508,470,1
-530,-584,287,1
-498,-662,80,1
-443,-746,-4,1
-402,-806,-4,1
-361,-860,50,1
-316,-908,106,1
-262,-904,192,1
-199,-871,214,1
-145,-762,73,1
-89,-601,-216,1
-2,-368,-563,1
160,-98,-830,1
436,156,-939,1
786,456,-897,1
1241,772,-623,1
1796,1111,-67,1
2418,1491,505,1
3172,1884,985,1
3937,2317,1249,1
4704,2836,1252,1
5531,3320,1199,1
6310,4078,1112,1
7098,4674,990,1
7818,4723,680,1
8318,4557,243,1
8803,3461,-155,1
8993,2047,-498,1
8852,821,-500,1
8459,-89,-282,1
7872,-812,-28,1
7159,-452,521,1
6435,-26,1003,1
5849,-132,1090,1
5313,-336,991,1
4880,-535,978,1
4499,-635,894,1
4248,-457,903,1
4132,-204,975,1
4296,-196,1055,1
4837,-42,1214,1
5482,439,1504,1
6037,823,1758,1
6410,1183,1936,1
6635,1649,2234,1
6821,1883,2417,1
6893,1859,2334,1
6815,1754,2104,1
6977,1480,1980,1
6914,1647,1898,1
6882,1272,1798,1
6870,333,1365,1
6306,493,1274,1
5996,685,1326,1
5739,863,1222,1
5542,272,866,1
5418,43,900,1
5536,-181,847,1
5632,-16,758,1
5616,278,748,1
5505,513,783,1
5624,100,771,1
5899,-625,633,1
5803,-555,344,1
5239,373,478,1
4458,1390,886,1
3971,1836,1194,1
3701,1812,1116,1
3536,1527,914,1
3499,1294,865,1
3594,550,553,1
3640,-42,281,1
3759,-549,324,1
3923,-1092,458,1
4225,-1816,526,1
4395,-1975,514,1
4444,-1489,762,1
4357,-838,1030,1
4172,-329,1152,1
3856,-15,1162,1
3373,228,1104,1
2826,439,965,1
2312,628,837,1
1852,798,674,1
1465,874,462,1
1234,951,282,1
1064,929,135,1
877,838,-1,1
705,784,-118,1
560,729,-234,1
418,694,-287,1
251,651,-295,1
94,627,-272,1
-10,584,-237,1
-86,528,-238,1
-132,478,-264,1
-194,423,-319,1
-267,457,-279,1
-328,533,-221,1
-348,607,-190,1
-327,705,-165,1
-281,755,-175,1
-177,745,-180,1
-65,723,-202,1
9,682,-256,1
32,631,-347,1
33,537,-451,1
46,456,-622,1
104,377,-842,1
223,330,-1039,1
427,304,-1113,1
719,315,-1007,1
1096,443,-781,1
1563,648,-490,1
2123,896,-160,1
2833,1179,212,1
3643,1527,722,1
4468,1883,1245,1
5267,2173,1491,1
5996,2364,1444,1
6723,2613,1339,1
7442,2980,1364,1
8135,3403,1461,1
8770,3736,1452,1
9190,3851,1379,1
9574,3912,1343,1
9752,3733,1384,1
9651,3277,1427,1
9329,2868,1455,1
8917,2623,1539,1
8558,2379,1512,1
8389,2084,1445,1
8373,1825,1373,1
8394,1563,1301,1
8427,1082,1348,1
8491,431,1477,1
8523,-152,1599,1
8524,-758,1612,1
8486,-1303,1529,1
8413,-1771,1313,1
8322,-2145,1059,1
8249,-2394,884,1
8178,-2640,731,1
8103,-2739,753,1
7986,-2774,768,1
7820,-2588,852,1
7618,-2386,960,1
7345,-1984,1208,1
6802,-821,1401,1
6108,1006,1718,1
5468,2664,2182,1
5079,3348,2585,1
4953,2833,2604,1
4755,2072,2283,1
4538,1042,1778,1
4323,251,1334,1
4112,-380,911,1
3777,-400,619,1
3400,55,573,1
3015,633,675,1
2581,1579,889,1
2313,2188,1287,1
2203,2594,1886,1
2124,2775,2237,1
2108,2567,2346,1
2046,2168,2217,1
1938,1591,1839,1
1822,997,1351,1
1750,595,1059,1
1639,319,656,1
1461,117,211,1
1271,-208,-173,1
1041,-504,-479,1
785,-692,-717,1
550,-758,-756,1
338,-803,-602,1
120,-812,-337,1
-73,-631,6,1
-198,-400,401,1
-274,-108,675,1
-313,108,701,1
-351,265,550,1
-393,339,322,1
-417,363,108,1
-364,373,-51,1
-265,307,-157,1
-130,176,-193,1
27,-8,-142,1
157,-208,-57,1
247,-428,8,1
329,-585,49,1
415,-685,33,1
523,-728,23,1
649,-748,66,1
765,-704,188,1
852,-620,276,1
932,-466,300,1
1082,-232,177,1
1268,89,-150,1
1494,446,-623,1
