accelerometer_x,accelerometer_y,accelerometer_z,fall
4279,119,476,0
4244,166,534,0
4201,213,585,0
4151,261,635,0
4094,310,674,0
4021,347,694,0
3936,374,690,0
3844,391,660,0
3750,412,596,0
3662,434,511,0
3581,453,429,0
3508,475,347,0
3442,488,260,0
3395,488,187,0
3363,479,129,0
3343,460,99,0
3329,447,88,0
3331,432,89,0
3366,423,105,0
3424,427,112,0
3517,419,130,0
3638,385,133,0
3782,339,116,0
3951,277,79,0
4169,171,-39,0
4455,6,-312,0
4794,-196,-716,0
5163,-383,-1297,0
5597,-409,-1965,0
6075,-254,-2540,0
6590,-130,-2714,0
7082,-217,-2354,0
7479,-491,-1574,0
7671,-796,-693,0
7588,-1000,-20,0
7201,-1052,251,0
6633,-1099,168,0
6022,-1166,-112,0
5463,-1245,-461,0
5015,-1326,-785,0
4717,-1399,-1013,0
4568,-1475,-1136,0
4520,-1543,-1195,0
4509,-1560,-1225,0
4505,-1529,-1266,0
4478,-1415,-1321,0
4422,-1222,-1388,0
4319,-980,-1438,0
4166,-721,-1470,0
3961,-461,-1470,0
3720,-231,-1455,0
3473,-40,-1429,0
3256,124,-1401,0
3097,238,-1391,0
3012,302,-1416,0
3009,334,-1444,0
3077,335,-1438,0
3206,308,-1367,0
3389,252,-1231,0
3607,178,-1038,0
3838,112,-776,0
4064,38,-476,0
4290,-66,-186,0
4506,-192,44,0
4690,-306,194,0
4834,-426,254,0
4934,-559,203,0
4983,-663,97,0
4998,-744,-45,0
4981,-791,-193,0
4933,-829,-339,0
4858,-856,-473,0
4766,-854,-573,0
4664,-820,-642,0
4561,-756,-682,0
4454,-681,-715,0
4339,-588,-727,0
4225,-515,-739,0
4127,-448,-742,0
4026,-389,-744,0
3935,-343,-741,0
3843,-318,-736,0
3753,-305,-737,0
3679,-297,-739,0
3612,-286,-733,0
3554,-283,-724,0
3507,-275,-703,0
3465,-257,-675,0
3427,-236,-640,0
3393,-220,-602,0
3361,-211,-572,0
3346,-202,-553,0
3333,-196,-553,0
3319,-192,-567,0
3306,-199,-592,0
3297,-226,-626,0
3303,-245,-649,0
3324,-257,-654,0
3355,-264,-656,0
3391,-262,-653,0
3434,-268,-652,0
3487,-280,-657,0
3548,-274,-660,0
3610,-245,-653,0
3674,-203,-644,0
3741,-158,-627,0
3803,-109,-600,0
3862,-69,-567,0
3921,-33,-532,0
3981,26,-491,0
4041,96,-445,0
4093,162,-394,0
4149,231,-356,0
4195,297,-315,0
4232,364,-279,0
4256,418,-255,0
4264,469,-232,0
4262,515,-223,0
4235,556,-220,0
4196,584,-219,0
4146,597,-223,0
4082,603,-224,0
4011,603,-239,0
3929,596,-255,0
3843,595,-272,0
3754,586,-298,0
3665,575,-333,0
3591,572,-365,0
3525,574,-404,0
3480,576,-445,0
3445,577,-477,0
3430,578,-520,0
3428,588,-560,0
3438,607,-609,0
3458,620,-671,0
3482,621,-732,0
3508,608,-797,0
3542,588,-859,0
3580,569,-903,0
3627,535,-934,0
3687,498,-941,0
3756,457,-921,0
3830,414,-878,0
3908,380,-810,0
3985,374,-720,0
4049,360,-618,0
4122,344,-509,0
4193,343,-389,0
4260,362,-282,0
4313,411,-211,0
4354,469,-173,0
4380,521,-137,0
4410,550,-84,0
4443,566,-7,0
4481,576,86,0
4520,582,181,0
4554,560,261,0
4562,512,331,0
4552,439,396,0
4521,359,447,0
4477,286,484,0
4417,206,497,0
4348,127,498,0
4278,68,492,0
4198,23,479,0
4129,2,445,0
4066,11,428,0
3998,0,399,0
3943,-2,366,0
3888,-10,364,0
3826,-58,369,0
3764,-122,374,0
3708,-175,387,0
3660,-236,396,0
3621,-296,396,0
3594,-329,386,0
3578,-345,362,0
3570,-341,331,0
3578,-334,298,0
3602,-317,280,0
3633,-300,272,0
3667,-283,266,0
3703,-268,263,0
3737,-259,260,0
3764,-248,255,0
3791,-217,256,0
3808,-183,258,0
3826,-148,268,0
3838,-106,290,0
3848,-74,307,0
3856,-58,327,0
3866,-59,349,0
3881,-67,370,0
3905,-70,389,0
3940,-79,411,0
3982,-83,431,0
4022,-105,481,0
4052,-144,506,0
4078,-186,530,0
4106,-211,568,0
4140,-221,615,0
4186,-222,662,0
4228,-228,717,0
4251,-242,751,0
4266,-256,780,0
4279,-281,806,0
4280,-307,838,0
4263,-324,862,0
4241,-334,888,0
4196,-333,901,0
4149,-329,916,0
4097,-321,936,0
4040,-297,955,0
3991,-199,916,0
3987,-36,826,0
4034,183,698,0
4128,429,507,0
4293,678,258,0
4514,883,-57,0
4772,1032,-402,0
5069,1075,-733,0
5401,1007,-1036,0
5756,938,-1222,0
6125,916,-1239,0
6497,956,-1095,0
6785,924,-830,0
6912,895,-606,0
6866,921,-507,0
6664,830,-440,0
6334,576,-311,0
5941,276,-152,0
5588,34,-39,0
5317,-51,5,0
5123,-34,6,0
4990,-12,-27,0
4884,-13,-80,0
4772,-29,-182,0
4632,-62,-348,0
4481,-66,-560,0
4339,-23,-791,0
4221,56,-1001,0
4130,142,-1199,0
4041,204,-1382,0
3961,245,-1567,0
3887,275,-1719,0
3823,296,-1809,0
3777,278,-1835,0
3735,241,-1824,0
3694,198,-1787,0
3630,155,-1713,0
3537,108,-1627,0
3407,72,-1556,0
3263,53,-1529,0
3111,70,-1522,0
2962,77,-1571,0
2821,63,-1633,0
2704,46,-1678,0
2651,20,-1734,0
2694,43,-1765,0
2823,85,-1745,0
2997,69,-1734,0
3203,24,-1704,0
3435,-17,-1645,0
3667,-49,-1551,0
3876,-83,-1418,0
4047,-115,-1258,0
4166,-163,-1091,0
4233,-203,-909,0
4240,-226,-733,0
4213,-224,-592,0
4163,-192,-481,0
4115,-138,-416,0
4064,-132,-420,0
4024,-156,-470,0
3995,-143,-522,0
3972,-80,-563,0
3950,19,-570,0
3915,109,-588,0
3879,195,-586,0
3847,255,-574,0
3822,305,-581,0
3807,346,-587,0
3804,381,-579,0
3811,417,-560,0
3828,456,-522,0
3843,500,-456,0
3857,511,-384,0
3876,460,-359,0
3906,406,-350,0
3940,381,-345,0
3975,355,-353,0
4020,335,-370,0
4062,327,-395,0
4105,329,-407,0
4154,326,-409,0
4199,300,-392,0
4246,242,-360,0
