accelerometer_x,accelerometer_y,accelerometer_z,fall
605,3080,-2654,0
607,3078,-2651,0
604,3081,-2648,0
607,3079,-2647,0
606,3079,-2649,0
611,3082,-2652,0
609,3083,-2654,0
608,3081,-2652,0
608,3083,-2651,0
607,3082,-2650,0
609,3081,-2652,0
611,3083,-2653,0
607,3084,-2659,0
610,3085,-2662,0
609,3086,-2659,0
610,3082,-2658,0
611,3083,-2661,0
610,3080,-2660,0
611,3079,-2658,0
608,3078,-2656,0
608,3075,-2656,0
605,3077,-2647,0
606,3076,-2642,0
605,3075,-2646,0
602,3074,-2645,0
601,3074,-2639,0
606,3074,-2643,0
603,3078,-2643,0
603,3074,-2640,0
601,3072,-2643,0
603,3075,-2645,0
604,3081,-2650,0
603,3081,-2654,0
605,3081,-2657,0
604,3078,-2662,0
603,3079,-2659,0
603,3077,-2660,0
604,3076,-2657,0
606,3080,-2656,0
602,3082,-2655,0
605,3083,-2654,0
609,3082,-2652,0
607,3082,-2653,0
606,3081,-2647,0
607,3082,-2648,0
605,3081,-2650,0
606,3078,-2649,0
605,3078,-2651,0
605,3076,-2649,0
603,3077,-2647,0
602,3076,-2648,0
602,3077,-2647,0
602,3082,-2649,0
603,3077,-2650,0
604,3078,-2652,0
605,3077,-2649,0
610,3074,-2650,0
610,3075,-2651,0
607,3075,-2653,0
605,3076,-2650,0
604,3080,-2654,0
606,3082,-2648,0
604,3081,-2648,0
608,3082,-2652,0
609,3084,-2657,0
611,3085,-2654,0
608,3082,-2658,0
609,3084,-2657,0
607,3082,-2656,0
603,3081,-2655,0
606,3082,-2656,0
604,3079,-2655,0
607,3080,-2649,0
609,3081,-2651,0
606,3081,-2652,0
608,3082,-2656,0
605,3079,-2654,0
605,3083,-2653,0
604,3081,-2653,0
605,3082,-2655,0
606,3083,-2655,0
608,3085,-2654,0
606,3082,-2653,0
607,3082,-2652,0
607,3081,-2647,0
606,3081,-2646,0
607,3079,-2647,0
606,3081,-2646,0
607,3078,-2645,0
608,3081,-2650,0
609,3080,-2648,0
609,3081,-2648,0
606,3080,-2646,0
606,3078,-2644,0
606,3081,-2646,0
602,3082,-2648,0
599,3083,-2647,0
597,3086,-2648,0
598,3088,-2647,0
600,3086,-2650,0
599,3084,-2650,0
598,3085,-2650,0
597,3086,-2650,0
595,3086,-2652,0
599,3083,-2652,0
598,3082,-2646,0
600,3082,-2643,0
606,3083,-2645,0
609,3080,-2640,0
609,3082,-2640,0
611,3082,-2642,0
615,3083,-2649,0
616,3082,-2649,0
615,3084,-2648,0
614,3084,-2648,0
616,3085,-2647,0
616,3093,-2652,0
613,3091,-2652,0
614,3091,-2652,0
612,3091,-2657,0
607,3085,-2660,0
607,3084,-2658,0
603,3082,-2657,0
603,3079,-2660,0
602,3079,-2653,0
601,3079,-2653,0
599,3077,-2647,0
597,3078,-2640,0
599,3081,-2639,0
597,3078,-2642,0
599,3080,-2641,0
603,3082,-2641,0
602,3083,-2639,0
601,3083,-2637,0
601,3083,-2638,0
607,3081,-2639,0
605,3080,-2640,0
605,3080,-2644,0
606,3082,-2649,0
602,3083,-2654,0
603,3081,-2658,0
604,3085,-2659,0
607,3080,-2658,0
604,3079,-2656,0
604,3078,-2655,0
605,3077,-2653,0
606,3073,-2653,0
606,3072,-2653,0
605,3075,-2651,0
604,3073,-2652,0
606,3075,-2651,0
608,3078,-2648,0
609,3077,-2648,0
607,3079,-2647,0
611,3077,-2647,0
611,3079,-2647,0
609,3083,-2647,0
609,3081,-2647,0
611,3080,-2650,0
609,3081,-2648,0
604,3082,-2647,0
602,3083,-2648,0
603,3081,-2644,0
601,3084,-2646,0
599,3087,-2647,0
602,3083,-2643,0
604,3083,-2643,0
604,3082,-2644,0
605,3081,-2646,0
607,3081,-2647,0
607,3082,-2649,0
607,3083,-2651,0
607,3085,-2650,0
609,3085,-2647,0
611,3085,-2648,0
612,3085,-2651,0
612,3091,-2651,0
612,3087,-2651,0
613,3086,-2653,0
615,3085,-2654,0
615,3086,-2654,0
612,3084,-2650,0
613,3084,-2651,0
612,3084,-2650,0
612,3081,-2648,0
613,3080,-2648,0
612,3080,-2645,0
610,3080,-2642,0
608,3085,-2647,0
608,3081,-2644,0
610,3081,-2640,0
604,3081,-2644,0
601,3081,-2645,0
599,3083,-2642,0
600,3084,-2643,0
599,3082,-2642,0
601,3082,-2648,0
602,3083,-2647,0
605,3081,-2645,0
605,3081,-2646,0
608,3083,-2644,0
608,3082,-2646,0
610,3084,-2644,0
609,3084,-2645,0
609,3084,-2644,0
606,3085,-2645,0
606,3087,-2650,0
607,3087,-2650,0
607,3088,-2656,0
608,3088,-2650,0
608,3084,-2652,0
611,3083,-2651,0
607,3082,-2650,0
606,3080,-2646,0
607,3078,-2644,0
604,3083,-2643,0
606,3080,-2643,0
609,3080,-2641,0
608,3083,-2638,0
608,3084,-2638,0
608,3085,-2640,0
605,3084,-2647,0
608,3085,-2649,0
609,3081,-2651,0
606,3080,-2650,0
603,3075,-2650,0
605,3073,-2649,0
605,3074,-2646,0
603,3075,-2643,0
604,3076,-2643,0
607,3078,-2642,0
605,3081,-2648,0
