accelerometer_x,accelerometer_y,accelerometer_z,fall
3564,-1666,-164,0
3784,-1847,-21,0
4001,-1983,118,0
4177,-2093,210,0
4277,-2172,227,0
4289,-2222,128,0
4231,-2245,44,0
4121,-2223,-33,0
3963,-2187,-100,0
3748,-2011,-88,0
3518,-1862,-130,0
3315,-1764,-196,0
3133,-1684,-221,0
2997,-1719,-266,0
2885,-1875,-334,0
2838,-2055,-368,0
2842,-1853,-134,0
2977,-1543,129,0
3189,-1470,175,0
3361,-1410,184,0
3547,-1411,173,0
3729,-1467,164,0
3887,-1451,167,0
3992,-1409,161,0
4061,-1376,107,0
4113,-1272,121,0
4167,-1087,213,0
4168,-978,154,0
4112,-878,65,0
4009,-582,88,0
3909,-316,116,0
3829,41,206,0
3782,237,200,0
3746,285,171,0
3709,358,232,0
3684,412,292,0
3653,366,267,0
3635,130,208,0
3628,1,285,0
3645,-18,375,0
3681,146,533,0
3712,375,598,0
3752,490,559,0
3786,437,475,0
3801,229,406,0
3787,-45,358,0
3776,-285,359,0
3748,-465,384,0
3674,-571,370,0
3614,-612,345,0
3569,-657,305,0
3519,-753,230,0
3479,-743,228,0
3497,-728,250,0
3512,-753,238,0
3553,-727,275,0
3631,-705,332,0
3688,-754,300,0
3746,-770,306,0
3802,-741,350,0
3825,-689,373,0
3849,-709,387,0
3858,-704,374,0
3877,-600,418,0
3904,-504,471,0
3891,-416,478,0
3888,-388,489,0
3895,-340,564,0
3934,-345,628,0
3985,-378,678,0
4006,-480,666,0
4045,-546,734,0
4057,-602,742,0
4018,-668,682,0
3958,-716,620,0
3888,-755,567,0
3796,-800,491,0
3676,-867,421,0
3557,-923,398,0
3470,-959,430,0
3420,-992,453,0
3412,-1032,469,0
3442,-1063,478,0
3506,-1091,473,0
3583,-1124,428,0
3638,-1121,356,0
3700,-1055,298,0
3766,-938,255,0
3828,-801,207,0
3874,-691,133,0
3891,-599,73,0
3879,-499,52,0
3846,-391,59,0
3827,-284,107,0
3848,-154,179,0
3882,-44,246,0
3921,7,268,0
3968,0,285,0
4008,-24,337,0
4077,-32,451,0
4162,-61,540,0
4229,-148,568,0
4292,-289,563,0
4364,-429,581,0
4446,-555,608,0
4507,-716,610,0
4556,-843,631,0
4624,-938,675,0
4698,-1047,722,0
4787,-1192,736,0
4887,-1382,685,0
4990,-1548,576,0
5057,-1572,391,0
5103,-1468,127,0
5108,-1266,-161,0
5069,-995,-425,0
5034,-748,-613,0
5041,-555,-710,0
5058,-355,-710,0
5094,-119,-629,0
5156,115,-502,0
5241,243,-367,0
5334,290,-277,0
5409,261,-294,0
5472,154,-478,0
5520,-6,-752,0
5546,-203,-987,0
5546,-403,-1107,0
5499,-587,-1115,0
5419,-775,-1050,0
5358,-1037,-879,0
5265,-1301,-677,0
5113,-1507,-476,0
4913,-1653,-302,0
4684,-1750,-172,0
4459,-1828,-72,0
4275,-1912,36,0
4117,-2001,141,0
3957,-2076,219,0
3841,-2204,266,0
3736,-2321,260,0
3630,-2379,199,0
3495,-2349,55,0
3311,-2190,-166,0
3113,-1957,-430,0
2946,-1658,-631,0
2845,-1276,-709,0
2834,-907,-680,0
2905,-602,-561,0
3046,-395,-425,0
3230,-259,-317,0
3449,-138,-227,0
3694,-9,-127,0
3960,102,-25,0
4262,205,91,0
4578,270,189,0
4876,282,268,0
5147,239,313,0
5346,159,335,0
5473,29,334,0
5526,-113,379,0
5485,-254,431,0
5427,-424,465,0
5343,-627,490,0
5216,-788,541,0
5053,-914,579,0
4889,-1048,590,0
4721,-1174,579,0
4535,-1278,545,0
4321,-1346,485,0
4096,-1410,410,0
3868,-1492,343,0
3645,-1575,286,0
3455,-1617,297,0
3303,-1611,348,0
3209,-1552,430,0
3163,-1494,502,0
3179,-1452,603,0
3228,-1389,749,0
3235,-1303,781,0
3220,-1254,724,0
3223,-1198,701,0
3226,-1157,646,0
3168,-1130,478,0
3133,-1049,420,0
3149,-964,487,0
3230,-844,660,0
3295,-721,753,0
3358,-529,897,0
3379,-382,902,0
3417,-244,965,0
3409,-182,908,0
3378,-136,881,0
3339,-103,859,0
3282,-62,848,0
3210,-13,880,0
3109,-38,830,0
3012,-53,858,0
2887,-82,869,0
2781,-103,905,0
2670,-131,907,0
2589,-166,932,0
2520,-219,934,0
2478,-243,951,0
2463,-298,936,0
2490,-319,984,0
2536,-293,1064,0
2598,-302,1104,0
2678,-308,1139,0
2779,-283,1202,0
2870,-232,1269,0
2935,-193,1297,0
2956,-165,1303,0
2959,-166,1315,0
2979,-198,1316,0
3054,-267,1316,0
3123,-286,1336,0
3180,-286,1370,0
3269,-269,1440,0
3388,-262,1516,0
3471,-238,1594,0
3567,-235,1653,0
3699,-261,1706,0
3795,-269,1726,0
3852,-269,1686,0
3896,-251,1606,0
3935,-255,1512,0
3979,-312,1392,0
4012,-353,1313,0
