accelerometer_x,accelerometer_y,accelerometer_z,fall
4228,725,-859,1
4188,802,-736,1
4183,802,-567,1
4256,759,-314,1
4375,635,-29,1
4486,442,215,1
4568,244,354,1
4620,122,449,1
4697,109,578,1
4816,138,642,1
4968,136,586,1
5152,98,503,1
5347,17,485,1
5539,-55,611,1
5702,-126,750,1
5624,-163,757,1
5410,-125,644,1
5373,-133,430,1
5489,-182,332,1
5691,-167,373,1
5838,-168,323,1
5936,-175,273,1
6023,-113,345,1
6040,33,426,1
6052,196,463,1
6034,323,434,1
5953,461,348,1
5797,595,242,1
5580,726,128,1
5369,801,43,1
5136,869,-5,1
4939,868,-47,1
4751,873,-50,1
4565,908,-50,1
4393,925,-100,1
4280,892,-140,1
4124,919,-140,1
4024,935,-129,1
3850,888,-167,1
3723,860,-144,1
3664,780,-133,1
3545,700,-159,1
3448,678,-135,1
3387,624,-102,1
3358,564,-108,1
3212,628,-136,1
3168,620,-162,1
3156,601,-159,1
3138,645,-128,1
3135,750,-89,1
3105,833,-79,1
3116,868,-70,1
3158,917,-49,1
3122,968,-11,1
3112,994,40,1
3065,1022,95,1
3044,1045,168,1
3070,1069,251,1
2983,1076,242,1
2978,1041,222,1
2830,1074,189,1
2704,1123,156,1
2686,1115,135,1
2603,1168,164,1
2549,1179,184,1
2507,1228,216,1
2530,1261,265,1
2453,1335,324,1
2529,1396,385,1
2330,1565,455,1
2341,1539,417,1
2294,1603,414,1
2247,1603,403,1
2182,1659,384,1
2056,1796,409,1
2139,1749,451,1
2057,1796,461,1
2177,1703,455,1
2117,1773,539,1
2278,1730,556,1
2236,1797,592,1
2200,1952,681,1
2369,1867,664,1
2233,1941,690,1
2179,1978,664,1
2222,2033,764,1
2271,2018,775,1
2310,2118,860,1
2354,2212,936,1
2407,2254,986,1
2499,2208,1020,1
2618,2221,1105,1
2764,2308,1250,1
2892,2399,1320,1
2934,2482,1339,1
3002,2539,1289,1
2954,2611,1148,1
3277,2433,917,1
3103,2471,652,1
3050,2496,520,1
3080,2467,394,1
3122,2438,357,1
3619,2106,403,1
3604,2111,479,1
4028,2000,632,1
4032,2121,809,1
4236,2098,1013,1
4350,2071,1140,1
4423,2060,1285,1
4427,2098,1449,1
4366,2126,1614,1
4295,2182,1764,1
4213,2222,1867,1
4171,2227,1954,1
4206,2259,2133,1
4390,2351,2455,1
4640,2401,2740,1
4909,2363,2838,1
5086,2240,2732,1
5328,1915,2364,1
5582,1514,1843,1
5749,1093,1282,1
5896,698,802,1
5882,361,407,1
5735,70,131,1
5434,-152,-50,1
5091,-401,-138,1
4693,-615,-203,1
4254,-780,-286,1
3820,-864,-290,1
3481,-793,-164,1
3292,-590,22,1
3258,-372,117,1
3343,-262,26,1
3496,-279,-231,1
3658,-379,-522,1
3850,-363,-663,1
4034,-219,-672,1
4210,-22,-635,1
4348,154,-636,1
4442,254,-716,1
4501,278,-796,1
4541,250,-804,1
4597,188,-732,1
4682,126,-639,1
4759,51,-570,1
4822,76,-518,1
4868,159,-476,1
4907,222,-458,1
4936,252,-465,1
4939,302,-471,1
4963,360,-462,1
4994,428,-460,1
5002,515,-455,1
5011,574,-480,1
5007,612,-504,1
5000,633,-512,1
4973,719,-500,1
4933,763,-496,1
4878,757,-521,1
4799,784,-550,1
4714,871,-571,1
4640,929,-594,1
4584,987,-609,1
4507,1052,-617,1
4426,1148,-633,1
4349,1196,-691,1
4277,1240,-741,1
4228,1275,-797,1
4155,1312,-844,1
4086,1382,-839,1
4008,1466,-848,1
3966,1505,-856,1
3959,1460,-898,1
3954,1411,-912,1
3931,1356,-922,1
3883,1294,-948,1
3821,1279,-939,1
3731,1286,-928,1
3645,1264,-908,1
3584,1196,-885,1
3538,1071,-862,1
3505,894,-861,1
3466,753,-856,1
3409,667,-831,1
3328,613,-791,1
3262,555,-739,1
3201,510,-705,1
3175,456,-714,1
3141,433,-711,1
3165,395,-677,1
3178,321,-686,1
3181,342,-650,1
3150,476,-631,1
3152,650,-470,1
3165,800,-419,1
3155,943,-364,1
3166,1005,-359,1
3185,1053,-395,1
3228,1144,-413,1
3239,1235,-440,1
3254,1248,-489,1
3224,1335,-519,1
3213,1408,-544,1
3094,1598,-614,1
3031,1775,-594,1
3012,1903,-513,1
3038,1992,-380,1
3103,2020,-226,1
3151,2033,-99,1
3153,2028,-6,1
3151,2054,12,1
3128,2156,10,1
3091,2285,25,1
3088,2380,39,1
3099,2448,39,1
3112,2466,62,1
3131,2430,105,1
3137,2365,117,1
3131,2342,98,1
3114,2381,52,1
3117,2424,-14,1
3137,2500,-49,1
3145,2565,-32,1
3134,2606,-2,1
3123,2630,-1,1
3119,2633,-39,1
3112,2635,-102,1
3130,2634,-128,1
3203,2610,-105,1
3305,2591,-30,1
3424,2555,62,1
3563,2507,184,1
3720,2439,316,1
3900,2329,430,1
4069,2192,524,1
4225,2028,562,1
4363,1828,542,1
4480,1598,488,1
4571,1371,401,1
4646,1171,304,1
4700,1025,200,1
4734,926,109,1
4728,890,32,1
4690,903,-21,1
4625,965,-52,1
4543,1062,-56,1
4473,1195,-16,1
4433,1338,48,1
4401,1478,124,1
4336,1630,168,1
4281,1707,153,1
4204,1713,58,1
4161,1677,2,1
4125,1625,-61,1
4129,1492,-143,1
4225,1328,-133,1
4413,1227,-12,1
4656,1219,213,1
4891,1194,375,1
5093,1068,350,1
5196,927,261,1
5178,806,57,1
5404,403,-67,1
5419,523,-326,1
5379,830,-363,1
5367,1045,-401,1
5367,1119,-541,1
5336,1139,-754,1
5207,1147,-991,1
4712,1308,-1158,1
4139,1554,-1316,1
3744,1660,-1380,1
3614,1502,-1333,1
3587,1232,-1144,1
3523,1017,-826,1
3484,864,-477,1
3539,764,-128,1
3702,672,182,1
3926,590,393,1
4212,550,520,1
4517,556,603,1
4783,571,671,1
4935,522,677,1
4988,435,627,1
4992,361,522,1
4990,293,345,1
5004,217,169,1
5039,122,54,1
5083,31,49,1
5132,-38,135,1
5162,-87,248,1
5156,-104,341,1
5033,-98,426,1
4902,6,488,1
4868,160,480,1
4927,329,451,1
5036,500,452,1
5111,663,438,1
5151,823,387,1
5160,969,324,1
5116,1075,262,1
5029,1140,186,1
4903,1194,117,1
4754,1229,36,1
4591,1256,-69,1
4440,1267,-147,1
4344,1295,-157,1
4291,1340,-95,1
4261,1346,-23,1
4217,1319,44,1
4179,1295,93,1
4128,1258,134,1
4046,1216,175,1
3951,1210,204,1
3815,1209,212,1
3667,1145,173,1
3531,1061,139,1
3423,1007,137,1
3318,960,137,1
3220,895,121,1
3118,895,136,1
3076,1001,226,1
2941,1030,185,1
2774,967,102,1
2608,904,7,1
2504,886,-1,1
2535,918,33,1
2426,996,56,1
2329,972,90,1
2297,884,103,1
2254,923,44,1
2212,1035,119,1
2244,1042,209,1
2146,1030,201,1
2119,1066,251,1
2149,1024,250,1
2106,1043,200,1
2087,1005,180,1
2037,1062,243,1
2021,1072,277,1
2059,1012,284,1
2007,966,330,1
2012,935,336,1
2063,884,351,1
2004,922,438,1
1992,948,470,1
2073,874,416,1
2013,976,455,1
2132,915,442,1
2096,900,384,1
2008,1016,375,1
2115,931,334,1
2092,1096,380,1
2243,1085,458,1
2519,963,407,1
2387,1250,526,1
2661,1224,562,1
