accelerometer_x,accelerometer_y,accelerometer_z,fall
2929,-2431,-1659,0
2922,-2415,-1638,0
2921,-2414,-1640,0
2924,-2419,-1642,0
2930,-2422,-1638,0
2933,-2426,-1650,0
2925,-2434,-1670,0
2911,-2430,-1691,0
2904,-2446,-1697,0
2893,-2461,-1700,0
2873,-2488,-1713,0
2858,-2528,-1708,0
2842,-2553,-1695,0
2823,-2555,-1680,0
2799,-2556,-1671,0
2769,-2547,-1661,0
2749,-2554,-1664,0
2729,-2584,-1685,0
2717,-2621,-1702,0
2701,-2642,-1709,0
2686,-2662,-1725,0
2680,-2685,-1714,0
2679,-2705,-1701,0
2654,-2699,-1695,0
2631,-2701,-1683,0
2599,-2690,-1687,0
2557,-2684,-1704,0
2530,-2666,-1687,0
2501,-2660,-1681,0
2473,-2670,-1694,0
2447,-2685,-1696,0
2432,-2698,-1690,0
2427,-2702,-1688,0
2432,-2731,-1688,0
2450,-2746,-1698,0
2446,-2766,-1705,0
2442,-2789,-1697,0
2428,-2800,-1707,0
2426,-2802,-1700,0
2413,-2816,-1723,0
2400,-2843,-1741,0
2391,-2896,-1765,0
2370,-2915,-1804,0
2366,-2941,-1827,0
2371,-2956,-1850,0
2368,-2960,-1876,0
2370,-2956,-1896,0
2360,-2945,-1926,0
2358,-2932,-1938,0
2353,-2922,-1953,0
2351,-2902,-1938,0
2342,-2878,-1926,0
2323,-2836,-1910,0
2311,-2816,-1884,0
2303,-2822,-1868,0
2282,-2821,-1876,0
2261,-2823,-1898,0
2234,-2819,-1920,0
2213,-2816,-1942,0
2198,-2850,-1948,0
2180,-2895,-1962,0
2167,-2921,-1977,0
2140,-2945,-1984,0
2119,-2943,-1978,0
2094,-2955,-1978,0
2073,-2959,-1980,0
2059,-2987,-1983,0
2047,-3015,-1995,0
2040,-3028,-2008,0
2041,-3031,-2000,0
2045,-3047,-1993,0
2039,-3032,-1975,0
2039,-3046,-1966,0
2047,-3061,-1963,0
2045,-3075,-1964,0
2052,-3089,-1958,0
2060,-3082,-1939,0
2077,-3080,-1909,0
2087,-3068,-1880,0
2103,-3077,-1853,0
2111,-3101,-1845,0
2119,-3127,-1840,0
2123,-3136,-1846,0
2123,-3143,-1847,0
2125,-3156,-1865,0
2117,-3171,-1890,0
2110,-3185,-1894,0
2111,-3193,-1896,0
2112,-3201,-1910,0
2116,-3223,-1936,0
2116,-3219,-1956,0
2111,-3214,-1970,0
2102,-3215,-1985,0
2090,-3209,-2000,0
2070,-3186,-2004,0
2049,-3166,-2011,0
2023,-3156,-2006,0
1988,-3148,-1985,0
1959,-3153,-1950,0
1942,-3171,-1923,0
1918,-3179,-1906,0
1910,-3212,-1904,0
1902,-3239,-1909,0
1892,-3255,-1914,0
1869,-3240,-1906,0
1866,-3245,-1909,0
1855,-3245,-1897,0
1843,-3251,-1892,0
1829,-3246,-1894,0
1824,-3239,-1914,0
1817,-3237,-1932,0
1812,-3241,-1948,0
1806,-3239,-1967,0
1797,-3255,-1973,0
1781,-3267,-1965,0
1759,-3284,-1956,0
1738,-3298,-1941,0
1712,-3321,-1915,0
1692,-3339,-1900,0
1670,-3351,-1891,0
1666,-3374,-1893,0
1657,-3372,-1916,0
1659,-3373,-1942,0
1663,-3367,-1942,0
1666,-3349,-1931,0
1648,-3319,-1925,0
1623,-3291,-1905,0
1583,-3264,-1882,0
1542,-3261,-1856,0
1511,-3279,-1829,0
1469,-3283,-1837,0
1444,-3295,-1843,0
1433,-3304,-1864,0
1440,-3334,-1907,0
1463,-3375,-1935,0
1478,-3387,-1985,0
1497,-3390,-2020,0
1510,-3382,-2051,0
1513,-3382,-2092,0
1517,-3390,-2116,0
1514,-3382,-2135,0
1508,-3378,-2148,0
1499,-3372,-2182,0
1492,-3366,-2220,0
1488,-3340,-2235,0
1479,-3317,-2238,0
1478,-3281,-2232,0
1481,-3245,-2207,0
1487,-3213,-2167,0
1498,-3183,-2113,0
1508,-3150,-2059,0
1512,-3120,-2025,0
1509,-3105,-2024,0
1507,-3103,-2044,0
1505,-3108,-2065,0
1509,-3125,-2085,0
1514,-3146,-2093,0
1517,-3175,-2093,0
1526,-3200,-2096,0
1534,-3231,-2092,0
1530,-3249,-2096,0
1521,-3252,-2121,0
1511,-3251,-2156,0
1498,-3248,-2209,0
1491,-3255,-2261,0
1485,-3264,-2311,0
1484,-3274,-2355,0
1484,-3292,-2396,0
1485,-3311,-2414,0
1471,-3302,-2429,0
1462,-3299,-2440,0
1456,-3287,-2448,0
1465,-3282,-2454,0
1468,-3271,-2465,0
1484,-3261,-2469,0
1505,-3240,-2468,0
1523,-3211,-2469,0
1542,-3179,-2465,0
1558,-3144,-2455,0
1568,-3122,-2427,0
1581,-3122,-2390,0
1587,-3125,-2344,0
1591,-3112,-2303,0
1586,-3109,-2269,0
1577,-3106,-2240,0
1567,-3095,-2218,0
1555,-3082,-2209,0
1539,-3102,-2211,0
1512,-3102,-2224,0
1480,-3099,-2228,0
1438,-3091,-2219,0
1393,-3074,-2213,0
1351,-3067,-2220,0
1310,-3074,-2242,0
1275,-3096,-2290,0
1242,-3117,-2363,0
1211,-3132,-2448,0
1185,-3141,-2531,0
1162,-3156,-2598,0
1143,-3159,-2647,0
1130,-3151,-2671,0
1124,-3134,-2682,0
1126,-3112,-2694,0
1131,-3082,-2711,0
1145,-3061,-2733,0
1169,-3058,-2737,0
1201,-3056,-2725,0
1236,-3064,-2702,0
1275,-3074,-2671,0
1315,-3076,-2631,0
1361,-3067,-2589,0
1408,-3060,-2542,0
1458,-3059,-2492,0
1506,-3065,-2444,0
1548,-3061,-2390,0
1579,-3067,-2336,0
1607,-3081,-2286,0
1632,-3095,-2242,0
1649,-3114,-2205,0
1658,-3130,-2173,0
1657,-3131,-2136,0
1652,-3124,-2108,0
1641,-3113,-2096,0
1630,-3106,-2103,0
1622,-3102,-2136,0
1620,-3110,-2188,0
1628,-3124,-2248,0
1632,-3138,-2303,0
1637,-3159,-2345,0
1642,-3181,-2370,0
1642,-3199,-2386,0
1639,-3205,-2403,0
1637,-3210,-2422,0
1639,-3220,-2439,0
1633,-3231,-2472,0
1627,-3239,-2525,0
1617,-3244,-2579,0
1609,-3248,-2606,0
1586,-3255,-2633,0
1557,-3258,-2641,0
1527,-3248,-2630,0
1498,-3234,-2601,0
1469,-3221,-2556,0
1434,-3210,-2522,0
1401,-3202,-2496,0
1355,-3194,-2486,0
1301,-3190,-2483,0
1258,-3183,-2484,0
1216,-3177,-2502,0
1178,-3164,-2516,0
1149,-3153,-2531,0
1121,-3147,-2555,0
1091,-3127,-2566,0
1056,-3095,-2561,0
1009,-3062,-2548,0
953,-3013,-2530,0
909,-2971,-2509,0
869,-2951,-2478,0
833,-2949,-2472,0
808,-2962,-2475,0
792,-2998,-2496,0
794,-3059,-2541,0
814,-3146,-2604,0
841,-3227,-2677,0
869,-3296,-2758,0
900,-3367,-2834,0
919,-3429,-2895,0
932,-3467,-2944,0
932,-3482,-2981,0
930,-3479,-3002,0
924,-3429,-3012,0
910,-3373,-3009,0
892,-3350,-2996,0
860,-3297,-2955,0
820,-3233,-2906,0
777,-3164,-2838,0
737,-3103,-2764,0
696,-3050,-2703,0
651,-3008,-2673,0
606,-2983,-2678,0
566,-2963,-2700,0
529,-2944,-2733,0
514,-2942,-2808,0
520,-2945,-2870,0
541,-2936,-2903,0
569,-2964,-2940,0
599,-2993,-2962,0
633,-3046,-2967,0
680,-3073,-2935,0
717,-3095,-2914,0
757,-3092,-2880,0
781,-3088,-2864,0
754,-3073,-2904,0
741,-2991,-2933,0
729,-2893,-2964,0
712,-2837,-3010,0
714,-2783,-3028,0
724,-2727,-3010,0
721,-2680,-2966,0
725,-2647,-2923,0
759,-2619,-2853,0
808,-2612,-2761,0
855,-2673,-2683,0
880,-2736,-2621,0
885,-2811,-2586,0
845,-2930,-2579,0
760,-3068,-2615,0
649,-3196,-2678,0
550,-3263,-2733,0
508,-3290,-2790,0
523,-3262,-2819,0
602,-3189,-2802,0
730,-3131,-2753,0
882,-3105,-2719,0
1023,-3112,-2708,0
1141,-3128,-2706,0
1214,-3175,-2726,0
1239,-3208,-2774,0
1225,-3213,-2841,0
1175,-3193,-2900,0
1083,-3175,-2979,0
962,-3171,-3039,0
826,-3207,-3105,0
684,-3238,-3138,0
566,-3260,-3140,0
483,-3275,-3140,0
444,-3249,-3095,0
442,-3196,-3033,0
454,-3149,-2947,0
461,-3092,-2824,0
493,-3057,-2718,0
522,-3015,-2604,0
554,-2958,-2505,0
581,-2955,-2423,0
608,-2978,-2357,0
634,-3035,-2300,0
662,-3082,-2258,0
668,-3103,-2274,0
655,-3107,-2319,0
637,-3115,-2365,0
605,-3148,-2369,0
545,-3202,-2392,0
474,-3230,-2402,0
410,-3219,-2398,0
370,-3161,-2353,0
338,-3093,-2347,0
356,-3018,-2296,0
425,-2971,-2242,0
495,-2973,-2167,0
569,-2993,-2090,0
646,-3031,-2030,0
712,-3086,-1941,0
750,-3130,-1872,0
754,-3194,-1825,0
747,-3258,-1784,0
736,-3312,-1725,0
742,-3343,-1683,0
734,-3352,-1676,0
741,-3336,-1691,0
775,-3331,-1702,0
808,-3324,-1688,0
815,-3321,-1674,0
794,-3359,-1644,0
734,-3425,-1613,0
667,-3450,-1581,0
634,-3438,-1560,0
626,-3422,-1512,0
645,-3413,-1472,0
683,-3415,-1442,0
728,-3423,-1420,0
766,-3439,-1413,0
794,-3458,-1403,0
806,-3491,-1396,0
805,-3547,-1394,0
790,-3606,-1403,0
759,-3660,-1421,0
735,-3724,-1441,0
725,-3774,-1447,0
746,-3808,-1430,0
771,-3813,-1404,0
807,-3842,-1387,0
840,-3863,-1398,0
850,-3869,-1411,0
840,-3862,-1442,0
846,-3858,-1475,0
872,-3862,-1524,0
927,-3874,-1577,0
980,-3861,-1638,0
1067,-3869,-1630,0
1158,-3889,-1643,0
1207,-3874,-1651,0
1218,-3831,-1676,0
1197,-3780,-1712,0
1163,-3726,-1740,0
1134,-3674,-1744,0
1112,-3630,-1731,0
1119,-3612,-1698,0
1135,-3585,-1648,0
1151,-3563,-1621,0
1160,-3546,-1611,0
1169,-3550,-1632,0
1178,-3542,-1690,0
1200,-3560,-1772,0
1233,-3565,-1847,0
1287,-3573,-1918,0
1343,-3572,-1980,0
1407,-3587,-2001,0
1470,-3621,-2011,0
1519,-3641,-2007,0
1559,-3649,-1983,0
1591,-3671,-1921,0
1600,-3707,-1836,0
1608,-3732,-1729,0
1617,-3734,-1625,0
1623,-3719,-1522,0
1631,-3687,-1430,0
1632,-3622,-1343,0
1621,-3574,-1269,0
1611,-3559,-1216,0
1607,-3536,-1184,0
1604,-3488,-1184,0
1615,-3437,-1196,0
1641,-3427,-1230,0
1666,-3436,-1279,0
1692,-3465,-1343,0
1713,-3506,-1405,0
1716,-3535,-1454,0
1708,-3544,-1481,0
1686,-3528,-1485,0
1641,-3505,-1498,0
1579,-3504,-1515,0
1515,-3510,-1533,0
1465,-3519,-1539,0
1426,-3516,-1538,0
1411,-3534,-1548,0
1402,-3542,-1589,0
1399,-3560,-1617,0
1398,-3569,-1634,0
1429,-3556,-1667,0
1474,-3551,-1644,0
1533,-3524,-1610,0
1609,-3478,-1556,0
1686,-3449,-1480,0
1753,-3427,-1432,0
1782,-3439,-1393,0
1772,-3457,-1362,0
1732,-3480,-1331,0
1686,-3526,-1354,0
1647,-3561,-1412,0
1597,-3597,-1462,0
1557,-3624,-1498,0
1524,-3616,-1505,0
1513,-3580,-1526,0
1506,-3539,-1575,0
1489,-3532,-1620,0
1492,-3545,-1681,0
1500,-3549,-1759,0
1559,-3536,-1799,0
1617,-3514,-1831,0
1669,-3496,-1896,0
1710,-3512,-1947,0
1732,-3537,-1986,0
1739,-3537,-1976,0
1784,-3609,-2050,0
1769,-3606,-1943,0
1792,-3678,-1827,0
1830,-3669,-1748,0
1930,-3609,-1708,0
2123,-3517,-1683,0
2320,-3478,-1711,0
2444,-3545,-1776,0
2347,-3666,-1874,0
2140,-3748,-1917,0
1828,-3818,-1940,0
1535,-3828,-1949,0
1239,-3839,-1952,0
1006,-3825,-1856,0
834,-3874,-1732,0
676,-3949,-1619,0
552,-3973,-1505,0
503,-3922,-1336,0
