accelerometer_x,accelerometer_y,accelerometer_z,fall
3884,-1500,557,1
3875,-1485,570,1
3915,-1504,581,1
3948,-1525,570,1
4005,-1541,575,1
3951,-1447,577,1
3896,-1407,570,1
3916,-1435,586,1
3900,-1409,569,1
3881,-1404,572,1
3886,-1430,584,1
3860,-1421,576,1
3834,-1415,603,1
3818,-1435,612,1
3806,-1455,624,1
3788,-1434,635,1
3767,-1453,628,1
3760,-1472,616,1
3758,-1491,629,1
3730,-1498,626,1
3714,-1483,631,1
3688,-1501,611,1
3692,-1501,612,1
3688,-1499,606,1
3696,-1499,608,1
3698,-1496,612,1
3706,-1487,624,1
3709,-1495,623,1
3723,-1474,627,1
3722,-1488,624,1
3740,-1449,622,1
3754,-1458,632,1
3758,-1487,628,1
3758,-1467,627,1
3766,-1475,632,1
3780,-1447,634,1
3795,-1423,637,1
3793,-1481,642,1
3780,-1459,628,1
3798,-1466,639,1
3832,-1417,640,1
3826,-1487,639,1
3793,-1445,637,1
3796,-1458,642,1
3801,-1480,646,1
3810,-1468,634,1
3813,-1456,643,1
3782,-1410,637,1
3789,-1470,673,1
3772,-1466,664,1
3765,-1437,667,1
3770,-1433,666,1
3760,-1434,668,1
3761,-1434,670,1
3750,-1439,675,1
3745,-1419,671,1
3759,-1402,654,1
3769,-1425,657,1
3758,-1418,648,1
3778,-1410,668,1
3785,-1412,688,1
3750,-1422,661,1
3784,-1406,674,1
3778,-1466,680,1
3772,-1444,683,1
3777,-1422,662,1
3780,-1470,676,1
3774,-1429,667,1
3781,-1421,669,1
3802,-1421,668,1
3824,-1422,672,1
3787,-1451,675,1
3781,-1429,678,1
3789,-1425,669,1
3785,-1421,671,1
3770,-1419,660,1
3761,-1418,660,1
3760,-1421,659,1
3759,-1426,657,1
3752,-1438,641,1
3753,-1424,646,1
3741,-1432,652,1
3740,-1404,649,1
3771,-1469,683,1
3729,-1453,676,1
3721,-1444,680,1
3728,-1448,684,1
3729,-1477,664,1
3744,-1499,699,1
3741,-1491,728,1
3729,-1484,737,1
3733,-1476,724,1
3734,-1483,720,1
3744,-1472,721,1
3752,-1467,711,1
3756,-1453,720,1
3761,-1451,702,1
3767,-1437,678,1
3780,-1420,675,1
3779,-1411,672,1
3784,-1399,666,1
3792,-1394,668,1
3787,-1371,665,1
3787,-1379,666,1
3786,-1387,671,1
3784,-1395,670,1
3782,-1389,677,1
3784,-1405,683,1
3765,-1391,684,1
3762,-1388,671,1
3757,-1393,661,1
3760,-1399,671,1
3768,-1371,662,1
3783,-1425,682,1
3706,-1438,669,1
3720,-1344,698,1
3785,-1440,662,1
3816,-1416,702,1
3774,-1409,703,1
3776,-1398,703,1
3765,-1401,707,1
3813,-1390,746,1
3773,-1442,728,1
3725,-1400,720,1
3765,-1428,696,1
3897,-1548,681,1
3777,-1388,711,1
3717,-1317,759,1
3749,-1392,700,1
3775,-1416,681,1
3851,-1429,700,1
3802,-1494,709,1
3775,-1458,682,1
3756,-1480,653,1
3762,-1472,661,1
3795,-1480,679,1
3798,-1492,665,1
3766,-1479,671,1
3765,-1496,683,1
3751,-1498,679,1
3753,-1485,683,1
3722,-1476,678,1
3726,-1478,674,1
3723,-1465,699,1
3725,-1458,700,1
3739,-1454,695,1
3724,-1443,700,1
3733,-1453,703,1
3744,-1460,700,1
3758,-1461,704,1
3764,-1463,701,1
3769,-1465,689,1
3757,-1467,683,1
3759,-1469,687,1
3767,-1480,683,1
3741,-1423,696,1
3772,-1479,669,1
3772,-1451,665,1
3761,-1443,693,1
3755,-1442,697,1
3752,-1438,690,1
3807,-1441,720,1
3730,-1443,708,1
3697,-1416,695,1
3690,-1429,667,1
3704,-1421,692,1
3746,-1455,688,1
3747,-1451,694,1
3750,-1450,699,1
3760,-1440,707,1
3753,-1458,688,1
3761,-1451,697,1
3764,-1450,711,1
3759,-1454,703,1
3770,-1464,699,1
3768,-1456,706,1
3761,-1461,706,1
3765,-1472,707,1
3751,-1475,699,1
3752,-1478,695,1
3764,-1496,695,1
3757,-1496,698,1
3746,-1497,709,1
3741,-1504,711,1
3744,-1503,708,1
3782,-1454,710,1
3745,-1549,717,1
3717,-1496,711,1
3714,-1520,694,1
3720,-1488,715,1
3723,-1507,700,1
3732,-1501,707,1
3728,-1499,708,1
3735,-1487,715,1
3735,-1486,716,1
3734,-1493,704,1
3738,-1491,708,1
3737,-1487,714,1
3737,-1493,704,1
3738,-1495,714,1
3738,-1491,717,1
3737,-1499,722,1
3744,-1499,721,1
3740,-1494,720,1
3736,-1497,722,1
3740,-1490,723,1
3730,-1496,718,1
3751,-1493,723,1
3746,-1487,720,1
3744,-1492,725,1
3731,-1494,717,1
3731,-1479,721,1
3736,-1477,727,1
3743,-1484,723,1
3758,-1493,706,1
3754,-1478,724,1
3748,-1483,716,1
3756,-1483,717,1
3751,-1487,713,1
3747,-1487,709,1
3747,-1491,706,1
3736,-1474,709,1
3757,-1479,698,1
3799,-1499,731,1
3726,-1489,710,1
3710,-1494,700,1
3716,-1485,703,1
3719,-1479,711,1
3722,-1492,701,1
3724,-1485,706,1
3716,-1473,712,1
3710,-1475,703,1
3719,-1454,722,1
3697,-1464,699,1
3718,-1452,706,1
3733,-1459,707,1
3751,-1456,703,1
3756,-1469,699,1
3753,-1465,694,1
3740,-1471,690,1
3754,-1471,696,1
3758,-1485,694,1
3762,-1485,684,1
3751,-1461,698,1
3753,-1469,683,1
3743,-1452,686,1
3748,-1447,683,1
3759,-1449,685,1
3748,-1441,693,1
3753,-1453,701,1
3751,-1446,700,1
3746,-1447,697,1
3740,-1466,695,1
3743,-1464,710,1
3746,-1485,698,1
3750,-1488,695,1
3751,-1486,694,1
3746,-1490,698,1
3746,-1498,694,1
3751,-1503,699,1
3748,-1505,711,1
3758,-1507,708,1
3752,-1506,709,1
3751,-1508,708,1
3753,-1503,708,1
3750,-1492,702,1
3742,-1489,702,1
3744,-1489,703,1
3737,-1479,704,1
3734,-1476,696,1
3737,-1471,702,1
3727,-1470,697,1
3734,-1449,739,1
3711,-1496,676,1
3716,-1476,700,1
3737,-1497,699,1
3734,-1493,692,1
3733,-1501,696,1
3737,-1502,691,1
3741,-1507,694,1
3749,-1515,695,1
3741,-1518,692,1
3735,-1517,694,1
3736,-1518,693,1
3739,-1513,696,1
3747,-1513,704,1
3741,-1517,698,1
3746,-1513,697,1
3750,-1498,702,1
3751,-1501,702,1
3754,-1501,700,1
