accelerometer_x,accelerometer_y,accelerometer_z,fall
3505,-1596,1260,0
3502,-1602,1258,0
3500,-1606,1259,0
3500,-1607,1258,0
3503,-1610,1258,0
3504,-1614,1258,0
3513,-1617,1262,0
3518,-1619,1262,0
3520,-1621,1264,0
3521,-1620,1265,0
3527,-1621,1261,0
3535,-1620,1262,0
3535,-1619,1263,0
3540,-1616,1266,0
3545,-1609,1266,0
3545,-1608,1268,0
3546,-1604,1266,0
3544,-1599,1269,0
3540,-1599,1271,0
3534,-1596,1270,0
3526,-1595,1270,0
3520,-1594,1272,0
3517,-1594,1273,0
3510,-1596,1275,0
3505,-1601,1274,0
3499,-1601,1274,0
3500,-1603,1271,0
3497,-1603,1273,0
3497,-1603,1273,0
3499,-1604,1276,0
3501,-1606,1268,0
3505,-1606,1265,0
3511,-1608,1262,0
3516,-1614,1264,0
3516,-1615,1261,0
3522,-1615,1260,0
3521,-1617,1259,0
3516,-1615,1261,0
3515,-1615,1263,0
3519,-1614,1265,0
3521,-1611,1264,0
3519,-1611,1269,0
3512,-1617,1266,0
3514,-1620,1264,0
3513,-1623,1263,0
3516,-1623,1262,0
3516,-1625,1262,0
3518,-1622,1265,0
3521,-1619,1263,0
3519,-1619,1264,0
3522,-1619,1265,0
3523,-1622,1263,0
3522,-1618,1265,0
3518,-1618,1270,0
3519,-1617,1271,0
3519,-1616,1268,0
3517,-1617,1270,0
3517,-1618,1269,0
3516,-1620,1266,0
3513,-1624,1270,0
3515,-1621,1268,0
3512,-1618,1271,0
3516,-1620,1270,0
3516,-1621,1270,0
3515,-1623,1271,0
3515,-1626,1271,0
3518,-1624,1269,0
3515,-1621,1268,0
3519,-1620,1267,0
3520,-1620,1268,0
3517,-1621,1270,0
3517,-1621,1268,0
3517,-1622,1265,0
3513,-1625,1264,0
3510,-1621,1263,0
3510,-1619,1263,0
3510,-1620,1268,0
3509,-1621,1274,0
3508,-1618,1275,0
3508,-1617,1281,0
3510,-1610,1280,0
3511,-1609,1283,0
3511,-1606,1280,0
3515,-1605,1276,0
3513,-1605,1270,0
3512,-1607,1266,0
3511,-1612,1265,0
3504,-1620,1262,0
3502,-1629,1261,0
3498,-1636,1261,0
3499,-1639,1262,0
3496,-1640,1265,0
3498,-1636,1267,0
3499,-1628,1273,0
3498,-1621,1277,0
3500,-1615,1278,0
3499,-1610,1278,0
3501,-1609,1281,0
3504,-1608,1282,0
3509,-1608,1283,0
3519,-1608,1283,0
3534,-1604,1284,0
3548,-1602,1287,0
3556,-1600,1291,0
3555,-1598,1299,0
3554,-1605,1300,0
3547,-1606,1299,0
3539,-1607,1293,0
3532,-1608,1288,0
3526,-1609,1279,0
3519,-1610,1271,0
3510,-1607,1261,0
3504,-1611,1253,0
3496,-1611,1251,0
3487,-1614,1249,0
3483,-1616,1253,0
3484,-1620,1258,0
3486,-1624,1265,0
3488,-1625,1270,0
3492,-1628,1274,0
3497,-1629,1274,0
3504,-1628,1271,0
3511,-1632,1270,0
3506,-1627,1272,0
3512,-1645,1261,0
3513,-1641,1258,0
3518,-1632,1258,0
3513,-1624,1259,0
3517,-1646,1245,0
3521,-1650,1233,0
3523,-1631,1240,0
3527,-1619,1247,0
3530,-1622,1243,0
3527,-1631,1241,0
3520,-1634,1245,0
3513,-1634,1248,0
3512,-1634,1257,0
3512,-1632,1260,0
3507,-1630,1265,0
3502,-1627,1274,0
3501,-1624,1278,0
3501,-1623,1284,0
3500,-1620,1284,0
3497,-1618,1285,0
3498,-1616,1283,0
3499,-1613,1280,0
3501,-1615,1280,0
3502,-1619,1281,0
3504,-1619,1277,0
3506,-1622,1275,0
3510,-1624,1269,0
3514,-1628,1269,0
3516,-1633,1265,0
3518,-1637,1264,0
3525,-1641,1267,0
3526,-1642,1261,0
3525,-1643,1262,0
3528,-1641,1262,0
3528,-1641,1262,0
3528,-1639,1264,0
3525,-1633,1266,0
3523,-1632,1269,0
3518,-1628,1268,0
3512,-1625,1268,0
3508,-1622,1267,0
3504,-1623,1265,0
3499,-1624,1265,0
3495,-1623,1265,0
3497,-1621,1269,0
3495,-1620,1269,0
3493,-1622,1270,0
3497,-1619,1269,0
3498,-1621,1267,0
