0.09,-1.00,0.05,-1.34,-1.95,-0.79
0.09,-1.00,0.05,-1.95,-0.12,-0.43
0.09,-1.00,0.06,-3.42,-1.59,-2.20
0.08,-0.99,0.06,-0.49,-2.38,-3.36
0.08,-1.01,0.07,0.00,-0.43,-2.08
0.09,-1.03,0.07,-1.22,0.92,0.79
0.09,-1.02,0.07,-2.14,0.43,0.98
0.09,-1.01,0.07,-2.56,-0.24,-0.49
0.10,-0.99,0.06,-2.26,-0.18,-1.59
0.09,-0.98,0.06,-2.32,-1.83,-0.43
0.09,-1.00,0.06,-1.89,-2.56,1.34
0.09,-1.01,0.07,-0.92,-1.77,3.54
0.08,-0.98,0.06,-1.95,-2.56,1.83
0.08,-0.98,0.05,-1.77,-4.58,-0.43
0.08,-1.00,0.05,0.24,-6.53,-4.88
0.07,-1.03,0.07,2.14,-6.04,-3.48
0.06,-1.02,0.07,1.28,-4.82,-1.04
0.06,-0.98,0.04,-1.89,-4.58,-1.22
0.07,-0.99,0.04,1.28,-2.01,-4.64
0.08,-1.02,0.07,1.34,0.73,-4.27
0.07,-1.03,0.07,0.85,-1.59,-1.04
0.07,-0.99,0.06,-2.20,-0.31,2.08
0.08,-0.98,0.06,-7.20,-0.24,-0.92
0.12,-0.95,0.05,-2.69,-0.79,-2.08
0.16,-0.81,0.03,-5.55,-7.51,-2.56
0.36,-0.48,-0.37,-39.06,-23.32,20.20
-0.19,-0.53,-0.12,-450.74,-71.96,44.92
-0.09,-0.04,-0.53,-1146.85,-134.52,-70.3
-0.09,0.28,-0.69,-1622.92,-225.40,-116.5
-0.20,0.38,-0.49,-1493.90,-274.66,-59.75
-0.33,0.34,-0.29,-859.19,-240.42,-7.63
-0.38,0.06,-0.16,-416.08,-136.96,24.60
-0.72,-0.11,-0.21,-165.83,-14.71,148.32
-1.17,0.01,-0.26,-331.60,134.03,480.77
-1.87,0.13,-0.18,-190.98,273.19,656.62
-1.87,0.03,-0.07,287.11,90.45,488.59
-1.54,0.01,-0.25,613.16,-140.69,187.99
-2.37,-0.13,-0.31,1060.61,-268.19,74.22
-2.76,-0.49,-0.07,1270.32,247.86,20.51
-2.99,-0.47,0.17,853.45,-26.25,-21.00
-1.19,-0.84,0.64,192.08,-208.37,-127.93
-0.79,-0.33,0.93,-250.43,-216.06,-248.96
-1.21,-0.42,0.33,71.96,-348.63,-314.82
-1.13,-0.25,0.18,-225.22,-156.31,-171.08
-0.94,-0.05,0.03,-559.57,-37.23,-20.32
-2.01,0.74,1.96,-520.63,-10.31,-44.07
-0.05,-0.84,1.17,1638.85,696.17,-126.59
-0.35,-0.56,-0.49,-802.06,-201.42,-4.15
-0.91,-0.13,-0.71,-1521.67,-259.52,-73.9
-1.33,0.16,-0.53,-1606.32,-258.73,54.20
-1.39,0.38,-0.07,-937.50,-39.18,73.12
-0.85,0.18,-0.25,236.15,150.33,38.70
-0.89,0.02,-0.34,871.52,151.86,-144.17
-1.07,-0.35,-0.29,1065.12,145.51,-187.07
-0.99,-0.43,-0.06,781.19,97.72,-69.82
-0.90,-0.30,-0.06,-107.18,8.85,91.19
-1.05,-0.01,-0.10,-439.15,-3.30,116.76
-0.96,0.03,-0.09,-291.69,40.10,39.67
-0.99,-0.10,-0.07,-102.48,64.27,-39.73
-1.00,-0.17,-0.07,14.65,95.52,-58.78
-1.05,-0.16,-0.07,-47.55,103.09,41.99
-1.07,-0.09,-0.08,-71.90,107.85,96.44
-1.10,-0.02,-0.07,-9.70,98.63,100.10
-1.01,-0.13,-0.07,188.72,49.44,25.27
-0.93,-0.24,-0.05,194.89,20.69,-14.22
-1.05,-0.23,-0.04,-36.87,10.86,26.43
-1.00,-0.15,-0.08,-244.63,34.67,65.19
-0.94,0.03,-0.09,-203.92,31.86,117.98
-0.98,-0.04,-0.08,-8.79,61.16,44.86
-1.00,-0.20,-0.07,199.83,53.96,-29.66
-1.00,-0.22,-0.05,108.46,2.93,18.80
-0.96,-0.18,-0.06,-8.97,-14.10,38.88
-0.95,-0.07,-0.07,-131.65,-36.93,69.95
-0.94,-0.02,-0.07,-64.33,-33.51,62.93
