-0.04,-1.01,0.08,10.13,0.06,10.13
-0.02,-1.02,0.08,6.90,-1.46,6.23
-0.00,-0.99,0.08,-3.48,-0.43,2.38
-0.06,-0.91,0.10,-23.99,-1.10,-3.91
-0.10,-0.91,0.16,-33.45,1.65,-12.94
-0.12,-0.92,0.03,-23.38,3.54,-13.85
-0.07,-1.06,0.18,-4.70,9.22,-7.57
-0.05,-1.10,0.31,12.76,33.14,11.90
-0.09,-0.99,0.32,-1.16,51.15,15.01
-0.06,-1.03,0.32,-14.53,27.34,-0.67
-0.07,-1.06,0.31,-8.91,-10.80,2.93
-0.14,-1.08,0.27,1.77,-47.18,8.48
-0.20,-1.06,0.30,11.41,-68.66,12.21
-0.24,-1.03,0.26,-23.80,-54.08,11.05
-0.25,-0.99,0.19,-49.99,-47.79,-4.52
-0.20,-0.92,0.25,-48.03,-42.18,-5.98
-0.13,-0.88,0.21,-34.97,-16.30,-1.04
-0.15,-0.82,0.21,-25.09,-27.77,-4.88
-0.17,-0.81,0.18,-3.91,-49.80,1.40
-0.19,-0.87,0.16,10.86,-54.75,2.38
-0.26,-0.90,0.12,21.79,-59.69,10.93
-0.28,-0.97,0.11,31.80,-56.82,17.21
-0.27,-1.03,0.09,30.88,-58.53,12.08
-0.30,-1.02,0.11,-0.79,-66.28,1.16
-0.26,-1.05,0.13,1.83,-57.80,0.73
-0.18,-1.07,0.10,23.32,-43.46,6.10
-0.07,-1.09,0.03,28.63,-45.53,15.20
0.02,-1.00,0.01,17.58,-61.46,24.54
0.17,-0.98,-0.08,34.61,-83.50,23.19
0.11,-1.04,0.06,14.77,-90.94,21.12
0.05,-1.10,0.14,1.10,-80.51,19.47
-0.01,-1.13,0.16,-10.38,-94.97,27.89
-0.05,-1.05,0.20,-24.78,-102.36,34.42
-0.02,-0.95,0.21,-18.98,-93.81,36.93
0.15,-1.06,0.14,16.60,-70.25,34.30
0.19,-1.04,0.11,-24.96,-55.60,37.84
0.10,-0.94,0.14,-46.39,-53.65,33.51
-0.10,-0.84,0.19,-26.49,-77.03,23.07
-0.13,-0.85,0.21,7.51,-82.34,14.83
-0.10,-0.94,0.23,13.92,-84.11,9.58
-0.12,-0.99,0.23,9.83,-78.98,4.33
-0.04,-1.07,0.18,9.40,-51.03,3.11
0.11,-1.07,0.17,0.92,-22.34,5.80
0.16,-1.09,0.13,-5.07,-10.93,9.70
0.14,-1.07,0.10,-21.48,-18.49,10.62
0.17,-1.01,0.10,-36.56,-38.15,9.34
0.05,-0.88,0.15,-34.85,-59.27,10.56
0.01,-0.90,0.13,-1.10,-61.89,12.02
0.02,-0.95,0.13,16.66,-48.03,13.06
0.06,-0.96,0.07,24.54,-40.22,12.39
0.05,-0.97,-0.00,4.70,-37.72,5.25
0.03,-0.95,-0.00,-16.17,-35.40,-2.01
-0.08,-0.80,0.09,-57.56,-33.33,-3.05
-0.16,-0.82,0.17,-55.24,-41.63,-0.55
-0.20,-1.03,0.20,20.39,-41.63,2.75
-0.15,-1.02,0.12,60.91,-53.47,5.92
-0.06,-0.93,-0.00,77.82,-77.45,6.04
0.05,-0.84,-0.08,28.32,-82.40,-10.19
0.07,-0.60,0.07,-52.19,-79.83,-22.22
-0.02,-0.45,0.10,-85.94,-54.20,-19.10
-0.25,-0.57,0.17,5.55,-34.18,-16.91
-0.28,-0.77,0.39,74.83,-38.70,-11.11
