0.18,-0.87,0.47,2.08,-1.46,1.04
0.17,-0.86,0.48,1.77,-2.14,0.61
0.16,-0.88,0.49,3.78,-1.71,0.49
0.15,-0.87,0.51,-2.50,-1.10,-0.73
0.15,-0.86,0.52,-8.48,-1.77,-2.75
0.15,-0.86,0.50,-12.57,-2.01,-8.91
0.16,-0.83,0.51,-13.49,-2.32,-10.62
0.16,-0.83,0.51,-7.51,-2.75,-8.06
0.14,-0.88,0.49,8.97,-3.42,-5.80
0.12,-0.90,0.51,11.78,-0.67,-6.29
0.18,-0.88,0.48,6.04,1.95,-8.91
0.20,-0.84,0.40,-3.05,2.38,-5.37
0.21,-0.83,0.40,-4.82,-4.94,-3.72
0.21,-0.85,0.43,-3.11,-4.64,-1.77
0.18,-0.81,0.52,-5.49,-1.53,-3.72
0.17,-0.90,0.58,8.91,2.14,-11.11
0.16,-1.05,0.60,49.93,-4.33,-19.23
0.23,-0.94,0.36,20.20,-30.58,-3.48
0.15,-0.89,0.35,-13.43,-55.05,12.82
0.15,-0.85,0.38,-30.82,-5.13,0.55
0.23,-0.72,0.36,-0.98,23.38,0.55
0.18,-0.83,0.38,23.99,23.99,-1.40
0.09,-0.95,0.49,50.96,7.75,-8.48
0.06,-0.94,0.52,41.14,-11.41,-8.06
0.09,-0.92,0.52,33.08,-10.01,-11.11
0.12,-0.86,0.59,12.21,-3.17,-8.30
0.19,-0.84,0.51,5.86,0.37,-2.87
0.19,-0.86,0.49,11.23,7.32,4.52
0.16,-0.90,0.48,11.54,3.42,5.68
0.13,-0.95,0.51,-3.30,-1.95,-1.89
0.15,-0.90,0.53,-25.94,4.15,-12.63
0.19,-0.82,0.51,-57.43,16.85,-18.86
0.21,-0.87,0.55,-69.64,28.20,-8.24
0.27,-0.80,0.52,-70.01,19.96,-9.70
0.23,-0.71,0.56,-63.35,-8.54,-4.39
0.17,-0.77,0.49,-31.86,-42.30,19.53
0.19,-0.89,0.56,-8.73,-28.63,13.31
0.23,-0.91,0.59,-23.07,-1.16,-20.02
0.22,-0.99,0.52,-36.56,4.09,-28.26
0.15,-0.96,0.57,-10.68,-8.54,-9.22
0.09,-0.92,0.60,26.37,6.77,-11.05
0.10,-0.95,0.57,42.36,21.06,-16.54
0.10,-0.93,0.51,-6.04,28.93,-20.51
0.04,-0.76,0.52,-42.42,18.49,-28.20
-0.01,-0.77,0.49,-3.30,15.81,-18.01
-0.00,-0.84,0.41,22.71,20.69,-5.25
-0.01,-0.86,0.35,33.51,18.01,-12.82
-0.03,-0.82,0.40,53.28,27.34,-23.19
0.00,-0.91,0.54,80.44,37.35,-16.72
0.04,-0.93,0.50,39.92,25.94,-0.73
0.04,-0.94,0.47,51.45,15.69,-3.54
0.01,-1.19,0.52,47.30,7.69,-22.52
0.09,-0.96,0.26,-41.14,53.65,-23.01
-0.03,-0.88,0.41,8.48,19.41,-4.21
0.01,-0.92,0.36,-1.95,8.79,-4.58
-0.02,-0.91,0.42,-18.13,-4.03,-7.57
-0.03,-0.88,0.44,-25.57,-4.76,-5.92
-0.03,-0.83,0.42,-26.49,-3.05,-4.39
-0.02,-0.81,0.35,-11.41,-6.84,2.38
0.02,-0.96,0.36,16.36,-1.65,-8.30
0.02,-0.95,0.52,8.54,-4.76,-10.31
-0.05,-0.86,0.51,-13.24,-1.53,-9.89
-0.10,-0.82,0.43,3.97,14.95,-1.83
0.01,-0.87,0.42,23.56,25.02,12.02
0.08,-0.93,0.45,14.47,16.05,4.76
0.06,-0.83,0.42,-3.36,13.85,-2.87
0.04,-0.77,0.48,2.20,13.85,-3.05
0.02,-0.81,0.46,31.25,24.23,-11.72
0.01,-0.91,0.40,43.64,31.31,-9.70
0.03,-0.90,0.42,22.64,15.44,-7.32
-0.00,-0.95,0.37,-0.06,11.78,-24.05
-0.02,-0.91,0.36,-9.22,27.28,-22.34
-0.03,-0.80,0.52,-40.77,24.05,-22.28
-0.02,-0.84,0.42,-22.03,24.48,-51.45
0.01,-1.17,0.12,24.54,38.70,-55.54
-0.13,-1.03,0.75,54.44,37.96,-25.76
-0.18,-0.99,0.72,-10.56,61.71,-29.48
-0.14,-1.02,0.38,8.73,63.11,-22.34
-0.06,-1.01,0.30,32.78,83.50,-14.95
0.03,-1.04,0.29,25.02,89.36,-14.65
0.04,-0.95,0.24,1.65,82.03,-13.73
0.07,-0.85,0.10,-16.60,76.84,-11.47
0.11,-0.78,0.08,-46.26,59.14,-22.28
0.12,-0.83,0.35,-41.81,39.61,-48.40
0.08,-0.98,0.46,7.32,51.45,-47.73
0.05,-1.08,0.38,36.87,68.66,-20.94
0.11,-1.13,0.39,32.04,69.03,-6.10
0.08,-1.02,0.34,2.26,56.95,-0.37
0.04,-0.95,0.30,-12.27,52.25,-7.75
-0.00,-0.89,0.29,-21.42,52.55,-20.63
-0.01,-0.88,0.28,-26.86,54.38,-27.95
-0.04,-0.79,0.30,-32.47,35.77,-28.69
-0.01,-0.87,0.28,-11.96,39.25,-29.05
0.06,-1.00,0.32,22.03,63.90,-34.73
0.08,-1.02,0.36,17.46,80.93,-36.62
0.10,-1.02,0.33,9.89,77.70,-34.18
0.16,-1.00,0.25,-2.26,68.54,-24.17
0.17,-0.94,0.25,-33.94,59.45,-26.79
0.08,-0.79,0.38,-53.71,60.36,-35.95
-0.03,-0.65,0.49,-56.46,48.89,-39.18
-0.08,-0.78,0.40,-22.52,26.79,-38.88
-0.10,-1.01,0.48,92.29,8.97,-20.94
0.04,-1.32,0.63,149.90,25.51,17.27
0.05,-1.13,0.40,9.34,37.35,37.66
-0.07,-0.94,0.43,-96.56,15.62,-18.25
-0.10,-0.85,0.41,-122.38,14.47,-27.71
-0.02,-0.75,0.31,-111.51,24.17,4.15
0.04,-0.75,0.33,-41.08,49.19,-24.29
-0.03,-0.81,0.58,34.00,79.10,-52.49
0.00,-0.89,0.62,57.68,84.11,-30.15
0.04,-0.87,0.45,11.84,49.56,-5.86
0.05,-0.83,0.43,4.58,40.71,-13.55
-0.00,-0.94,0.53,19.84,50.66,-31.62
0.01,-0.98,0.46,14.28,31.92,-9.46
0.02,-0.96,0.39,13.43,10.56,1.28
0.03,-0.94,0.37,32.17,-10.86,5.43
0.01,-0.96,0.40,26.06,-19.65,2.62
-0.01,-0.91,0.35,9.40,-14.40,-7.51
-0.04,-0.90,0.32,-0.18,-7.63,-13.12
-0.06,-0.87,0.30,-6.47,4.15,-8.36
-0.05,-0.89,0.34,1.83,15.62,-9.40
-0.07,-0.90,0.34,1.95,20.69,-7.93
-0.10,-0.89,0.35,6.90,22.40,-5.00
-0.11,-0.92,0.39,28.08,29.48,1.83
-0.07,-0.96,0.39,25.88,25.51,5.07
-0.06,-0.94,0.39,13.37,14.59,5.00
-0.06,-0.95,0.35,3.66,0.43,-2.50
-0.05,-0.98,0.35,1.22,-2.99,-9.89
-0.09,-0.95,0.43,-14.71,-10.19,-19.96
-0.06,-0.99,0.41,-6.59,-18.07,-21.00
-0.01,-1.08,0.31,18.25,-13.06,2.01
0.04,-1.00,0.32,22.95,3.85,14.53
0.07,-0.96,0.34,-3.36,2.26,0.43
0.10,-0.90,0.34,-20.69,-4.21,-3.36
0.12,-0.94,0.35,-12.02,-6.35,-5.62
0.12,-0.97,0.39,1.10,-3.60,-1.10
0.13,-0.93,0.42,20.63,-4.39,9.77
0.14,-0.93,0.42,25.15,-1.65,10.74
0.16,-0.95,0.39,18.07,9.34,9.70
0.17,-0.90,0.37,5.43,12.27,5.74
0.19,-0.91,0.39,-1.28,7.20,2.14
0.19,-0.96,0.34,-9.64,14.40,-7.75
0.15,-0.93,0.33,-9.95,11.60,-8.18
0.09,-0.89,0.29,-4.82,-13.37,3.66
0.02,-0.89,0.30,-5.80,-26.79,2.93
-0.04,-0.84,0.35,-10.38,-43.21,-0.12
-0.07,-0.89,0.28,-0.12,-34.85,-7.75
