-0.05,-0.93,0.36,-3.11,-3.78,2.75
-0.06,-0.92,0.37,-4.21,-3.66,2.87
-0.06,-0.93,0.39,-2.69,-2.50,2.14
-0.06,-0.93,0.35,-1.46,-1.34,0.67
-0.06,-0.92,0.34,-1.04,-5.07,1.22
-0.04,-0.94,0.35,8.73,-9.03,2.81
-0.01,-0.96,0.32,14.71,-7.26,5.00
0.01,-0.96,0.27,14.89,-9.77,7.39
0.02,-0.94,0.26,12.33,-20.32,9.52
0.04,-0.99,0.23,13.43,-32.65,8.91
0.05,-1.01,0.22,9.22,-41.14,12.51
0.06,-1.02,0.16,10.38,-48.34,18.55
0.02,-0.97,0.13,16.30,-54.87,26.79
-0.02,-0.95,0.14,20.14,-60.12,30.27
-0.03,-1.00,0.13,33.14,-58.96,30.15
-0.04,-0.97,0.13,22.16,-61.10,30.46
-0.05,-0.97,0.20,11.72,-64.39,24.54
-0.09,-1.01,0.34,12.88,-66.35,22.28
-0.08,-1.04,0.38,16.91,-62.93,20.75
-0.06,-0.98,0.34,2.01,-52.49,22.34
-0.08,-0.97,0.30,-5.07,-43.76,19.59
-0.10,-0.97,0.32,-4.64,-44.80,15.87
-0.12,-1.02,0.36,-7.63,-36.56,3.36
-0.07,-0.99,0.32,-31.31,-19.90,-6.35
-0.00,-0.95,0.26,-38.45,-7.14,-11.35
0.04,-0.95,0.25,-35.40,3.60,-14.89
0.05,-0.98,0.26,-32.04,9.58,-14.95
0.07,-0.97,0.26,-24.41,5.86,-9.09
0.07,-0.98,0.20,-15.50,3.72,-4.70
0.08,-1.00,0.16,-6.71,6.65,-2.50
0.05,-0.99,0.23,0.12,2.93,3.36
-0.01,-0.95,0.31,-4.88,1.34,2.93
-0.04,-0.94,0.28,-6.53,-7.08,0.37
0.01,-0.96,0.26,-2.38,-14.71,3.17
0.03,-0.95,0.26,-18.01,-11.29,-1.40
-0.02,-0.91,0.27,-39.18,-4.09,-13.98
-0.14,-0.99,0.36,-14.65,-3.30,-13.73
-0.24,-1.06,0.54,21.91,-8.91,-2.62
-0.12,-1.00,0.31,35.10,-2.87,21.85
-0.06,-0.87,0.28,-65.55,-14.59,8.79
-0.00,-0.85,0.41,-127.50,-32.71,4.70
-0.09,-0.85,0.55,-98.27,-13.18,-8.42
-0.26,-0.77,0.73,-51.09,-11.54,-18.74
-0.22,-0.83,0.54,17.27,0.98,-4.21
-0.14,-0.84,0.53,-10.01,-12.39,14.59
-0.06,-0.87,0.59,-32.84,-29.05,4.94
-0.12,-0.79,0.46,-43.27,-10.19,-9.58
-0.18,-0.71,0.46,-40.10,7.32,-12.57
-0.22,-0.72,0.55,-6.84,22.77,-16.24
-0.25,-0.72,0.61,-7.14,34.24,-12.63
-0.21,-0.78,0.56,11.72,33.08,-9.77
-0.07,-0.91,0.50,29.24,36.38,-5.43
0.00,-0.98,0.52,38.33,36.99,-5.43
-0.01,-0.95,0.55,18.98,26.67,-8.36
-0.10,-0.90,0.53,-8.18,6.53,-15.56
-0.10,-0.85,0.49,-16.36,-7.39,-11.78
-0.10,-0.79,0.50,-9.95,-9.89,-12.76
-0.12,-0.78,0.54,1.04,-0.67,-17.76
-0.16,-0.78,0.58,12.76,9.34,-19.04
-0.15,-0.78,0.54,18.98,13.12,-13.98
-0.15,-0.78,0.48,22.83,8.61,-5.62
-0.17,-0.82,0.50,30.46,4.94,-2.99
-0.20,-0.83,0.51,24.41,-7.51,0.43
-0.20,-0.85,0.45,18.43,-14.77,3.72
-0.25,-0.80,0.45,14.10,-8.06,1.95
-0.26,-0.82,0.47,23.07,-1.83,0.49
-0.22,-0.93,0.44,33.69,-0.18,7.75
-0.22,-0.91,0.39,22.34,-3.91,21.97
-0.27,-0.88,0.42,10.86,-2.99,6.35
-0.29,-0.86,0.40,20.14,-0.49,-10.68
-0.32,-0.85,0.42,26.98,1.04,-12.82
-0.22,-1.10,0.40,28.81,-6.65,-13.61
-0.03,-1.22,0.35,31.56,-14.10,13.37
-0.05,-1.07,0.32,12.21,-1.46,15.56
-0.17,-0.82,0.40,-37.72,-27.77,-10.80
-0.24,-0.74,0.36,-40.22,-52.61,-36.87
-0.22,-0.82,0.31,14.40,-77.03,-35.89
-0.17,-0.89,0.28,57.07,-57.92,7.20
-0.10,-1.00,0.24,95.09,-10.38,34.18
-0.02,-1.09,0.26,81.30,40.77,39.31
0.05,-1.07,0.29,36.87,67.57,20.39
0.06,-0.99,0.31,-5.37,44.98,3.17
0.09,-0.97,0.25,6.04,35.40,8.61
0.13,-1.00,0.23,26.67,32.17,18.25
0.12,-1.00,0.22,7.57,17.64,19.10
0.08,-0.97,0.23,-8.97,10.25,15.56
0.07,-0.95,0.23,-6.35,10.38,14.28
0.05,-0.94,0.23,-11.78,7.08,11.41
0.00,-0.94,0.22,-10.74,-4.15,9.03
-0.01,-0.93,0.22,0.92,-14.77,9.52
0.01,-0.97,0.23,13.43,-13.85,10.07
0.01,-1.01,0.23,12.45,-17.40,7.57
-0.02,-0.97,0.25,-5.13,-24.54,2.62
-0.04,-0.95,0.25,-7.26,-20.57,1.28
-0.06,-0.97,0.25,-6.84,-12.33,0.06
-0.09,-0.96,0.31,-11.05,-5.92,-3.30
-0.06,-0.95,0.32,-19.53,-2.87,-5.55
0.01,-0.94,0.27,-26.67,8.36,-7.87
0.04,-0.98,0.23,-17.58,13.49,-7.32
-0.01,-1.06,0.26,-1.95,10.25,-5.43
-0.06,-1.07,0.32,8.61,-0.06,1.95
-0.03,-0.98,0.25,-5.37,-0.73,2.93
-0.02,-0.92,0.27,-38.09,4.52,-4.33
0.01,-0.92,0.34,-27.10,14.47,1.53
0.04,-0.96,0.30,-3.85,19.41,7.14
0.02,-0.97,0.34,-8.12,4.94,8.18
0.01,-0.96,0.33,-13.73,-9.16,8.61
-0.01,-0.95,0.28,-11.23,-15.01,9.28
-0.07,-0.93,0.23,-4.76,-17.52,7.26
-0.07,-0.94,0.28,-8.79,-18.98,3.60
-0.03,-0.95,0.26,-7.26,-15.14,6.10
-0.00,-0.95,0.21,7.20,-10.80,10.50
0.02,-0.96,0.22,10.01,-20.08,9.34
0.02,-0.94,0.26,2.56,-29.11,4.21
0.00,-0.93,0.30,-5.19,-33.14,-0.12
-0.02,-0.92,0.33,-10.62,-31.13,-4.33
-0.05,-0.95,0.39,2.93,-24.54,-0.06
-0.06,-1.00,0.41,9.58,-23.74,5.00
-0.02,-1.06,0.39,13.00,-20.08,12.02
0.01,-1.05,0.34,8.42,-17.21,17.76
0.01,-1.01,0.32,1.46,-13.85,19.47
0.01,-0.96,0.32,-14.89,-15.26,17.76
-0.01,-0.89,0.30,-21.97,-23.25,15.26
-0.02,-0.88,0.31,-21.48,-29.17,12.15
-0.03,-0.89,0.36,-11.29,-30.94,13.85
-0.01,-0.95,0.37,2.62,-25.15,14.10
0.02,-0.99,0.37,2.56,-19.59,12.27
0.04,-0.99,0.35,-5.92,-20.02,9.77
0.07,-0.96,0.32,-9.22,-24.17,6.96
0.08,-0.94,0.30,-11.11,-32.04,5.07
0.07,-0.92,0.29,-18.43,-40.77,0.92
0.05,-0.90,0.30,-12.82,-42.54,1.89
0.04,-0.93,0.29,-5.07,-37.60,1.53
0.02,-0.92,0.34,-2.81,-38.09,3.42
-0.05,-0.95,0.38,-1.04,-34.73,3.78
-0.11,-1.00,0.40,7.08,-27.34,3.11
-0.14,-1.02,0.41,20.75,-24.96,5.68
-0.08,-1.02,0.34,12.82,-26.25,4.27
-0.04,-0.97,0.32,-2.93,-15.20,2.56
-0.04,-0.93,0.35,-13.12,-5.49,2.14
-0.03,-0.91,0.37,-12.88,5.43,0.43
-0.01,-0.92,0.38,-12.82,9.89,-0.61
0.00,-0.94,0.37,-10.68,9.58,0.92
-0.00,-0.93,0.36,-4.70,7.63,4.21
-0.02,-0.92,0.34,-0.98,7.51,5.49
-0.04,-0.92,0.33,1.89,0.55,5.13
-0.05,-0.93,0.34,0.79,0.31,4.21
-0.05,-0.93,0.34,0.18,2.69,3.97
-0.02,-0.94,0.31,3.05,5.25,4.33
-0.01,-0.95,0.30,4.88,0.00,5.19
-0.05,-0.94,0.32,-2.50,-2.93,3.72
-0.04,-0.95,0.30,4.15,-6.53,3.30
-0.04,-0.98,0.25,6.77,-12.76,2.69
-0.09,-0.94,0.28,-2.26,-20.63,2.14
-0.12,-0.93,0.30,-3.72,-22.28,-0.06
-0.15,-0.91,0.32,4.94,-18.62,0.73
-0.16,-0.93,0.31,10.93,-14.47,1.04
-0.20,-0.92,0.36,3.42,-15.38,-0.98
-0.21,-0.96,0.39,-1.16,-15.14,-4.21
-0.18,-1.00,0.35,19.23,-10.31,-0.24
-0.14,-1.01,0.28,14.40,-13.49,-0.49
-0.13,-0.99,0.26,-2.20,-27.34,-6.71
-0.15,-0.94,0.29,-23.32,-38.09,-10.25
-0.15,-0.91,0.37,-27.34,-40.47,-9.58
-0.12,-0.91,0.39,-24.84,-37.23,-8.24
-0.10,-0.90,0.36,-20.39,-32.17,-4.58
-0.12,-0.88,0.36,-10.50,-28.56,-0.92
-0.12,-0.87,0.40,-3.66,-24.17,1.34
-0.12,-0.91,0.43,0.31,-23.99,3.23
-0.11,-0.92,0.42,2.62,-25.57,4.46
-0.10,-0.88,0.45,-7.39,-17.94,9.64
-0.09,-0.90,0.45,-1.77,-5.62,12.21
-0.11,-0.90,0.38,-0.06,-3.85,14.40
-0.16,-0.86,0.38,-8.24,-7.32,16.42
-0.22,-0.86,0.45,-4.82,0.06,14.71
-0.19,-0.91,0.49,-2.69,10.99,14.10
-0.14,-0.99,0.46,-6.29,29.36,12.57
-0.13,-0.97,0.45,-18.43,39.98,9.09
-0.10,-0.98,0.39,-14.10,32.90,6.65
-0.05,-1.07,0.32,8.48,9.40,5.68
-0.05,-1.04,0.21,23.74,-2.56,9.40
-0.08,-0.92,0.17,-16.97,-19.17,6.23
-0.20,-0.77,0.30,-55.42,-26.86,-15.99
-0.22,-0.76,0.39,-45.84,-19.90,-25.27
-0.19,-0.92,0.35,6.59,13.55,-23.68
-0.10,-1.03,0.29,44.92,43.03,-7.81
-0.06,-1.01,0.26,32.71,57.31,-1.65
-0.06,-0.99,0.29,6.53,63.11,-6.47
-0.00,-1.02,0.37,-4.58,63.72,-7.08
0.02,-1.01,0.35,-10.38,60.00,-7.26
0.01,-0.95,0.31,0.12,48.89,-4.03
0.03,-0.94,0.31,3.11,40.04,-2.62
0.03,-0.92,0.33,2.50,32.71,0.18
0.03,-0.91,0.33,6.23,30.52,-0.12
0.02,-0.89,0.32,8.24,25.70,-2.81
0.01,-0.90,0.30,7.87,21.12,-5.92
-0.01,-0.91,0.30,6.77,15.62,-7.81
-0.04,-0.92,0.30,12.57,5.25,-9.09
-0.03,-0.97,0.31,16.05,6.71,-10.74
-0.03,-0.98,0.31,0.49,12.39,-18.68
-0.02,-0.91,0.32,-5.49,5.25,-28.50
0.02,-0.89,0.30,4.82,1.71,-33.39
0.04,-0.97,0.32,21.48,10.56,-32.84
0.02,-1.00,0.41,9.03,17.70,-27.28
0.04,-1.00,0.39,6.84,15.32,-26.61
0.05,-1.00,0.32,4.76,19.17,-24.17
0.05,-1.00,0.31,0.92,28.81,-20.57
-0.11,-0.96,0.38,-0.43,26.12,-16.72
-0.16,-0.94,0.45,-6.65,9.89,-10.56
-0.13,-0.98,0.39,-2.32,13.43,-10.93
-0.04,-0.97,0.31,19.04,38.02,-3.91
-0.03,-0.95,0.31,11.05,52.37,-8.91
-0.11,-0.84,0.38,-2.75,48.10,-13.73
-0.13,-0.89,0.32,14.53,28.56,-13.85
-0.14,-0.92,0.32,4.21,1.28,-5.25
-0.19,-0.90,0.31,-17.27,-10.68,7.02
-0.15,-0.95,0.33,-20.02,14.47,17.70
-0.11,-1.00,0.37,-8.00,51.82,1.59
-0.18,-0.89,0.46,-24.41,58.47,-15.20
-0.17,-0.88,0.37,-28.20,42.30,-28.08
-0.12,-0.88,0.34,-20.51,29.11,-6.47
-0.03,-1.04,0.40,-14.95,35.28,3.91
-0.01,-1.03,0.45,-32.04,30.15,-4.94
-0.20,-0.78,0.43,-56.70,15.69,-7.32
-0.16,-0.83,0.44,-38.94,8.06,5.43
-0.10,-0.97,0.49,-11.23,-2.93,-8.91
-0.16,-0.90,0.54,-23.50,5.74,-14.95
-0.27,-0.77,0.60,-52.61,25.94,-18.01
-0.21,-0.82,0.56,-19.71,32.53,-5.31
-0.02,-0.97,0.55,-1.71,20.75,1.89
-0.09,-0.85,0.49,-22.89,19.65,-0.98
-0.19,-0.72,0.57,-40.53,-1.22,-6.65
-0.18,-0.69,0.53,-38.57,7.08,-6.77
-0.08,-0.77,0.46,-16.60,32.47,-18.19
-0.10,-0.79,0.53,-7.14,37.29,-21.06
-0.11,-0.82,0.55,11.41,28.32,-15.87
-0.11,-0.89,0.57,17.94,22.34,-13.98
-0.11,-0.92,0.57,19.29,15.93,-15.01
-0.14,-0.88,0.55,12.27,10.01,-14.40
-0.16,-0.84,0.50,7.69,3.85,-11.41
-0.13,-0.84,0.50,6.53,5.13,-10.99
-0.12,-0.81,0.53,6.53,6.59,-11.66
-0.13,-0.79,0.52,8.67,2.20,-12.15
-0.14,-0.79,0.48,19.41,-3.17,-8.91
-0.16,-0.83,0.49,34.24,-3.54,-2.44
-0.20,-0.83,0.50,34.42,-9.34,-1.95
-0.25,-0.83,0.47,34.00,-5.86,0.67
-0.25,-0.86,0.49,31.62,-1.16,0.67
-0.21,-0.88,0.49,23.44,5.80,2.44
-0.22,-0.88,0.47,18.25,7.02,0.79
-0.26,-0.86,0.49,9.70,2.44,0.18
-0.27,-0.85,0.50,0.37,2.56,-1.04
-0.28,-0.80,0.49,-7.45,3.30,-7.51
-0.24,-0.93,0.51,6.84,-5.13,-31.86
-0.10,-1.16,0.51,59.63,2.56,-20.81
-0.01,-1.23,0.36,47.85,43.21,3.17
-0.02,-0.92,0.27,-56.09,-21.79,-10.38
-0.03,-0.73,0.35,-78.06,-90.76,-43.09
-0.12,-0.75,0.39,-33.51,-95.70,-47.91
-0.14,-0.87,0.50,42.24,-47.18,-10.86
-0.06,-1.05,0.46,88.87,-9.03,26.37
0.09,-1.11,0.22,69.52,14.77,41.87
0.10,-1.05,0.18,40.04,16.48,38.21
-0.02,-0.91,0.31,-3.36,-11.66,17.52
-0.04,-0.89,0.38,-6.10,-15.26,14.34
0.06,-0.97,0.28,13.85,0.67,19.41
0.07,-0.99,0.26,29.72,17.70,23.93
0.03,-0.97,0.27,24.60,22.58,21.91
-0.03,-0.93,0.30,3.85,2.69,13.92
-0.07,-0.92,0.29,-2.62,-9.40,8.54
-0.09,-0.91,0.26,-4.88,-16.60,1.10
-0.12,-0.90,0.25,-1.59,-13.18,-1.53
-0.11,-0.94,0.24,3.91,2.50,-5.62
-0.09,-0.96,0.20,6.96,8.97,-10.25
-0.10,-0.92,0.26,-5.07,3.17,-16.42
-0.10,-1.00,0.24,-1.22,3.17,-21.42
-0.04,-1.12,0.15,21.24,7.39,-11.41
0.02,-0.98,0.16,4.76,9.52,-5.62
-0.05,-0.80,0.38,-48.22,10.13,-15.08
-0.24,-0.73,0.61,-60.00,23.13,-21.97
-0.17,-1.01,0.59,52.86,37.29,-5.86
-0.04,-1.19,0.35,79.04,29.11,19.41
-0.02,-1.20,0.21,41.81,19.29,17.64
-0.10,-0.98,0.31,-54.75,-20.08,-2.93
-0.16,-0.83,0.31,-78.61,-37.90,-10.86
-0.19,-0.77,0.29,-56.09,-34.79,-6.65
-0.22,-0.79,0.31,-35.40,-28.93,-4.52
-0.24,-0.82,0.35,-16.97,-26.18,-0.49
-0.27,-0.84,0.37,-3.42,-23.32,-0.24
-0.30,-0.89,0.36,13.61,-10.74,0.18
-0.28,-0.95,0.32,18.68,-5.07,2.26
-0.27,-0.94,0.35,5.07,-10.07,2.38
-0.29,-0.93,0.34,2.56,-8.61,-1.16
-0.28,-0.94,0.31,2.44,-6.10,-2.75
-0.27,-0.90,0.26,-5.31,-10.31,-2.38
-0.29,-0.83,0.29,-7.63,-15.56,-2.14
-0.32,-0.83,0.36,-2.44,-9.52,-0.55
-0.31,-0.87,0.38,11.05,-2.26,-1.10
-0.28,-0.90,0.34,13.37,5.80,-2.69
-0.21,-0.92,0.28,17.52,4.52,-3.05
-0.21,-0.92,0.25,16.30,0.37,0.61
-0.25,-0.91,0.27,11.66,-11.05,1.65
-0.25,-0.91,0.24,11.35,-17.33,1.40
-0.22,-0.98,0.17,23.86,-22.89,6.35
-0.12,-1.10,0.29,45.41,-25.57,14.16
-0.03,-1.14,0.36,43.33,-10.68,13.79
0.10,-1.10,0.27,-5.49,11.72,5.00
0.13,-0.96,0.18,-18.43,-9.70,13.73
