-0.96,-0.17,0.08,5.98,4.09,-4.52
-0.97,-0.18,0.08,2.87,2.32,-4.09
-0.97,-0.16,0.08,-9.28,-2.01,1.16
-0.95,-0.16,0.09,1.22,-2.69,2.62
-0.97,-0.18,0.10,5.74,-2.93,1.65
-0.97,-0.16,0.10,-10.01,-4.39,6.71
-0.94,-0.15,0.10,-4.27,-4.09,7.45
-0.94,-0.16,0.10,5.49,-2.26,4.94
-0.96,-0.16,0.10,-11.60,-1.40,4.52
-0.96,-0.15,0.10,-9.52,1.16,5.98
-0.91,-0.15,0.10,4.64,3.17,6.04
-0.93,-0.16,0.10,5.62,4.46,1.28
-0.96,-0.16,0.09,-7.63,4.70,0.12
-0.96,-0.16,0.09,-8.61,4.03,0.43
-0.94,-0.16,0.09,0.49,4.58,0.98
-0.91,-0.16,0.09,5.19,2.20,0.67
-0.88,-0.15,0.09,-3.11,0.06,-0.24
-0.87,-0.15,0.08,-2.81,0.85,-3.66
-0.85,-0.15,0.07,-0.49,0.00,-5.25
-0.79,-0.14,0.06,0.37,-3.17,-5.07
-0.62,-0.11,0.05,5.49,-6.41,-0.31
-0.34,-0.08,0.04,16.36,-20.75,8.73
-0.18,-0.05,0.03,15.01,-35.10,15.01
-0.04,-0.02,0.00,4.09,-36.99,12.39
-0.03,0.01,-0.03,14.77,-12.39,2.87
-0.12,-0.01,-0.05,52.49,6.65,-15.69
-0.22,-0.06,-0.08,107.79,12.27,-34.36
-0.23,-0.06,-0.09,124.51,0.73,-19.23
-0.18,-0.04,-0.10,127.50,-26.86,-4.82
-0.20,-0.01,-0.11,127.99,-27.53,12.27
-0.54,-0.14,-0.12,137.39,51.09,-47.24
-1.17,-0.29,-0.10,75.56,132.57,-70.92
-2.29,-0.38,-0.02,-56.09,250.24,-119.51
-2.51,-0.28,0.20,-206.36,353.82,-76.35
-2.17,-0.29,0.16,-198.12,-15.99,36.56
-2.55,-0.25,0.08,-278.87,-182.19,227.36
-2.99,-0.16,0.17,-338.20,163.27,180.97
-1.49,-0.07,0.07,-89.66,337.89,-66.35
-0.99,-0.41,-0.03,272.03,-200.50,-134.70
-1.94,-0.45,0.08,-125.43,-634.46,-13.18
-1.14,-0.08,-0.16,-436.10,-507.02,308.90
-0.68,0.20,-0.09,-386.90,7.93,334.11
-1.08,-0.07,-0.05,73.73,-100.65,96.37
-0.94,-0.33,-0.03,348.63,-85.69,-16.11
-1.04,-0.34,-0.02,11.96,-108.76,-33.69
-1.05,-0.17,-0.06,-233.03,-89.11,0.24
-1.15,-0.39,0.19,-302.49,-131.59,79.65
-0.68,0.06,0.46,-730.35,158.39,32.59
-1.01,0.16,-0.03,-462.04,-158.51,115.17
-1.39,-0.09,0.04,91.86,-231.63,4.03
-0.71,-0.27,-0.04,347.66,103.64,-63.84
-0.97,-0.26,0.01,210.88,-66.71,17.27
-0.96,-0.12,-0.01,42.42,32.41,118.41
-0.97,-0.13,-0.02,91.67,91.98,-15.87
-0.97,-0.23,-0.02,110.66,102.23,-53.16
-1.01,-0.22,-0.02,41.99,102.23,-39.73
-1.08,-0.21,-0.02,-81.54,86.18,-37.90
-1.06,-0.18,-0.02,-146.73,56.09,-43.46
-1.04,-0.14,-0.02,-140.99,32.04,-32.41
